ENABLE,release_key,id,mst_unit_id,unit_grade,attack_kind,killer_colors,killer_percentage,action_frames,attack_delay,next_attack_interval,asset_key
e,202512020,chara_osh_00001_Normal_00000,chara_osh_00001,0,Normal,,,80,22,100,
e,202512020,chara_osh_00001_Special_00001,chara_osh_00001,1,Special,,,162,92,0,
e,202512020,chara_osh_00001_Special_00002,chara_osh_00001,2,Special,,,162,92,0,
e,202512020,chara_osh_00001_Special_00003,chara_osh_00001,3,Special,,,162,92,0,
e,202512020,chara_osh_00001_Special_00004,chara_osh_00001,4,Special,,,162,92,0,
e,202512020,chara_osh_00001_Special_00005,chara_osh_00001,5,Special,,,162,92,0,
e,202512020,chara_osh_00101_Normal_00000,chara_osh_00101,0,Normal,,,0,0,0,
e,202512020,chara_osh_00101_Special_00001,chara_osh_00101,1,Special,,,117,5,0,
e,202512020,chara_osh_00101_Special_00002,chara_osh_00101,2,Special,,,117,5,0,
e,202512020,chara_osh_00101_Special_00003,chara_osh_00101,3,Special,,,117,5,0,
e,202512020,chara_osh_00101_Special_00004,chara_osh_00101,4,Special,,,117,5,0,
e,202512020,chara_osh_00101_Special_00005,chara_osh_00101,5,Special,,,117,5,0,
e,202512020,chara_osh_00201_Normal_00001,chara_osh_00201,0,Normal,,,69,0,50,
e,202512020,chara_osh_00201_Special_00001,chara_osh_00201,1,Special,,,150,70,0,
e,202512020,chara_osh_00201_Special_00002,chara_osh_00201,2,Special,,,150,70,0,
e,202512020,chara_osh_00201_Special_00003,chara_osh_00201,3,Special,,,150,70,0,
e,202512020,chara_osh_00201_Special_00004,chara_osh_00201,4,Special,,,150,70,0,
e,202512020,chara_osh_00201_Special_00005,chara_osh_00201,5,Special,,,150,70,0,
e,202512020,chara_osh_00301_Normal_00000,chara_osh_00301,0,Normal,,,57,0,75,
e,202512020,chara_osh_00301_Special_00001,chara_osh_00301,1,Special,,,167,89,0,
e,202512020,chara_osh_00301_Special_00002,chara_osh_00301,2,Special,,,167,89,0,
e,202512020,chara_osh_00301_Special_00003,chara_osh_00301,3,Special,,,167,89,0,
e,202512020,chara_osh_00301_Special_00004,chara_osh_00301,4,Special,,,167,89,0,
e,202512020,chara_osh_00301_Special_00005,chara_osh_00301,5,Special,,,167,89,0,
e,202512020,chara_osh_00401_Normal_00000,chara_osh_00401,0,Normal,,,59,25,50,
e,202512020,chara_osh_00401_Special_00001,chara_osh_00401,1,Special,,,124,50,0,
e,202512020,chara_osh_00401_Special_00002,chara_osh_00401,2,Special,,,124,50,0,
e,202512020,chara_osh_00401_Special_00003,chara_osh_00401,3,Special,,,124,50,0,
e,202512020,chara_osh_00401_Special_00004,chara_osh_00401,4,Special,,,124,50,0,
e,202512020,chara_osh_00401_Special_00005,chara_osh_00401,5,Special,,,124,50,0,
e,202512020,chara_osh_00501_Normal_00000,chara_osh_00501,0,Normal,,,53,15,50,
e,202512020,chara_osh_00501_Special_00001,chara_osh_00501,1,Special,,,134,89,0,
e,202512020,chara_osh_00501_Special_00002,chara_osh_00501,2,Special,,,134,89,0,
e,202512020,chara_osh_00501_Special_00003,chara_osh_00501,3,Special,,,134,89,0,
e,202512020,chara_osh_00501_Special_00004,chara_osh_00501,4,Special,,,134,89,0,
e,202512020,chara_osh_00501_Special_00005,chara_osh_00501,5,Special,,,134,89,0,
e,202512020,chara_osh_00601_Normal_00000,chara_osh_00601,0,Normal,,,55,0,100,
e,202512020,chara_osh_00601_Special_00001,chara_osh_00601,1,Special,,,95,0,0,
e,202512020,chara_osh_00601_Special_00002,chara_osh_00601,2,Special,,,95,0,0,
e,202512020,chara_osh_00601_Special_00003,chara_osh_00601,3,Special,,,95,0,0,
e,202512020,chara_osh_00601_Special_00004,chara_osh_00601,4,Special,,,95,0,0,
e,202512020,chara_osh_00601_Special_00005,chara_osh_00601,5,Special,,,95,0,0,
e,202512020,e_glo_00001_general_osh_n_Normal_Yellow_Normal_00000,e_glo_00001_general_osh_n_Normal_Yellow,0,Normal,,,50,25,100,
e,202512020,e_glo_00001_general_osh_n_Normal_Green_Normal_00000,e_glo_00001_general_osh_n_Normal_Green,0,Normal,,,50,25,100,
e,202512020,e_glo_00001_general_osh_n_Boss_Yellow_Normal_00000,e_glo_00001_general_osh_n_Boss_Yellow,0,Normal,,,50,25,100,
e,202512020,e_glo_00001_general_osh_n_Boss_Yellow_Appearance_00001,e_glo_00001_general_osh_n_Boss_Yellow,0,Appearance,,,50,0,0,
e,202512020,e_glo_00002_general_osh_n_Normal_Green_Normal_00000,e_glo_00002_general_osh_n_Normal_Green,0,Normal,,,71,30,50,
e,202512020,e_glo_00002_general_osh_n_Normal_Colorless_Normal_00000,e_glo_00002_general_osh_n_Normal_Colorless,0,Normal,,,71,30,50,
e,202512020,c_osh_00001_general_osh_n_Normal_Colorless_Normal_00000,c_osh_00001_general_osh_n_Normal_Colorless,0,Normal,,,80,22,50,
e,202512020,c_osh_00001_general_osh_n_Normal_Colorless_Special_00001,c_osh_00001_general_osh_n_Normal_Colorless,0,Special,,,162,92,0,
e,202512020,c_osh_00001_general_osh_n_Boss_Colorless_Normal_00000,c_osh_00001_general_osh_n_Boss_Colorless,0,Normal,,,80,22,50,
e,202512020,c_osh_00001_general_osh_n_Boss_Colorless_Appearance_00001,c_osh_00001_general_osh_n_Boss_Colorless,0,Appearance,,,50,0,0,
e,202512020,c_osh_00001_general_osh_n_Boss_Colorless_Special_00002,c_osh_00001_general_osh_n_Boss_Colorless,0,Special,,,162,92,0,
e,202512020,c_osh_00001_general_osh_n_Boss_Green_Normal_00000,c_osh_00001_general_osh_n_Boss_Green,0,Normal,,,80,22,50,
e,202512020,c_osh_00001_general_osh_n_Boss_Green_Appearance_00001,c_osh_00001_general_osh_n_Boss_Green,0,Appearance,,,50,0,0,
e,202512020,c_osh_00001_general_osh_n_Boss_Green_Special_00002,c_osh_00001_general_osh_n_Boss_Green,0,Special,,,162,92,0,
e,202512020,e_glo_00002_general_osh_h_Normal_Colorless_Normal_00000,e_glo_00002_general_osh_h_Normal_Colorless,0,Normal,,,71,30,50,
e,202512020,e_glo_00002_general_osh_h_Normal_Red_Normal_00000,e_glo_00002_general_osh_h_Normal_Red,0,Normal,,,71,30,50,
e,202512020,c_osh_00001_general_osh_h_Normal_Blue_Normal_00000,c_osh_00001_general_osh_h_Normal_Blue,0,Normal,,,80,22,50,
