ENABLE,release_key,id,mst_mission_event_id,language,description
e,202512020,event_osh_00001_1_ja,event_osh_00001_1,ja,ステージを5回クリアしよう
e,202512020,event_osh_00001_2_ja,event_osh_00001_2,ja,ステージを10回クリアしよう
e,202512020,event_osh_00001_3_ja,event_osh_00001_3,ja,ステージを15回クリアしよう
e,202512020,event_osh_00001_4_ja,event_osh_00001_4,ja,ステージを20回クリアしよう
e,202512020,event_osh_00001_5_ja,event_osh_00001_5,ja,ステージを30回クリアしよう
e,202512020,event_osh_00001_6_ja,event_osh_00001_6,ja,ステージを40回クリアしよう
e,202512020,event_osh_00001_7_ja,event_osh_00001_7,ja,ステージを50回クリアしよう
e,202512020,event_osh_00001_8_ja,event_osh_00001_8,ja,ステージを60回クリアしよう
e,202512020,event_osh_00001_9_ja,event_osh_00001_9,ja,ステージを70回クリアしよう
e,202512020,event_osh_00001_10_ja,event_osh_00001_10,ja,ステージを80回クリアしよう
e,202512020,event_osh_00001_11_ja,event_osh_00001_11,ja,ステージを90回クリアしよう
e,202512020,event_osh_00001_12_ja,event_osh_00001_12,ja,ステージを100回クリアしよう
e,202512020,event_osh_00001_13_ja,event_osh_00001_13,ja,ステージを110回クリアしよう
e,202512020,event_osh_00001_14_ja,event_osh_00001_14,ja,ステージを120回クリアしよう
e,202512020,event_osh_00001_15_ja,event_osh_00001_15,ja,ステージを150回クリアしよう
e,202512020,event_osh_00001_16_ja,event_osh_00001_16,ja,ステージを180回クリアしよう
e,202512020,event_osh_00001_17_ja,event_osh_00001_17,ja,ステージを190回クリアしよう
e,202512020,event_osh_00001_18_ja,event_osh_00001_18,ja,ステージを200回クリアしよう
e,202512020,event_osh_00001_19_ja,event_osh_00001_19,ja,ステージを210回クリアしよう
e,202512020,event_osh_00001_20_ja,event_osh_00001_20,ja,ステージを250回クリアしよう
e,202512020,event_osh_00001_21_ja,event_osh_00001_21,ja,ステージを300回クリアしよう
e,202512020,event_osh_00001_22_ja,event_osh_00001_22,ja,ステージを350回クリアしよう
e,202512020,event_osh_00001_23_ja,event_osh_00001_23,ja,ステージを400回クリアしよう
e,202512020,event_osh_00001_24_ja,event_osh_00001_24,ja,ステージを450回クリアしよう
e,202512020,event_osh_00001_25_ja,event_osh_00001_25,ja,ステージを500回クリアしよう
e,202512020,event_osh_00001_26_ja,event_osh_00001_26,ja,ステージを550回クリアしよう
