,"クリエイティブ一覧
https://docs.google.com/spreadsheets/d/1s-5R4ijjb7AXckYDBmqBgHFsZzbOPVe_SvX3hlK5Fdw/edit?gid=576303298#gid=5763032981",,,,,,,,,,,,,,,
,"監修資料（監修ち提出後にリンクを貼る）
",,,,,,,,,,,,,,,
,項目,仕様/補足,数量,工数, 画像,規格,"アップ先
S3/AB","画像ID
（PLAN側に確認）
！アイテムIDとは違うので記載注意！","監修
ステータス","BNE様へ
PSDデータ提出
","デザイナー
担当者",制作ステータス,"命名規則
※[ ]内はマスターデータ・運用単位で命名が変化します",,,
,新規アイテム,,,,,,,,,,,,,,,
,【カラーメモリー】,・ぴえヨンのメモリー,1,0.1,,150×150,AB,item_icon_memory_chara_osh_00601,監修不要,提出不要,江村,,stage_icon_[:asset_key],,,
,【ガシャチケット】,・【推しの子】SSR確定チケット,1,0.3,,150×150,AB,item_icon_ticket_osh_10000,監修中,提出不要,江村,,,,,
,汎用【イベントメダル】,・いいジャン祭メダル【赤】,1,0.4,,150×150,AB,item_icon_item_glo_00001,監修不要,提出不要,江村,,,,,
,,・いいジャン祭メダル【青】,1,,,150×150,AB,item_icon_item_glo_00002,監修不要,提出不要,江村,,,,,
,,"・いいジャン祭メダル【緑】
※【推しの子】施策には使用しないが今後のイベントで汎用的に使用するためまとめて製作する",1,,,150×150,AB,item_icon_item_glo_00003,監修不要,提出不要,江村,,,,,
,,"・いいジャン祭メダル【黄】
※【推しの子】施策には使用しないが今後のイベントで汎用的に使用するためまとめて製作する",1,,,150×150,AB,item_icon_item_glo_00004,監修不要,提出不要,江村,,,,,
,エンブレム,,,,,,,,,,,,,,,
,【降臨バトルエンブレム】,"最強で無敵のアイドル
emblem_icon_adventbattle_osh_season01_00001",6,0.2,,120×120,AB,emblem_icon_adventbattle_osh_season01_00001,監修中,PNG提出必要,江村,,emblem_icon_[:asset_key],,,
,,emblem_icon_adventbattle_osh_season01_00002,,,,120×120,AB,emblem_icon_adventbattle_osh_season01_00002,監修中,PNG提出必要,江村,,emblem_icon_[:asset_key],,,
,,emblem_icon_adventbattle_osh_season01_00003,,,,120×120,AB,emblem_icon_adventbattle_osh_season01_00003,監修中,PNG提出必要,江村,,emblem_icon_[:asset_key],,,0
,,emblem_icon_adventbattle_osh_season01_00004,,,,120×120,AB,emblem_icon_adventbattle_osh_season01_00004,監修中,PNG提出必要,江村,,emblem_icon_[:asset_key],,,0
,,emblem_icon_adventbattle_osh_season01_00005,,,,120×120,AB,emblem_icon_adventbattle_osh_season01_00005,監修中,PNG提出必要,江村,,emblem_icon_[:asset_key],,,
,,emblem_icon_adventbattle_osh_season01_00006,,,,120×120,AB,emblem_icon_adventbattle_osh_season01_00006,監修中,PNG提出必要,江村,,emblem_icon_[:asset_key],,,
,【イベントエンブレム】,"星野 アクア ->　嘘吐き
emblem_icon_event_osh_00001

どんなデザインか詳細が不明なので確認したいです！

アクアの目をベースに、黒い星を目立たせる感じにしたいです。
黒い星の飛び出かたは、ルビーを参考に

https://youtu.be/c7E-tgmFuzw?t=47",1,1,,120×120,AB,emblem_icon_event_osh_00001,監修中,PNG提出必要,江村,,emblem_icon_[:asset_key],,,
,,"B小町
emblem_icon_event_osh_00002

企画書の参考画像が実写関連のものだったので原作準拠ではないところが気に掛かっている",1,1,,120×120,AB,emblem_icon_event_osh_00002,監修FB対応中,PNG提出必要,江村,,emblem_icon_[:asset_key],,,
,,"アイ推し！
emblem_icon_event_sur_00003

文字エンブレム",1,1,,120×120,AB,emblem_icon_event_osh_00003,監修中,PNG提出必要,江村,,,,,
,,"ルビー推し！
emblem_icon_event_sur_00004

文字エンブレム",1,,,,AB,emblem_icon_event_osh_00004,監修中,PNG提出必要,江村,,,,,
,,"MEMちょ推し！
emblem_icon_event_sur_00005

文字エンブレム",1,,,,AB,emblem_icon_event_osh_00005,監修中,PNG提出必要,江村,,,,,
,,"有馬かな推し！
emblem_icon_event_sur_00006

文字エンブレム",1,,,,AB,emblem_icon_event_osh_00006,監修中,PNG提出必要,江村,,,,,
,,"黒川 あかね推し！
emblem_icon_event_sur_00007

文字エンブレム",1,,,,AB,emblem_icon_event_osh_00007,監修中,PNG提出必要,江村,,,,,
,,"筋肉推し！
emblem_icon_event_sur_00008

文字エンブレム",1,,,,AB,emblem_icon_event_osh_00008,監修中,PNG提出必要,江村,,,,,
,,※MTGの際にアクアの推しエンブレムを作るかどうか、といった話が出ていたんですが一旦そんなに工数かからなかったので作成だけしました。不要だったら使わなくても大丈夫です！あと筋肉推しの他に念のためぴえヨン推しの方でもデザインを作っています。使用したい方で使用いただければと…！,1,,,,AB,emblem_icon_event_osh_00009,監修中,PNG提出必要,江村,,,,,
,,"アイのサイン
（サイン部分のみ）",1,1,,,AB,emblem_icon_event_osh_00010,監修FB対応中,PNG提出必要,江村,,,,,
,※メインクエスト用,IPロゴエンブレム,1,,,,AB,emblem_icon_normal_osh_00001,監修中,PNG提出必要,江村,,,,,
,原画のかけら,,,,,,,,,,,,,,,
,【原画のかけら】,"【原画のかけら】a+b
①絶対ママみたいになるんだ！
※参照先：2巻:041P          
artwork_event_osh_0001
",2×2,0.2,,"524×524
154×154",AB,artwork_event_osh_0001,監修不要,提出不要,江村,,"artwork_[:asset_key]a
artwork_[:asset_key]b",,,
,,"②覆面筋トレ系ユーチューバー
※参照先：3巻:032P
artwork_event_osh_0002",,,,"524×524
154×154",AB,artwork_event_osh_0002,監修不要,提出不要,江村,,,,,
,※メインクエスト用,"③激バズ！本能のヲタ芸！
※参照先：3巻:032P
",,0.2,,,,artwork_osh_0001,監修不要,提出不要,江村,,,,,
,,"④やっと言えた
※参照先：3巻:032P
",,,,,,artwork_osh_0002,監修不要,提出不要,江村,,,,,
,,"⑤いってきます
※参照先：3巻:032P",,,,,,artwork_osh_0003,監修不要,提出不要,江村,,,,,
,プレハブ関連,,,,,,,,,,,,,,,
,【コンテンツTOP】プレハブ,"【コンテンツTOP】 プレハブ
・アイ・アクア・ルビーは必須、入れられるならその他主要キャラをお願いします。（かな・あかね・ぴえヨン）
もし可能なら、アイセンター配置でお願いします。
・B小町イメージで華やかな感じでお願いします。
※以前村松さんに伺った内容を記載しています

・プレハブ内にテキストを配置するお話をMTGで聞いていたので、テキスト内容を記載いただけると助かります！

→いいジャン祭メダルを集めて、豪華報酬GET!!",1,2,,"プレハブ
（画像は1000 × 520）",AB,event_osh_00001_quest_select,監修中,"PNG/PSD提出必要
※監修提出前にBNE側にPSDを提出",江村,,[:asset_key]_quest_select ※プレハブ名,,,
,【クエストバナー】デイリー,"【コンテンツTOP】
・プリズム
※報酬変わるかも→コインになりました…！すみません…！

クエストバナーの背景は使用されるステージに合わせていたのでステージが知れると嬉しいです(今までは仕様書内の記載内容から判断して作っていました)→確認します！！",1,0.1,,334×115,AB,osh1_1day_quest_select_cell,監修中,PNG提出必要,江村,,[:mst_quest.asset_key]_quest_select_cell,,,
,【クエストバナー】ストーリー1,"【コンテンツTOP】 マラソンクエスト

・いいジャン祭メダル【赤】",1,0.1,,334×115,AB,osh1_charaget01_quest_select_cell,監修中,PNG提出必要,江村,,[:mst_quest.asset_key]_quest_select_cell,,,
,【クエストバナー】ストーリー2,"【コンテンツTOP】特訓クエスト
",1,0.1,,334×115,AB,osh1_charaget02_quest_select_cell,監修中,PNG提出必要,江村,,[:mst_quest.asset_key]_quest_select_cell,,,
,【クエストバナー】チャレンジ,"【コンテンツTOP】 Sバナーチャレンジ
・星野 ルビーのかけら
・MEMちょのかけら
・有馬かなのかけら
・黒川 あかねのかけら
・アイのかけら
・星野 アクアのかけら

",1,0.1,,334×115,AB,osh1_challenge01_quest_select_cell,監修中,PNG提出必要,江村,,[:mst_quest.asset_key]_quest_select_cell,,,
,【クエストバナー】高難度,"【コンテンツTOP】 Sバナー高難度
・エンブレム「嘘吐き」
・エンブレム「B小町」
・プリズム
",1,0.1,,334×115,AB,osh1_savage_quest_select_cell,監修中,PNG提出必要,江村,,[:mst_quest.asset_key]_quest_select_cell,,,
,"【ステージサムネール】
個数やIDなど不明だったので記載のほどお願いいたします…！
→ステージサムネでキャラ関連を使用しないので、今回はなしでOKです！が、いいジャン祭メダル【赤】を使おうと思っているのでそれが要りますよね多分、、
↑これは嘘です",,9,0.3,,126×102,AB,"いいジャン祭メダル【赤】
stage_icon_general_exchange_00001

いいジャン祭メダル【青】
stage_icon_general_exchange_00002

いいジャン祭メダル【緑】
stage_icon_general_exchange_00003

いいジャン祭メダル【黄】
stage_icon_general_exchange_00004

ぴえヨンのメモリー
stage_icon_event_osh1_00001

星野 ルビーのかけら
stage_icon_event_osh1_00002

MEMちょのかけら
stage_icon_event_osh1_00003

有馬かなのかけら
stage_icon_event_osh1_00004

黒川 あかねのかけら
stage_icon_event_osh1_00005

アイのかけら
stage_icon_event_osh1_00006

星野 アクアのかけら
stage_icon_event_osh1_00007

【推しの子】SSR確定チケット
stage_icon_event_osh1_00008

B小町エンブレム
stage_icon_event_osh1_00009

嘘吐きエンブレム
stage_icon_event_osh1_00010

アイのサインエンブレム
stage_icon_event_osh1_00011",監修不要,提出不要,江村,,stage_icon_[:asset_key],,,
,【クエストバナー】メインクエスト,図鑑で表示されているものと同じ,1,,,,,quest_image_osh_1,監修不要,,江村,,,,,
,【ステージサムネイル】1話,※参照先：1巻:008P,1,,,,,stage_icon_osh_normal_01,監修不要,,江村,,,,,
,【ステージサムネイル】2話,※参照先：1巻:086P,1,,,,,stage_icon_osh_normal_02,監修不要,,江村,,,,,
,【ステージサムネイル】3話,※参照先：1巻:213P,1,,,,,stage_icon_osh_normal_03,監修不要,,江村,,,,,
,バナー類,,,,,,,,,,,,,,,
,【イベントミッションバナー】ログインボーナス,"【お知らせ】ログインボーナス_Mバナー
【推しの子】 いいジャン祭 特別ログインボーナス
・星野 ルビー
・星野 アクア
・カラーメモリー何色か指定いただきたいです！
→ちょっと特殊なんですが、カラーメモリーを外して「賀正ガシャチケット 2026」に変更できるでしょうか…！",1,0.4,,668×220,AB,event_osh_00001_loginbonus,監修中,PNG提出必要,江村,,[:asset_key]_loginbonus,,,
