　　　,"・単体テスト開始：
・総合テスト開始：",,,0,"・文言(タイトル)完了、Click UPタスクいれる完了希望日：X-13営業日前まで
・バナーに必要な内容を仕様書に記載完了希望日：X-5営業日まで
・バナー制作締め切り日：Xまで",,▼いい感じのところに移す,,,,,,イベント名＆アイテム名＆エンブレム名は16文字(32ﾊﾞｲﾄ)以内　記号(「!」「””」)は半角表記,,,,,
施策種別,施策名,画像サイズ,画像制作担当,clickup確認,バナー内容,"アイテム/エンブレム/スタンプ
参考画像(企画が貼り付ける)","オレンジゾーンでも可
出典元を記載する場所(アイテムとかの参考画像)","フレーバーテキスト
有無","イラスト版元監修
有無",フレーバーテキスト,担当,監修/制作物,監修/制作文言,監修/備考,担当,"文言制作
ステータス",監修提出日,QA(監修返答締め日)
01_ガチャ,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,不要,,
02_パック,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,不要,,
03_クエスト,▼引用関数入ってます。,,,,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
04_団結バトル,▼引用関数入ってます。,,,,,,,,,,,,,,,,,
,#REF!,M/IGN/LINE/T,,0,,,,,,,,,,,,不要,,
06_ミッション,▼引用関数入ってます。,,,,,,,,,,,,,,,,,
,#REF!,M,,0,交換所バナー,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
07_祭施策,▼引用関数入ってます。,,,,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
,#REF!,,,0,,,,,,,,,,,,,,
11_キャラ,▼引用関数入ってます。,,,,,,,,,,,,,,,,,
,,不要,,0,,,,,,,,キャラ名,,,,,,
,#REF!,不要,,0,,,,,,,,キャラ名,,,,,,
,#REF!,不要,,0,,,,,,,,キャラ名,,,,,,
,#REF!,不要,,0,,,,,,,,キャラ名,,,,,,
,#REF!,不要,,0,,,,,,,,キャラ名,,,,,,
,#REF!,不要,,0,,,,,,,,キャラ名,,,,,,
,#REF!,不要,,0,,,,,,,,キャラ名,,,,,,
,#REF!,不要,,0,,,,,,,,キャラ名,,,,,,
,#REF!,不要,,0,,,,,,,,キャラ名,,,,,,
,#REF!,不要,,0,,,,,,,,キャラ名,,,,,,
12_アイテム,▼引用関数入ってます。,,,,,,,,,,,,,,,,,
,,アイテム,,0,,,,0,0,,,アイテム名,,,,,,
,,アイテム,,0,,,,0,0,,,アイテム名,,,,,,
,,アイテム,,0,,,,0,0,,,アイテム名,,,,,,
,,アイテム,,0,,,,0,0,,,アイテム名,,,,,,
13_レジェンド,▼引用関数入ってます。,,,,,,,,,,,,,,,,,
,,デプロイ素材,,0,,,,,,,,レジェンド,,,,,,
14_スタンプ,▼引用関数入ってます。,,,,,,,,,,,,,,,,,
,,スタンプ,,0,,,,,,,,スタンプ,,,,,,
,,スタンプ,,0,,,,,,,,スタンプ,,,,,,
15_エンブレム,▼引用関数入ってます。,,,,,,,,,,,,,,,,,
,,エンブレム,,0,,,,0,0,,,エンブレム名,,,,,,
,,エンブレム,,0,,,,0,0,,,キャラ名,,,,,,
90_ログボ,▼引用関数入ってます。,,,,,,,,,,,,,,,,,
,,UI素材,,0,ログインボーナス 背景,,,,,,,,,,,,,
,,UI素材,,0,ログインボーナス キャラ,,,,,,,,,,,,,
,,UI素材,,0,ログインボーナス キャラ,,,,,,,,,,,,,
91_UI,,,,,,,,,,,,,,,,,,
,タイトル,UI素材,,0,,,,,,,,,,,,不要,,
,ホーム画面,UI素材,,0,,,,,,,,,,,,不要,,
,いいジャン祭ページ,UI素材,,0,,,,,,,,,,,,不要,,
,いいジャン祭ページボタン,UI素材,,0,,,,,,,,,,,,不要,,
,全体施策用チュートリアル,チュートリアル,,0,,,,,,,,,,,,不要,,
92_アプリアイコン(複数候補ある場合は全て書く),,,,,,,,,,,,,,,,,,
,,その他,,0,,,,,,,,,,,,不要,,
,,その他,,0,,,,,,,,,,,,不要,,
93_お知らせ・告知画像 (GDMTにアップしない画像はこちらに記載),,,,,,,,,,,,,あらすじは一行30文字以内7行以下、最大は一行40文字8行まで,,,,,
,キービジュアル,M/IGN/LINE/T,,0,,,,,,,,,,,,不要,,
,ミッション,M,,0,,,,,,,,,,,,不要,,
,決闘,M,,0,キャラボーナス,,,,,,,,,,,不要,,
,先行情報公開,M/T,,0,,,,,,,,,,,,不要,,
,,,,0,,,,,,,,,,,,不要,,
99_その他,,,,,,,,,,,,,,,,,,
,,,,0,,,,,,,,,,,,不要,,
,,,,0,,,,,,,,,,,,不要,,
