,,,,,作成者,確認者,承認状況,
,,,,,平野,,承認済,
ガシャ詳細,,,,,,,,
ガシャ名,2026年正月記念！UR1体確定ガシャ,,,,,,,
ガシャID,UR_newyear_Ticket_001,OprGacha,,,,,,
種別,チケットガシャ,,,,,,,
開催期間,2026/1/1 0:00,~,無期限,,,,,
チケット設定,有,,,,,,,
チケット名,『補てん』2026年正月記念！UR1体確定ガシャチケット,,,,,,,
チケットID,ticket_glo_00207,,,,,,,
チケット備考,,,,,,,,
広告視聴設定有無,無,,,,,,,
広告視聴リセット有無,無,,,,,,,
広告視聴リセット時間,"1,440",分,24時間,"24時間→1,440
48時間→2,880
72時間→4,320","・enable_add_ad_play_upper
・ad_play_interval_time",,,
"ガシャ開催期間中
繰返しリセットを行う",行わない,"※行う：開催期間中毎日リセット時間を迎えるとリセットを行います。
※行わない：開催期間中、1日に視聴できる回数",,,,,,
天井設定,無,,,,,,,
天井回数,,回目,,,,,,
確定枠設定,有,,,,,,,
確定枠詳細,10,枠目,,,,,,
有償無償合算使用可否,否,※有償プリズム限定の時→「否」にして下さい。基本は「可」です。,,,,,,
有償プリズム限定設定,無,,,,,,,
単発設定,無,,,,,,,
単発プリズム個数,150,個,※デフォルト：150個,,,,,
10連設定,有,,,,,,,
10連プリズム個数,チケットのみ,個,※デフォルト：150個,,,,,
ガシャを引ける上限設定,有,,,,,,,
ガシャを引ける上限数,チケットのみ,個,"※デフォルト：1,500個",まで,,,,
banner_URL,glo_00003,,,,,,,企画
ガシャ一覧バナーID,gacha_banner_glo_00003,,,,,,,企画
ホームバナーID,なし,,,,,,,企画
キャラのかけら変換個数,R：10,←デフォルト,,,,,,
,SR：10,,,,,,,
,SSR：20,,,,,,,
,UR ：50,,,,,,,
,ピックアップUR ：50,,,,,,,
備考,72時間限定スタートダッシュガシャと同じ仕様,,,,,,,
,『補てん』2026年正月記念！UR1体確定ガシャチケットを所持している場合のみガシャ一覧に表示,,,,,,,
,,,,,,,,
ガシャマスター設定,,,,,,,,
①ガシャ訴求文言,"有償プリズム1,500個で引ける！
URキャラ1体確定!",,,OprGachaI18n,,,,
②-1訴求キャラ/ID,<いばら姫> ヨル,chara_spy_00201,,,,,,
③-1キャラ訴求文言,"高い攻撃性能を誇り
必殺ワザで大ダメージ
を与えつつ
自身の攻撃もUP!",,,OprGachaDisplayUnitI18n,,,,
②-2訴求キャラ/ID,リリエルに捧ぐ愛 天乃 リリサ,chara_yuw_00001,,,,,,
③-2キャラ訴求文言,"必殺ワザで複数の相手にダメージを与える!
さらに、必殺ワザで
青属性の相手には大ダメージ!",,,,,,,
②-3訴求キャラ/ID,新人魔法少女 桜木 カナ,chara_mag_00001,,,,,,
③-3キャラ訴求文言,"遠距離からの
通常攻撃が強力!
必殺ワザで複数の相手
に攻撃可能!",,,,,,,
