前提,,,,,,,,,,,,,,,,
,◼︎ルビー金額（鷲見用メモ）,,,,,,,,,,,,,,,
,,,,,ガチャ1回金額,480,円,,,,,,,,,
,,,,,ガチャ1回最安値,327,円,,,,,,,,,
,,,,,ルビー1個金額,3.27,円,,,,,,,,,
,,,,,1万円分,3058,個,,,,,,,,,
,,,,,,,,,,,,,,,,
,,ゲーム内報酬レギュレーション,,,,,,,,,,,,,,
,,,https://docs.google.com/spreadsheets/d/1O9W479tFq6q2bb2JnWhqd-H7Skz4mvsc6oz8opU8L-I/edit#gid=0&range=A1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,■施策について,,,,,,,,,,,,,,,
,,・スケジュールは最初に全部出す(ガチャ以外),,,,,,,,,,,,,,
,,・生放送なし,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
施策詳細,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,目次,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,ログイン動機,,,,マーケ連動施策,,祭り施策,,,,,,,
,,,#REF!,,,,#REF!,,#REF!,,,,,,,
,,,,,,,,,#REF!,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,プレイ動機,,,,課金動機,,ホーム設定,,,,,,,
,,,#REF!,,,,#REF!,,#REF!,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,※セルの色が黄色いところは、まだ内容が確定してないよ！という意味です。,,,,,,,,,,,,,
,,,　なので確定したらセルの色は消しておいてください。,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,ログイン動機,,,,,,,,,,,目次へ,,,,
,,,,,,,,,,,,,,,,
,,いいジャン祭ログインボーナス,,,,,,,,,,目次へ,,,,
,,,URL：,,,,,,,,,,,,,
,,,,,項目,,内容,,,,,,,,,
,,,,,責任者,,#REF!,#REF!,,,,,,,,
,,,,,施策名称,,いいジャン祭ログインボーナス,,,,,,,,,
,,,,,分類,,ログインボーナス,,,,,,,,,
,,,,,開催期間,,#REF!,〜,#REF!,,,,,,,
,,,,,キャラ・セリフ,,リボーン,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,目的：,,,,,,,,,,,,,
,,,,,毎日ログインしたい！と思わせることを目的とする。,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,内容：,,,,,,,,,,,,,
,,,,,日数,特典（目玉＝赤文字）,,ID,個数,備考,,,,ルビー配布量,パール配布量,
,,,3/11,大,1日目,,,,1,,,,,,,1
,,,3/12,大,2日目,,,,1,,,,,,,1
,,,3/13,,3日目,,,,"200,000",,,,,,,0
,,,3/14,大,4日目,,,,100,,,,,,,1
,,,3/15,,5日目,,,,"1,000",,,,,,,0
,,,3/16,大,6日目,,,,100,,,,,,,0
,,,3/17,大,7日目,,,,1,,,,,,,0
,,,3/18,,8日目,,,,"200,000",,,,,,,1
,,,3/19,,9日目,,,,"1,000",,,,,,,0
TV,2周年CD,,3/20,大,10日目,,,,1,,,,,,,0
,,,3/21,,11日目,,,,"200,000",,,,,,,
,,,3/22,,12日目,,,,"1,000",,,,,,,
,,,,,,,,,,,,,ルビー合計,0,0,
,,,,,,,,,,,,,,,,
,,,備考：,,「いいジャン祭チケット(仮名)」は最大3枚。ルビーは最大200。,,,,2周年に人を残す,,,,,,,
,,,,,3/20から2周年CDが始まるため、大目玉報酬はチケットのみとする。,,,,残した結果、２周年の売上をあげる,,,,,,,
,,,,,「いいジャン祭チケット(仮)がなんたるか」をわかってもらう→いいジャン祭チケットが欲しいからイベントやる、にしたい,,,,,,,,,,,
,,,確認事項：,,カウントダウンと合わせて、3日に1回目玉があるようにしたい。,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,REBORN!ガチャ,,,名称未定,,,,,,,目次へ,,,,
,,,URL：,,,,,,,,,,,,,
,,,,,項目,,内容,,,,,,,,,
,,,,,責任者,,#REF!,#REF!,,,,,,,,
,,,,,施策名称,,REBORN!ガチャ,,,,,,,,,
,,,,,分類,,チケットガチャ,,,,,,,,,
,,,,,開催期間,,#REF!,〜,#REF!,,,,,,,
,,,,,ガチャチケ,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,内容,,,,,,,,,,,,,
,,,,★5はリボーンキャラのみが登場するガチャ,,,,,,,,,,,,
,,,,配布されるいいジャン祭チケット(仮)で引くことができる,,,,,,,,,,,,
,,,,参考：,ジョジョチケガチャ,,,,,,,,,,,
,,,備考,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,マーケ連動施策,,,,,,,,,,,目次へ,,,,
,,,,,,,,,,,,,,,,
,,キャンペーン施策,,,,,,,,,,目次へ,,,,
,,,担当：,LINE佐藤さん,,,,,,,,,,,,
,,,実施期間：,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,備考：,,,,,,,,,,,,,
,,,,,開始日付,終了日付,ミッション内容,,,特典,ID,個数,備考,,ルビー配布量,想定消費スタミナ
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
