ENABLE,release_key,id,mst_attack_id,language,description,grade_description
e,202512020,chara_osh_00001_Normal_00000_ja,chara_osh_00001_Normal_00000,ja,表示場所なし,
e,202512020,chara_osh_00001_Special_00001_ja,chara_osh_00001_Special_00001,ja,"自身と同じコマと二つ先までのコマにいる敵複数体に自身の攻撃ステータスの81%のダメージ + 攻撃がヒットした場合、敵の攻撃を3秒間、25%DOWN + 自身と同じコマと前後二つまでのコマにいる味方の必殺ワザ発動までの時間を10秒間、短縮する",
e,202512020,chara_osh_00001_Special_00002_ja,chara_osh_00001_Special_00002,ja,"自身と同じコマと二つ先までのコマにいる敵複数体に自身の攻撃ステータスの90%のダメージ + 攻撃がヒットした場合、敵の攻撃を4秒間、30%DOWN + 自身と同じコマと前後二つまでのコマにいる味方の必殺ワザ発動までの時間を12秒間、短縮する","ステータスUP + 必殺ワザ性能UP"
e,202512020,chara_osh_00001_Special_00003_ja,chara_osh_00001_Special_00003,ja,"自身と同じコマと二つ先までのコマにいる敵複数体に自身の攻撃ステータスの96%のダメージ + 攻撃がヒットした場合、敵の攻撃を5秒間、35%DOWN + 自身と同じコマと前後二つまでのコマにいる味方の必殺ワザ発動までの時間を13秒間、短縮する + 自身の必殺ワザ発動までの時間を3秒間、短縮する","ステータスUP + 必殺ワザ性能UP"
e,202512020,chara_osh_00001_Special_00004_ja,chara_osh_00001_Special_00004,ja,"自身と同じコマと二つ先までのコマにいる敵複数体に自身の攻撃ステータスの100%のダメージ + 攻撃がヒットした場合、敵の攻撃を6秒間、40%DOWN + 自身と同じコマと前後二つまでのコマにいる味方の必殺ワザ発動までの時間を15秒間、短縮する + 自身の必殺ワザ発動までの時間を3秒間、短縮する","ステータスUP + 必殺ワザ性能UP"
e,202512020,chara_osh_00001_Special_00005_ja,chara_osh_00001_Special_00005,ja,"自身と同じコマと二つ先までのコマにいる敵複数体に自身の攻撃ステータスの104%のダメージ + 攻撃がヒットした場合、敵の攻撃を7.5秒間、50%DOWN + 自身と同じコマと前後二つまでのコマにいる味方の必殺ワザ発動までの時間を18秒間、短縮する + 自身の必殺ワザ発動までの時間を5秒間、短縮する","ステータスUP + 必殺ワザ性能UP"
e,202512020,chara_osh_00101_Normal_00000_ja,chara_osh_00101_Normal_00000,ja,表示場所なし,
e,202512020,chara_osh_00101_Special_00001_ja,chara_osh_00101_Special_00001,ja,"選択したコマと一つ先までのコマにいる敵複数体に{chara_osh_00101_Special_00001a_power_parameter}の固定ダメージ(敵のゲート除く) + 味方の再召喚時間を2.5秒間、短縮する",
e,202512020,chara_osh_00101_Special_00002_ja,chara_osh_00101_Special_00002,ja,"選択したコマと一つ先までのコマにいる敵複数体に{chara_osh_00101_Special_00002a_power_parameter}の固定ダメージ(敵のゲート除く) + 味方の再召喚時間を2.5秒間、短縮する",必殺ワザ性能UP
e,202512020,chara_osh_00101_Special_00003_ja,chara_osh_00101_Special_00003,ja,"選択したコマと一つ先までのコマにいる敵複数体に{chara_osh_00101_Special_00003a_power_parameter}の固定ダメージ(敵のゲート除く) + 味方の再召喚時間を2.5秒間、短縮する",必殺ワザ性能UP
e,202512020,chara_osh_00101_Special_00004_ja,chara_osh_00101_Special_00004,ja,"選択したコマと一つ先までのコマにいる敵複数体に{chara_osh_00101_Special_00004a_power_parameter}の固定ダメージ(敵のゲート除く) + 味方の再召喚時間を2.5秒間、短縮する",必殺ワザ性能UP
e,202512020,chara_osh_00101_Special_00005_ja,chara_osh_00101_Special_00005,ja,"選択したコマと一つ先までのコマにいる敵複数体に{chara_osh_00101_Special_00005a_power_parameter}の固定ダメージ(敵のゲート除く) + 味方の再召喚時間を2.5秒間、短縮する",必殺ワザ性能UP
e,202512020,chara_osh_00201_Normal_00001_ja,chara_osh_00201_Normal_00001,ja,表示場所なし,
e,202512020,chara_osh_00201_Special_00001_ja,chara_osh_00201_Special_00001,ja,自身の攻撃を12秒間、15%UP,
e,202512020,chara_osh_00201_Special_00002_ja,chara_osh_00201_Special_00002,ja,自身の攻撃を12.5秒間、17.1%UP,"ステータスUP + 必殺ワザ性能UP"
e,202512020,chara_osh_00201_Special_00003_ja,chara_osh_00201_Special_00003,ja,自身の攻撃を12.7秒間、18.5%UP,"ステータスUP + 必殺ワザ性能UP"
e,202512020,chara_osh_00201_Special_00004_ja,chara_osh_00201_Special_00004,ja,自身の攻撃を12.9秒間、19.4%UP,"ステータスUP + 必殺ワザ性能UP"
e,202512020,chara_osh_00201_Special_00005_ja,chara_osh_00201_Special_00005,ja,自身の攻撃を13秒間、20%UP,"ステータスUP + 必殺ワザ性能UP"
e,202512020,chara_osh_00301_Normal_00000_ja,chara_osh_00301_Normal_00000,ja,表示場所なし,
e,202512020,chara_osh_00301_Special_00001_ja,chara_osh_00301_Special_00001,ja,自身と同じコマと一つ先までのコマにいる黄属性の味方と自身への被ダメージを9秒間、5%カット,
e,202512020,chara_osh_00301_Special_00002_ja,chara_osh_00301_Special_00002,ja,自身と同じコマと一つ先までのコマにいる黄属性の味方と自身への被ダメージを9.9秒間、7%カット,"ステータスUP + 必殺ワザ性能UP"
