ENABLE,id,mst_auto_player_sequence_id,mst_auto_player_sequence_set_id,bgm_asset_key,boss_bgm_asset_key,loop_background_asset_key,player_outpost_asset_key,mst_page_id,mst_enemy_outpost_id,mst_defense_target_id,boss_mst_enemy_stage_parameter_id,boss_count,normal_enemy_hp_coef,normal_enemy_attack_coef,normal_enemy_speed_coef,boss_enemy_hp_coef,boss_enemy_attack_coef,boss_enemy_speed_coef,release_key
e,pvp_osh_01,,,SSE_SBG_003_007,,,,pvp_osh_01,pvp,,1,,1,1,1,1,1,1,202512020
e,normal_osh_00001,normal_osh_00001,normal_osh_00001,SSE_SBG_003_003,,osh_00001,,normal_osh_00001,normal_osh_00001,,1,,1,1,1,1,1,1,202512020
e,normal_osh_00002,normal_osh_00002,normal_osh_00002,SSE_SBG_003_002,,osh_00001,,normal_osh_00002,normal_osh_00002,,1,,1,1,1,1,1,1,202512020
e,normal_osh_00003,normal_osh_00003,normal_osh_00003,SSE_SBG_003_003,,osh_00001,,normal_osh_00003,normal_osh_00003,,1,,1,1,1,1,1,1,202512020
e,hard_osh_00001,hard_osh_00001,hard_osh_00001,SSE_SBG_003_003,,,,hard_osh_00001,hard_osh_00001,,1,,1,1,1,1,1,1,202512020
e,hard_osh_00002,hard_osh_00002,hard_osh_00002,SSE_SBG_003_002,,,,hard_osh_00002,hard_osh_00002,,1,,1,1,1,1,1,1,202512020
e,hard_osh_00003,hard_osh_00003,hard_osh_00003,SSE_SBG_003_003,,,,hard_osh_00003,hard_osh_00003,,1,,1,1,1,1,1,1,202512020
e,veryhard_osh_00001,veryhard_osh_00001,veryhard_osh_00001,SSE_SBG_003_003,,,,veryhard_osh_00001,veryhard_osh_00001,,1,,1,1,1,1,1,1,202512020
e,veryhard_osh_00002,veryhard_osh_00002,veryhard_osh_00002,SSE_SBG_003_003,,,,veryhard_osh_00002,veryhard_osh_00002,,1,,1,1,1,1,1,1,202512020
e,veryhard_osh_00003,veryhard_osh_00003,veryhard_osh_00003,SSE_SBG_003_003,,,,veryhard_osh_00003,veryhard_osh_00003,,1,,1,1,1,1,1,1,202512020
e,event_osh1_1day_00001,event_osh1_1day_00001,event_osh1_1day_00001,SSE_SBG_003_002,,,,event_osh1_1day_00001,event_osh1_1day_00001,,1,,1,1,1,1,1,1,202512020
e,event_osh1_charaget02_00001,event_osh1_charaget02_00001,event_osh1_charaget02_00001,SSE_SBG_003_002,,,,event_osh1_charaget02_00001,event_osh1_charaget02_00001,,1,,1,1,1,1,1,1,202512020
e,event_osh1_charaget02_00002,event_osh1_charaget02_00002,event_osh1_charaget02_00002,SSE_SBG_003_002,,,,event_osh1_charaget02_00002,event_osh1_charaget02_00002,,1,,1,1,1,1,1,1,202512020
e,event_osh1_charaget02_00003,event_osh1_charaget02_00003,event_osh1_charaget02_00003,SSE_SBG_003_002,SSE_SBG_003_006,,,event_osh1_charaget02_00003,event_osh1_charaget02_00003,,1,,1,1,1,1,1,1,202512020
e,event_osh1_charaget01_00001,event_osh1_charaget01_00001,event_osh1_charaget01_00001,SSE_SBG_003_002,SSE_SBG_003_006,,,event_osh1_charaget01_00001,event_osh1_charaget01_00001,,1,,1,1,1,1,1,1,202512020
e,event_osh1_charaget01_00002,event_osh1_charaget01_00002,event_osh1_charaget01_00002,SSE_SBG_003_002,SSE_SBG_003_006,,,event_osh1_charaget01_00002,event_osh1_charaget01_00002,,1,,1,1,1,1,1,1,202512020
e,event_osh1_charaget01_00003,event_osh1_charaget01_00003,event_osh1_charaget01_00003,SSE_SBG_003_002,SSE_SBG_003_006,,,event_osh1_charaget01_00003,event_osh1_charaget01_00003,,1,,1,1,1,1,1,1,202512020
e,event_osh1_challenge01_00001,event_osh1_challenge01_00001,event_osh1_challenge01_00001,SSE_SBG_003_001,SSE_SBG_003_004,,,event_osh1_challenge01_00001,event_osh1_challenge01_00001,,1,,1,1,1,1,1,1,202512020
e,event_osh1_challenge01_00002,event_osh1_challenge01_00002,event_osh1_challenge01_00002,SSE_SBG_003_001,SSE_SBG_003_004,,,event_osh1_challenge01_00002,event_osh1_challenge01_00002,,1,1,1,1,1,1,1,1,202512020
e,event_osh1_challenge01_00003,event_osh1_challenge01_00003,event_osh1_challenge01_00003,SSE_SBG_003_001,SSE_SBG_003_004,,,event_osh1_challenge01_00003,event_osh1_challenge01_00003,,1,,1,1,1,1,1,1,202512020
e,event_osh1_challenge01_00004,event_osh1_challenge01_00004,event_osh1_challenge01_00004,SSE_SBG_003_001,SSE_SBG_003_004,,,event_osh1_challenge01_00004,event_osh1_challenge01_00004,,1,,1,1,1,1,1,1,202512020
e,event_glo1_1day_00001,event_glo1_1day_00001,event_glo1_1day_00001,SSE_SBG_003_001,,,,event_glo1_1day_00001,event_glo1_1day_00001,,1,,1,1,1,1,1,1,202512020
e,raid_osh1_00001,raid_osh1_00001,raid_osh1_00001,SSE_SBG_003_006,,,,raid_osh1_00001,raid_osh1_00001,,,,1,1,1,1,1,1,202512020
e,event_osh1_savage_00001,event_osh1_savage_00001,event_osh1_savage_00001,SSE_SBG_003_009,,,,event_osh1_savage_00001,event_osh1_savage_00001,,1,,1,1,1,1,1,1,202512020
e,event_osh1_savage_00002,event_osh1_savage_00002,event_osh1_savage_00002,SSE_SBG_003_009,,,,event_osh1_savage_00002,event_osh1_savage_00002,,1,,1,1,1,1,1,1,202512020
e,event_osh1_savage_00003,event_osh1_savage_00003,event_osh1_savage_00003,SSE_SBG_003_009,,,,event_osh1_savage_00003,event_osh1_savage_00003,,1,,1,1,1,1,1,1,202512020
