ENABLE,id,mst_stage_id,reward_category,resource_type,resource_id,resource_amount,percentage,sort_order,release_key
e,471,event_osh1_1day_00001,FirstClear,Item,item_glo_00001,50,100,1,202512020
e,472,event_osh1_charaget02_00001,FirstClear,Item,memoryfragment_glo_00001,30,100,1,202512020
e,473,event_osh1_charaget02_00001,Always,Item,memoryfragment_glo_00001,3,100,1,202512020
e,474,event_osh1_charaget02_00001,Random,Item,memoryfragment_glo_00001,2,39,1,202512020
e,475,event_osh1_charaget02_00002,FirstClear,Item,memoryfragment_glo_00002,10,100,1,202512020
e,476,event_osh1_charaget02_00002,Always,Item,memoryfragment_glo_00001,3,100,1,202512020
e,477,event_osh1_charaget02_00002,Random,Item,memoryfragment_glo_00001,2,84,1,202512020
e,478,event_osh1_charaget02_00002,Always,Item,memoryfragment_glo_00002,1,100,1,202512020
e,479,event_osh1_charaget02_00002,Random,Item,memoryfragment_glo_00002,2,46,1,202512020
e,480,event_osh1_charaget02_00003,FirstClear,Item,memoryfragment_glo_00003,2,100,1,202512020
e,481,event_osh1_charaget02_00003,Always,Item,memoryfragment_glo_00001,4,100,1,202512020
e,482,event_osh1_charaget02_00003,Random,Item,memoryfragment_glo_00001,2,85,1,202512020
e,483,event_osh1_charaget02_00003,Always,Item,memoryfragment_glo_00002,2,100,1,202512020
e,484,event_osh1_charaget02_00003,Random,Item,memoryfragment_glo_00002,2,60,1,202512020
e,485,event_osh1_charaget02_00003,Random,Item,memoryfragment_glo_00003,1,28,1,202512020
e,486,event_osh1_charaget01_00001,FirstClear,Item,item_glo_00001,150,100,1,202512020
e,487,event_osh1_charaget01_00001,Always,Item,item_glo_00001,60,100,2,202512020
e,488,event_osh1_charaget01_00001,Random,Item,item_glo_00001,100,40,3,202512020
e,489,event_osh1_charaget01_00001,Random,Item,item_glo_00001,120,40,4,202512020
e,490,event_osh1_charaget01_00001,Random,Item,item_glo_00001,300,20,5,202512020
e,491,event_osh1_charaget01_00002,FirstClear,Item,item_glo_00001,250,100,1,202512020
e,492,event_osh1_charaget01_00002,Always,Item,item_glo_00001,100,100,2,202512020
e,493,event_osh1_charaget01_00002,Random,Item,item_glo_00001,200,40,3,202512020
e,494,event_osh1_charaget01_00002,Random,Item,item_glo_00001,250,40,4,202512020
e,495,event_osh1_charaget01_00002,Random,Item,item_glo_00001,420,20,5,202512020
e,496,event_osh1_charaget01_00003,FirstClear,Item,item_glo_00001,400,100,3,202512020
e,497,event_osh1_charaget01_00003,Always,Item,item_glo_00001,150,100,2,202512020
