ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202512020,e_glo_00001_general_osh_n_Normal_Yellow,enemy_glo_00001,Normal,Attack,Yellow,1,1000,3,34,0.22,100,1,,50,,None,
e,202512020,e_glo_00001_general_osh_n_Normal_Green,enemy_glo_00001,Normal,Attack,Green,2,1000,3,34,0.22,100,1,,50,,None,
e,202512020,e_glo_00001_general_osh_n_Boss_Yellow,enemy_glo_00001,Boss,Attack,Yellow,6,1000,2,34,0.22,100,1,,100,,None,
e,202512020,e_glo_00002_general_osh_n_Normal_Green,enemy_glo_00002,Normal,Defense,Green,3,1000,1,47,0.2,100,1,,50,,None,
e,202512020,e_glo_00002_general_osh_n_Normal_Colorless,enemy_glo_00002,Normal,Attack,Colorless,4,1000,1,47,0.2,100,1,,50,,None,
e,202512020,c_osh_00001_general_osh_n_Normal_Colorless,chara_osh_00001,Normal,Attack,Colorless,5,1000,3,31,0.3,100,5,,50,,None,
e,202512020,c_osh_00001_general_osh_n_Boss_Colorless,chara_osh_00001,Boss,Technical,Colorless,7,1000,2,20,0.3,100,6,,100,,None,
e,202512020,c_osh_00001_general_osh_n_Boss_Green,chara_osh_00001,Boss,Technical,Green,8,1000,2,31,0.2,100,6,,100,,None,
e,202512020,e_glo_00002_general_osh_h_Normal_Colorless,enemy_glo_00002,Normal,Attack,Colorless,9,1000,1,47,0.2,100,1,,50,,None,
e,202512020,e_glo_00002_general_osh_h_Normal_Red,enemy_glo_00002,Normal,Technical,Red,10,1000,1,47,0.2,100,1,,50,,None,
e,202512020,c_osh_00001_general_osh_h_Normal_Blue,chara_osh_00001,Normal,Attack,Blue,11,1000,3,31,0.3,100,5,,50,,None,
e,202512020,c_osh_00001_general_osh_h_Boss_Red,chara_osh_00001,Boss,Technical,Red,16,1000,2,31,0.2,100,6,,100,,None,
e,202512020,e_glo_00001_general_osh_h_Normal_Colorless,enemy_glo_00001,Normal,Defense,Colorless,12,1000,3,34,0.22,100,1,,50,,None,
e,202512020,e_glo_00001_general_osh_h_Boss_Blue,enemy_glo_00001,Boss,Technical,Blue,14,1000,2,34,0.22,100,1,,100,,None,
e,202512020,e_glo_00001_general_osh_h_Normal_Blue,enemy_glo_00001,Normal,Attack,Blue,13,1000,3,34,0.22,100,1,,50,,None,
e,202512020,c_osh_00001_general_osh_vh_Normal_Green,chara_osh_00001,Normal,Attack,Green,20,1000,3,31,0.3,100,5,,50,,None,
e,202512020,c_osh_00001_general_osh_vh_Boss_Colorless,chara_osh_00001,Boss,Support,Colorless,22,1000,2,20,0.3,100,7,,100,,None,
e,202512020,c_osh_00001_general_osh_vh_Boss_Red,chara_osh_00001,Boss,Technical,Red,23,1000,2,31,0.2,100,10,,100,,None,
e,202512020,e_glo_00001_general_osh_vh_Boss_Blue,enemy_glo_00001,Boss,Technical,Blue,21,1000,3,34,0.22,100,1,,100,,None,
e,202512020,e_glo_00002_general_osh_vh_Normal_Red,enemy_glo_00002,Normal,Technical,Red,17,1000,1,40,0.2,100,1,,50,,None,
e,202512020,e_glo_00002_general_osh_vh_Normal_Colorless,enemy_glo_00002,Normal,Support,Colorless,18,1000,1,47,0.2,100,1,,50,,None,
e,202512020,e_glo_00002_general_osh_vh_Normal_Blue,enemy_glo_00002,Normal,Technical,Blue,19,1000,1,47,0.2,100,1,,50,,None,
e,202512020,e_glo_00002_osh1_1d1c_Normal_Colorless,enemy_glo_00002,Normal,Attack,Colorless,1,10000,2,30,0.2,300,1,,300,,None,
e,202512020,c_osh_00601_osh1_boot_tan_Normal_Colorless,chara_osh_00601,Normal,Attack,Colorless,2,10000,2,25,0.22,300,1,,500,,None,
e,202512020,c_osh_00601_osh1_boot_huku_Boss_Colorless,chara_osh_00601,Boss,Attack,Colorless,3,10000,2,45,0.22,300,2,,500,,None,
e,202512020,e_glo_00001_osh1_boot_Normal_Colorless,enemy_glo_00001,Normal,Defense,Colorless,4,10000,1,30,0.15,300,1,,100,,None,
e,202512020,c_osh_00001_charaget_repeat_Boss_Colorless,chara_osh_00001,Boss,Support,Colorless,5,10000,3,32,0.27,300,4,,500,,None,
e,202512020,e_glo_00002_charaget_repeat_Normal_Colorless,enemy_glo_00002,Normal,Attack,Colorless,6,10000,3,25,0.19,300,1,,100,,None,
e,202512020,c_osh_00201_charaget_repeat_Boss_Colorless,chara_osh_00201,Boss,Attack,Colorless,7,10000,3,30,0.22,300,4,,500,,None,
e,202512020,c_osh_00401_charaget_repeat_Boss_Colorless,chara_osh_00401,Boss,Technical,Colorless,8,10000,3,32,0.24,300,4,,500,,None,
e,202512020,c_osh_00501_charaget_repeat_Boss_Yellow,chara_osh_00501,Boss,Technical,Yellow,9,10000,3,30,0.26,300,4,,500,,None,
e,202512020,c_osh_00301_charaget_repeat_Boss_Yellow,chara_osh_00301,Boss,Support,Yellow,10,10000,3,30,0.27,300,4,,500,,None,
e,202512020,c_osh_00301_challenge_Boss_Yellow,chara_osh_00301,Boss,Support,Yellow,11,50000,3,30,0.27,300,4,,500,,None,
e,202512020,c_osh_00201_challenge_Boss_Red,chara_osh_00201,Boss,Attack,Red,12,50000,3,30,0.22,300,5,,500,,None,
e,202512020,c_osh_00401_challenge_Boss_Green,chara_osh_00401,Boss,Technical,Green,13,50000,3,32,0.24,300,4,,500,,None,
e,202512020,c_osh_00001_challenge_Boss_Red,chara_osh_00001,Boss,Technical,Red,14,50000,3,32,0.27,300,4,,500,,None,
e,202512020,e_glo_00002_challenge_Normal_Colorless,enemy_glo_00002,Normal,Attack,Colorless,15,10000,3,25,0.19,300,1,,100,,None,
e,202512020,e_glo_00002_challenge_Normal_Red,enemy_glo_00002,Normal,Attack,Red,16,10000,3,25,0.19,300,1,,100,,None,
e,202512020,e_glo_00001_newyear_2026_1d1c_Normal_Colorless,enemy_glo_00001,Normal,Attack,Colorless,17,10000,1,30,0.15,300,1,,100,,None,
e,202512020,e_glo_00002_osh1_advent_Normal_Colorless,enemy_glo_00002,Normal,Defense,Colorless,18,1000,0,20,0.22,100,1,,5,,None,
e,202512020,e_glo_00002_osh1_advent_Normal_Green,enemy_glo_00002,Normal,Attack,Green,19,1000,1,47,0.22,100,1,,50,,None,
e,202512020,e_glo_00002_osh1_advent_Boss_Green,enemy_glo_00002,Boss,Attack,Green,20,10000,1,45,0.22,100,1,,100,,None,
e,202512020,c_osh_00201_osh1_advent_Normal_Red,chara_osh_00201,Normal,Attack,Red,21,1000,1,37,0.22,100,5,,50,,None,
e,202512020,c_osh_00201_osh1_advent_Boss_Red,chara_osh_00201,Boss,Attack,Red,22,10000,1,31,0.22,100,5,,100,,None,
e,202512020,c_osh_00301_osh1_advent_Normal_Yellow,chara_osh_00301,Normal,Technical,Yellow,23,1000,1,37,0.27,100,5,,50,,None,
e,202512020,c_osh_00301_osh1_advent_Boss_Yellow,chara_osh_00301,Boss,Technical,Yellow,24,10000,1,31,0.27,100,5,,100,,None,
e,202512020,c_osh_00401_osh1_advent_Normal_Colorless,chara_osh_00401,Normal,Technical,Colorless,25,1000,1,37,0.24,100,5,,50,,None,
e,202512020,c_osh_00401_osh1_advent_Boss_Colorless,chara_osh_00401,Boss,Technical,Colorless,26,10000,1,31,0.24,100,5,,100,,None,
e,202512020,e_glo_00002_osh1savage02_Normal_Blue,enemy_glo_00002,Normal,Attack,Blue,27,10000,2,35,0.17,500,1,,100,,None,
e,202512020,e_glo_00002_osh1savage01_Normal_Yellow,enemy_glo_00002,Normal,Attack,Yellow,28,10000,2,35,0.17,500,1,,100,,None,
e,202512020,e_glo_00002_osh1savage03b_Normal_Green,enemy_glo_00002,Normal,Attack,Green,29,10000,2,35,0.17,500,1,,100,,None,
e,202512020,e_glo_00002_osh1savage01_Normal_Colorless,enemy_glo_00002,Normal,Defense,Colorless,30,50000,1,32,0.12,100,1,,100,,None,
e,202512020,e_glo_00002_osh1savage03a_Normal_Green,enemy_glo_00002,Normal,Defense,Green,31,50000,1,32,0.12,100,1,,100,,None,
e,202512020,c_osh_00201_osh1savage02_Normal_Blue,chara_osh_00201,Normal,Attack,Blue,32,50000,3,35,0.22,300,1,,200,,None,
e,202512020,c_osh_00201_osh1savage03_Normal_Green,chara_osh_00201,Normal,Attack,Green,33,50000,3,35,0.22,300,6,,200,,None,
e,202512020,c_osh_00301_osh1savage02_Normal_Blue,chara_osh_00301,Normal,Support,Blue,34,50000,2,30,0.27,300,6,,200,,None,
e,202512020,c_osh_00301_osh1savage01_Normal_Yellow,chara_osh_00301,Normal,Support,Yellow,35,50000,2,30,0.27,300,5,,200,,None,
e,202512020,c_osh_00301_osh1savage03_Normal_Green,chara_osh_00301,Normal,Support,Green,36,50000,2,30,0.27,300,5,,200,,None,
e,202512020,c_osh_00401_osh1savage02_Normal_Blue,chara_osh_00401,Normal,Technical,Blue,37,50000,2,36,0.24,300,6,,200,,None,
e,202512020,c_osh_00401_osh1savage01_Normal_Yellow,chara_osh_00401,Normal,Technical,Yellow,38,50000,2,36,0.24,300,6,,200,,None,
e,202512020,c_osh_00401_osh1savage03_Normal_Green,chara_osh_00401,Normal,Technical,Green,39,50000,2,36,0.24,300,6,,200,,None,
e,202512020,c_osh_00501_osh1savage01_Boss_Yellow,chara_osh_00501,Boss,Technical,Yellow,40,100000,1,30,0.26,300,8,,200,,None,
e,202512020,c_osh_00001_osh1savage02_Boss_Blue,chara_osh_00001,Boss,Support,Blue,41,100000,2,25,0.35,300,5,,200,,None,
e,202512020,c_osh_00001_osh1savage03_Boss_Green,chara_osh_00001,Boss,Support,Green,42,100000,2,25,0.35,300,5,,200,,None,
