ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter
e,202512020,chara_osh_00001_Normal_00000,chara_osh_00001_Normal_00000,1,0,Direct,Distance,0,Distance,0.52,100,Foe,All,All,All,Damage,Normal,0,0,shageki_1,1,100,Percentage,75,None,0,0,0
e,202512020,chara_osh_00001_Special_00001a,chara_osh_00001_Special_00001,1,0,Direct,Koma,0,Koma,2,100,Foe,All,All,All,Damage,Normal,0,0,,,100,Percentage,81,AttackPowerDown,-1,150,25
e,202512020,chara_osh_00001_Special_00001b,chara_osh_00001_Special_00001,2,0,Direct,Koma,-2,Koma,2,100,FriendOnly,Character,All,All,None,Normal,0,0,,,100,Fixed,0,SpecialAttackCoolTimeShorten,-1,0,500
e,202512020,chara_osh_00001_Special_00002a,chara_osh_00001_Special_00002,1,0,Direct,Koma,0,Koma,2,100,Foe,All,All,All,Damage,Normal,0,0,,,100,Percentage,90,AttackPowerDown,-1,200,30
e,202512020,chara_osh_00001_Special_00002b,chara_osh_00001_Special_00002,2,0,Direct,Koma,-2,Koma,2,100,FriendOnly,Character,All,All,None,Normal,0,0,,,100,Fixed,0,SpecialAttackCoolTimeShorten,-1,0,600
e,202512020,chara_osh_00001_Special_00003a,chara_osh_00001_Special_00003,1,0,Direct,Koma,0,Koma,2,100,Foe,All,All,All,Damage,Normal,0,0,,,100,Percentage,96,AttackPowerDown,-1,250,35
e,202512020,chara_osh_00001_Special_00003b,chara_osh_00001_Special_00003,2,0,Direct,Koma,-2,Koma,2,100,FriendOnly,Character,All,All,None,Normal,0,0,,,100,Fixed,0,SpecialAttackCoolTimeShorten,-1,0,650
e,202512020,chara_osh_00001_Special_00003c,chara_osh_00001_Special_00003,3,0,Direct,Distance,0,Distance,0,1,Self,All,All,All,None,Normal,0,0,,,100,Fixed,0,SpecialAttackCoolTimeShorten,-1,0,150
e,202512020,chara_osh_00001_Special_00004a,chara_osh_00001_Special_00004,1,0,Direct,Koma,0,Koma,2,100,Foe,All,All,All,Damage,Normal,0,0,,,100,Percentage,100,AttackPowerDown,-1,300,40
e,202512020,chara_osh_00001_Special_00004b,chara_osh_00001_Special_00004,2,0,Direct,Koma,-2,Koma,2,100,FriendOnly,Character,All,All,None,Normal,0,0,,,100,Fixed,0,SpecialAttackCoolTimeShorten,-1,0,750
e,202512020,chara_osh_00001_Special_00004c,chara_osh_00001_Special_00004,3,0,Direct,Distance,0,Distance,0,1,Self,All,All,All,None,Normal,0,0,,,100,Fixed,0,SpecialAttackCoolTimeShorten,-1,0,150
e,202512020,chara_osh_00001_Special_00005a,chara_osh_00001_Special_00005,1,0,Direct,Koma,0,Koma,2,100,Foe,All,All,All,Damage,Normal,0,0,,,100,Percentage,104,AttackPowerDown,-1,375,50
e,202512020,chara_osh_00001_Special_00005b,chara_osh_00001_Special_00005,2,0,Direct,Koma,-2,Koma,2,100,FriendOnly,Character,All,All,None,Normal,0,0,,,100,Fixed,0,SpecialAttackCoolTimeShorten,-1,0,900
e,202512020,chara_osh_00001_Special_00005c,chara_osh_00001_Special_00005,3,0,Direct,Distance,0,Distance,0,1,Self,All,All,All,None,Normal,0,0,,,100,Fixed,0,SpecialAttackCoolTimeShorten,-1,0,250
e,202512020,chara_osh_00101_Normal_00000,chara_osh_00101_Normal_00000,1,0,Direct,Distance,0,Distance,0.53,100,Foe,All,All,All,Damage,Normal,0,0,,1,100,Percentage,100,None,0,0,0
e,202512020,chara_osh_00101_Special_00001a,chara_osh_00101_Special_00001,1,0,Direct,Koma,0,Koma,1,100,Foe,Character,All,All,Damage,Normal,0,0,dageki_2,,100,Fixed,15000,None,0,0,0
e,202512020,chara_osh_00101_Special_00001b,chara_osh_00101_Special_00001,2,0,Deck,Page,0,Page,0,-1,Friend,Character,All,All,None,Normal,0,0,,,100,Fixed,0,SummonCoolTimeShorten,-1,0,125
e,202512020,chara_osh_00101_Special_00002a,chara_osh_00101_Special_00002,1,0,Direct,Koma,0,Koma,1,100,Foe,Character,All,All,Damage,Normal,0,0,dageki_2,,100,Fixed,17400,None,0,0,0
e,202512020,chara_osh_00101_Special_00002b,chara_osh_00101_Special_00002,2,0,Deck,Page,0,Page,0,-1,Friend,Character,All,All,None,Normal,0,0,,,100,Fixed,0,SummonCoolTimeShorten,-1,0,125
e,202512020,chara_osh_00101_Special_00003a,chara_osh_00101_Special_00003,1,0,Direct,Koma,0,Koma,1,100,Foe,Character,All,All,Damage,Normal,0,0,dageki_2,,100,Fixed,21000,None,0,0,0
e,202512020,chara_osh_00101_Special_00003b,chara_osh_00101_Special_00003,2,0,Deck,Page,0,Page,0,-1,Friend,Character,All,All,None,Normal,0,0,,,100,Fixed,0,SummonCoolTimeShorten,-1,0,125
e,202512020,chara_osh_00101_Special_00004a,chara_osh_00101_Special_00004,1,0,Direct,Koma,0,Koma,1,100,Foe,Character,All,All,Damage,Normal,0,0,dageki_2,,100,Fixed,25500,None,0,0,0
e,202512020,chara_osh_00101_Special_00004b,chara_osh_00101_Special_00004,2,0,Deck,Page,0,Page,0,-1,Friend,Character,All,All,None,Normal,0,0,,,100,Fixed,0,SummonCoolTimeShorten,-1,0,125
e,202512020,chara_osh_00101_Special_00005a,chara_osh_00101_Special_00005,1,0,Direct,Koma,0,Koma,1,100,Foe,Character,All,All,Damage,Normal,0,0,dageki_2,,100,Fixed,30000,None,0,0,0
e,202512020,chara_osh_00101_Special_00005b,chara_osh_00101_Special_00005,2,0,Deck,Page,0,Page,0,-1,Friend,Character,All,All,None,Normal,0,0,,,100,Fixed,0,SummonCoolTimeShorten,-1,0,125
e,202512020,chara_osh_00201_Normal_00001_01,chara_osh_00201_Normal_00001,1,15,Direct,Distance,0,Distance,0.3,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,50,None,0,0,0
e,202512020,chara_osh_00201_Normal_00001_02,chara_osh_00201_Normal_00001,2,30,Direct,Distance,0,Distance,0.3,1,Foe,All,All,All,Damage,Normal,0,0,dageki_2,1,100,Percentage,50,None,0,0,0
e,202512020,chara_osh_00201_Special_00001_01,chara_osh_00201_Special_00001,1,0,Direct,Distance,0,Distance,0.3,1,Foe,All,All,All,None,Normal,0,0,,,100,Percentage,0,None,0,0,0
e,202512020,chara_osh_00201_Special_00001_02,chara_osh_00201_Special_00001,2,0,Direct,Distance,0,Distance,0,1,Self,All,All,All,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,600,15
e,202512020,chara_osh_00201_Special_00002_01,chara_osh_00201_Special_00002,1,0,Direct,Distance,0,Distance,0.3,1,Foe,All,All,All,None,Normal,0,0,,,100,Percentage,0,None,0,0,0
e,202512020,chara_osh_00201_Special_00002_02,chara_osh_00201_Special_00002,2,0,Direct,Distance,0,Distance,0,1,Self,All,All,All,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,625,17.1
e,202512020,chara_osh_00201_Special_00003_01,chara_osh_00201_Special_00003,1,0,Direct,Distance,0,Distance,0.3,1,Foe,All,All,All,None,Normal,0,0,,,100,Percentage,0,None,0,0,0
e,202512020,chara_osh_00201_Special_00003_02,chara_osh_00201_Special_00003,2,0,Direct,Distance,0,Distance,0,1,Self,All,All,All,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,635,18.5
e,202512020,chara_osh_00201_Special_00004_01,chara_osh_00201_Special_00004,1,0,Direct,Distance,0,Distance,0.3,1,Foe,All,All,All,None,Normal,0,0,,,100,Percentage,0,None,0,0,0
e,202512020,chara_osh_00201_Special_00004_02,chara_osh_00201_Special_00004,2,0,Direct,Distance,0,Distance,0,1,Self,All,All,All,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,645,19.4
e,202512020,chara_osh_00201_Special_00005_01,chara_osh_00201_Special_00005,1,0,Direct,Distance,0,Distance,0.3,1,Foe,All,All,All,None,Normal,0,0,,,100,Percentage,0,None,0,0,0
e,202512020,chara_osh_00201_Special_00005_02,chara_osh_00201_Special_00005,2,0,Direct,Distance,0,Distance,0,1,Self,All,All,All,None,Normal,0,0,,,100,Percentage,0,AttackPowerUp,-1,650,20
e,202512020,chara_osh_00301_Normal_00000_01,chara_osh_00301_Normal_00000,1,9,Direct,Distance,0,Distance,0.28,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,33,None,0,0,0
e,202512020,chara_osh_00301_Normal_00000_02,chara_osh_00301_Normal_00000,2,18,Direct,Distance,0,Distance,0.28,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,33,None,0,0,0
e,202512020,chara_osh_00301_Normal_00000_03,chara_osh_00301_Normal_00000,3,26,Direct,Distance,0,Distance,0.28,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,34,None,0,0,0
e,202512020,chara_osh_00301_Special_00001a,chara_osh_00301_Special_00001,1,0,Direct,Distance,0,Distance,0.28,1,Foe,All,All,All,None,Normal,0,0,,,100,Percentage,0,None,0,0,0
e,202512020,chara_osh_00301_Special_00001b,chara_osh_00301_Special_00001,2,0,Direct,Koma,0,Koma,1,100,Friend,Character,Yellow,All,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,450,5
e,202512020,chara_osh_00301_Special_00002a,chara_osh_00301_Special_00002,1,0,Direct,Distance,0,Distance,0.28,1,Foe,All,All,All,None,Normal,0,0,,,100,Percentage,0,None,0,0,0
e,202512020,chara_osh_00301_Special_00002b,chara_osh_00301_Special_00002,2,0,Direct,Koma,0,Koma,1,100,Friend,Character,Yellow,All,None,Normal,0,0,,,100,Percentage,0,DamageCut,-1,495,7
e,202512020,chara_osh_00301_Special_00003a,chara_osh_00301_Special_00003,1,0,Direct,Distance,0,Distance,0.28,1,Foe,All,All,All,None,Normal,0,0,,,100,Percentage,0,None,0,0,0
