ENABLE,id,mst_stage_id,reset_type,clearable_count,ad_challenge_count,mst_stage_rule_group_id,start_at,end_at,release_key,background_asset_key
e,162,event_jig1_1day_00001,Daily,1,0,__NULL__,"2026-01-16 15:00:00","2026-02-2 03:59:59",202601010,jig_00001
e,163,event_jig1_charaget02_00001,__NULL__,,0,__NULL__,"2026-01-21 15:00:00","2026-02-16 14:59:59",202601010,jig_00002
e,164,event_jig1_charaget02_00002,__NULL__,,0,__NULL__,"2026-01-21 15:00:00","2026-02-16 14:59:59",202601010,jig_00002
e,165,event_jig1_charaget02_00003,__NULL__,,0,__NULL__,"2026-01-21 15:00:00","2026-02-16 14:59:59",202601010,jig_00002
e,166,event_jig1_charaget02_00004,__NULL__,,0,__NULL__,"2026-01-21 15:00:00","2026-02-16 14:59:59",202601010,jig_00002
e,167,event_jig1_charaget02_00005,__NULL__,,0,__NULL__,"2026-01-21 15:00:00","2026-02-16 14:59:59",202601010,jig_00002
e,168,event_jig1_charaget02_00006,__NULL__,,0,__NULL__,"2026-01-21 15:00:00","2026-02-16 14:59:59",202601010,jig_00002
e,169,event_jig1_charaget01_00001,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00003
e,170,event_jig1_charaget01_00002,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00003
e,171,event_jig1_charaget01_00003,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00003
e,172,event_jig1_charaget01_00004,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00003
e,173,event_jig1_charaget01_00005,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00003
e,174,event_jig1_charaget01_00006,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00003
e,175,event_jig1_challenge01_00001,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00001
e,176,event_jig1_challenge01_00002,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00001
e,177,event_jig1_challenge01_00003,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00001
e,178,event_jig1_challenge01_00004,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00001
e,179,event_jig1_savage_00001,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00001
e,180,event_jig1_savage_00002,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00001
e,181,event_jig1_savage_00003,__NULL__,,0,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010,jig_00001
