ENABLE,release_key,id,mst_artwork_fragment_id,position
e,202601010,artwork_fragment_event_jig_00001,artwork_fragment_event_jig_00001,7
e,202601010,artwork_fragment_event_jig_00002,artwork_fragment_event_jig_00002,5
e,202601010,artwork_fragment_event_jig_00003,artwork_fragment_event_jig_00003,16
e,202601010,artwork_fragment_event_jig_00004,artwork_fragment_event_jig_00004,11
e,202601010,artwork_fragment_event_jig_00005,artwork_fragment_event_jig_00005,2
e,202601010,artwork_fragment_event_jig_00006,artwork_fragment_event_jig_00006,9
e,202601010,artwork_fragment_event_jig_00007,artwork_fragment_event_jig_00007,13
e,202601010,artwork_fragment_event_jig_00008,artwork_fragment_event_jig_00008,8
e,202601010,artwork_fragment_event_jig_00009,artwork_fragment_event_jig_00009,4
e,202601010,artwork_fragment_event_jig_00010,artwork_fragment_event_jig_00010,3
e,202601010,artwork_fragment_event_jig_00011,artwork_fragment_event_jig_00011,10
e,202601010,artwork_fragment_event_jig_00012,artwork_fragment_event_jig_00012,14
e,202601010,artwork_fragment_event_jig_00013,artwork_fragment_event_jig_00013,6
e,202601010,artwork_fragment_event_jig_00014,artwork_fragment_event_jig_00014,12
e,202601010,artwork_fragment_event_jig_00015,artwork_fragment_event_jig_00015,1
e,202601010,artwork_fragment_event_jig_00016,artwork_fragment_event_jig_00016,15
e,202601010,artwork_fragment_event_jig_00101,artwork_fragment_event_jig_00101,10
e,202601010,artwork_fragment_event_jig_00102,artwork_fragment_event_jig_00102,2
e,202601010,artwork_fragment_event_jig_00103,artwork_fragment_event_jig_00103,12
e,202601010,artwork_fragment_event_jig_00104,artwork_fragment_event_jig_00104,5
e,202601010,artwork_fragment_event_jig_00105,artwork_fragment_event_jig_00105,15
e,202601010,artwork_fragment_event_jig_00106,artwork_fragment_event_jig_00106,8
e,202601010,artwork_fragment_event_jig_00107,artwork_fragment_event_jig_00107,13
e,202601010,artwork_fragment_event_jig_00108,artwork_fragment_event_jig_00108,9
e,202601010,artwork_fragment_event_jig_00109,artwork_fragment_event_jig_00109,11
e,202601010,artwork_fragment_event_jig_00110,artwork_fragment_event_jig_00110,4
e,202601010,artwork_fragment_event_jig_00111,artwork_fragment_event_jig_00111,14
e,202601010,artwork_fragment_event_jig_00112,artwork_fragment_event_jig_00112,1
e,202601010,artwork_fragment_event_jig_00113,artwork_fragment_event_jig_00113,3
e,202601010,artwork_fragment_event_jig_00114,artwork_fragment_event_jig_00114,6
e,202601010,artwork_fragment_event_jig_00115,artwork_fragment_event_jig_00115,16
e,202601010,artwork_fragment_event_jig_00116,artwork_fragment_event_jig_00116,7
