ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202601010,c_jig_00001_jig1_1d1c_Normal_Colorless,chara_jig_00001,Normal,Technical,Colorless,1,10000,2,41,0.24,100,6,,300,,None,
e,202601010,c_jig_00601_jig1_charaget02_Boss_Red,chara_jig_00601,Boss,Defense,Red,2,10000,1,35,0.22,100,7,,500,,None,
e,202601010,e_jig_00402_jig1_charaget02_Normal_Colorless,enemy_jig_00402,Normal,Attack,Colorless,3,1000,2,37,0.2,100,5,,200,,None,
e,202601010,e_jig_00301_jig1_charaget02_Normal_Red,enemy_jig_00301,Normal,Attack,Red,4,1000,2,37,0.18,100,5,,200,,None,
e,202601010,c_jig_00401_jig1_charaget02_Boss_Red,chara_jig_00401,Boss,Technical,Red,5,10000,2,30,0.31,100,6,,500,,None,
e,202601010,c_jig_00501_jig1_charaget02_Normal_Red,chara_jig_00501,Normal,Support,Red,6,10000,2,35,0.21,100,5,,300,,None,
e,202601010,c_jig_00001_jig1_charaget02_Boss_Red,chara_jig_00001,Boss,Technical,Red,7,10000,2,41,0.24,100,6,,300,,None,
e,202601010,e_jig_00601_jig1_advent_Boss_Yellow,enemy_jig_00601,Boss,Technical,Yellow,100,100000,0,40,0.25,300,1,,200,,None,
e,202601010,e_jig_00401_jig1_advent_Normal_Colorless,enemy_jig_00401,Normal,Technical,Colorless,1,1000,0,70,0.15,400,1,,0,,None,
e,202601010,e_jig_00401_jig1_advent_Normal_Yellow,enemy_jig_00401,Normal,Technical,Yellow,3,1000,0,70,0.15,400,1,,0,,None,
e,202601010,e_jig_00201_jig1_advent_Boss_Red,enemy_jig_00001,Boss,Defense,Red,101,300000,0,31,0.19,500,1,,100,,None,
e,202601010,e_jig_00201_jig1_advent_Boss_Yellow,enemy_jig_00001,Boss,Defense,Yellow,102,300000,0,31,0.19,500,1,,100,,None,
e,202601010,e_jig_00301_jig1_advent_Boss_Colorless,enemy_jig_00301,Boss,Defense,Colorless,103,30000,0,35,0.17,400,1,,400,,None,
e,202601010,e_jig_00301_jig1_advent_Boss_Green,enemy_jig_00301,Boss,Defense,Green,104,30000,0,35,0.17,400,1,,400,,None,
e,202601010,e_jig_00001_jig1_advent_Normal_Colorless,enemy_jig_00001,Normal,Attack,Colorless,5,10000,0,30,0.2,300,1,,100,,None,
e,202601010,e_jig_00001_jig1_advent_Normal_Red,enemy_jig_00001,Normal,Attack,Red,6,10000,0,30,0.2,300,1,,100,,None,
e,202601010,e_jig_00001_jig1_advent_Normal_Green,enemy_jig_00001,Normal,Attack,Green,8,10000,0,30,0.2,300,1,,100,,None,
e,202601010,e_jig_00401_jig1_charaget01_Normal_Green,enemy_jig_00401,Normal,Technical,Green,1,1000,2,33,0.24,100,1,,50,,None,
e,202601010,e_jig_00402_jig1_charaget01_Normal_Colorless,enemy_jig_00402,Normal,Defense,Colorless,2,1000,2,25,0.22,100,1,,50,,None,
e,202601010,e_jig_00001_jig1_charaget01_Normal_Colorless,enemy_jig_00001,Normal,Defense,Colorless,3,1000,1,27,0.22,100,1,,50,,None,
e,202601010,e_jig_00301_jig1_charaget01_Normal_Green,enemy_jig_00301,Normal,Attack,Green,4,1000,4,37,0.18,100,1,,50,,None,
e,202601010,c_jig_00201_jig1_charaget01_Boss_Green,chara_jig_00201,Boss,Technical,Green,5,10000,3,34,0.41,100,1,,100,,None,
e,202601010,c_jig_00101_jig1_charaget01_Boss_Yellow,chara_jig_00101,Boss,Attack,Yellow,6,10000,2,34,0.22,100,6,,100,,None,
e,202601010,e_jig_00501_jig1_charaget01_Boss_Colorless,enemy_jig_00501,Boss,Defense,Colorless,7,10000,1,34,0.17,100,1,,100,,None,
e,202601010,c_jig_00001_jig1_charaget01_Boss_Yellow,chara_jig_00001,Boss,Technical,Yellow,8,10000,3,41,0.24,100,5,,100,,None,
e,202601010,c_jig_00301_jig1_charaget01_Boss_Colorless,chara_jig_00301,Boss,Defense,Colorless,9,10000,1,21,0.18,100,5,,100,,None,
e,202601010,e_jig_00601_jig1_charaget01_Boss_Colorless,enemy_jig_00601,Boss,Attack,Colorless,10,10000,3,37,0.31,100,1,,100,,None,
e,202601010,e_jig_00501_jig1_challenge_Boss_Colorless,enemy_jig_00501,Boss,Defense,Colorless,1,50000,3,32,0.17,300,1,,300,,None,
e,202601010,c_jig_00201_jig1_challenge_Boss_Green,chara_jig_00201,Boss,Technical,Green,2,50000,3,34,0.24,100,4,,300,,None,
e,202601010,c_jig_00301_jig1_challenge_Boss_Green,chara_jig_00301,Boss,Defense,Green,3,50000,3,21,0.18,100,4,,300,,None,
e,202601010,c_jig_00401_jig1_challenge_Boss_Colorless,chara_jig_00401,Boss,Technical,Colorless,4,50000,3,30,0.31,100,4,,300,,None,
e,202601010,c_jig_00501_jig1_challenge_Boss_Green,chara_jig_00501,Boss,Support,Green,5,50000,2,35,0.21,100,7,,300,,None,
e,202601010,c_jig_00001_jig1_challenge_Boss_Red,chara_jig_00001,Boss,Technical,Red,6,50000,2,41,0.24,100,4,,300,,None,
e,202601010,c_jig_00101_jig1_challenge_Boss_Red,chara_jig_00101,Boss,Attack,Red,7,50000,2,34,0.22,100,4,,300,,None,
e,202601010,e_jig_00301_jig1_challenge_Normal_Red,enemy_jig_00301,Normal,Attack,Red,8,10000,3,37,0.22,100,1,,100,,None,
e,202601010,e_jig_00301_jig1_challenge_Normal_Yellow,enemy_jig_00301,Normal,Attack,Yellow,9,10000,3,37,0.22,100,1,,100,,None,
e,202601010,e_jig_00401_jig1_challenge01_Normal_Red,enemy_jig_00401,Normal,Attack,Red,10,10000,1,33,0.24,100,1,,50,,None,
e,202601010,e_jig_00401_jig1_challenge02_Normal_Red,enemy_jig_00401,Normal,Attack,Red,10,10000,1,33,0.24,100,1,,50,,None,
e,202601010,e_jig_00401_jig1_challenge_Normal_Yellow,enemy_jig_00401,Normal,Attack,Yellow,11,10000,1,33,0.24,100,1,,50,,None,
e,202601010,e_jig_00401_jig1_challenge_Normal_Colorless,enemy_jig_00401,Normal,Attack,Colorless,12,10000,1,33,0.24,100,1,,50,,None,
e,202601010,e_jig_00001_jig1_challenge_Normal_Red,enemy_jig_00001,Normal,Defense,Red,13,10000,3,27,0.22,100,1,,100,,None,
e,202601010,e_jig_00001_jig1_challenge_Normal_Colorless,enemy_jig_00001,Normal,Defense,Colorless,14,10000,3,27,0.22,100,1,,100,,None,
e,202601010,c_jig_00501_jig1_savage_Boss_Yellow,chara_jig_00501,Boss,Support,Yellow,15,10000,2,35,0.21,100,4,,300,,None,
e,202601010,c_jig_00101_jig1_savage_Boss_Colorless,chara_jig_00101,Boss,Attack,Colorless,16,10000,2,34,0.22,100,6,,300,,None,
e,202601010,c_jig_00001_jig1_savage_Boss_Colorless,chara_jig_00001,Boss,Technical,Colorless,17,10000,2,41,0.24,100,5,,300,,None,
e,202601010,c_jig_00401_jig1_savage_Normal_Colorless,chara_jig_00401,Normal,Technical,Colorless,18,1000,0,30,0.31,100,3,enemy_ability_knockback_block,100,,None,
e,202601010,c_jig_00001_jig1_savage_Normal_Yellow,chara_jig_00001,Normal,Technical,Yellow,19,1000,2,41,0.24,100,5,,100,,None,
e,202601010,e_jig_00601_jig1_savage_Normal_Yellow,enemy_jig_00601,Normal,Attack,Yellow,20,1000,1,37,0.31,100,1,,100,,None,
e,202601010,e_jig_00001_jig1_savage_Normal_Colorless,enemy_jig_00001,Normal,Attack,Colorless,21,1000,1,27,0.21,100,1,,50,,None,
e,202601010,e_jig_00001_jig1_savage_Normal_Yellow,enemy_jig_00001,Normal,Defense,Yellow,22,1000,3,27,0.21,100,1,,50,,None,
