ENABLE,release_key,id,mst_stage_id,language,name,category_name
e,202601010,event_jig1_1day_00001_ja,event_jig1_1day_00001,ja,"本能が告げている 危険だと",
e,202601010,event_jig1_charaget02_00001_ja,event_jig1_charaget02_00001,ja,朱印の者たち,
e,202601010,event_jig1_charaget02_00002_ja,event_jig1_charaget02_00002,ja,朱印の者たち,
e,202601010,event_jig1_charaget02_00003_ja,event_jig1_charaget02_00003,ja,朱印の者たち,
e,202601010,event_jig1_charaget02_00004_ja,event_jig1_charaget02_00004,ja,朱印の者たち,
e,202601010,event_jig1_charaget02_00005_ja,event_jig1_charaget02_00005,ja,朱印の者たち,
e,202601010,event_jig1_charaget02_00006_ja,event_jig1_charaget02_00006,ja,朱印の者たち,
e,202601010,event_jig1_charaget01_00001_ja,event_jig1_charaget01_00001,ja,必ず生きて帰る,
e,202601010,event_jig1_charaget01_00002_ja,event_jig1_charaget01_00002,ja,必ず生きて帰る,
e,202601010,event_jig1_charaget01_00003_ja,event_jig1_charaget01_00003,ja,必ず生きて帰る,
e,202601010,event_jig1_charaget01_00004_ja,event_jig1_charaget01_00004,ja,必ず生きて帰る,
e,202601010,event_jig1_charaget01_00005_ja,event_jig1_charaget01_00005,ja,必ず生きて帰る,
e,202601010,event_jig1_charaget01_00006_ja,event_jig1_charaget01_00006,ja,必ず生きて帰る,
e,202601010,event_jig1_challenge01_00001_ja,event_jig1_challenge01_00001,ja,死罪人と首切り役人,
e,202601010,event_jig1_challenge01_00002_ja,event_jig1_challenge01_00002,ja,死罪人と首切り役人,
e,202601010,event_jig1_challenge01_00003_ja,event_jig1_challenge01_00003,ja,死罪人と首切り役人,
e,202601010,event_jig1_challenge01_00004_ja,event_jig1_challenge01_00004,ja,死罪人と首切り役人,
e,202601010,event_jig1_savage_00001_ja,event_jig1_savage_00001,ja,手負いの獣は恐ろしいぞ,
e,202601010,event_jig1_savage_00002_ja,event_jig1_savage_00002,ja,手負いの獣は恐ろしいぞ,
e,202601010,event_jig1_savage_00003_ja,event_jig1_savage_00003,ja,手負いの獣は恐ろしいぞ,
