ENABLE,release_key,id,mst_unit_id,unit_grade,attack_kind,killer_colors,killer_percentage,action_frames,attack_delay,next_attack_interval,asset_key
e,202601010,chara_jig_00701_Normal_00000,chara_jig_00701,0,Normal,,,0,0,0,
e,202601010,chara_jig_00701_Special_00001,chara_jig_00701,1,Special,,,120,0,0,
e,202601010,chara_jig_00701_Special_00002,chara_jig_00701,2,Special,,,120,0,0,
e,202601010,chara_jig_00701_Special_00003,chara_jig_00701,3,Special,,,120,0,0,
e,202601010,chara_jig_00701_Special_00004,chara_jig_00701,4,Special,,,120,0,0,
e,202601010,chara_jig_00701_Special_00005,chara_jig_00701,5,Special,,,120,0,0,
e,202601010,chara_jig_00401_Normal_00000,chara_jig_00401,0,Normal,,,84,25,50,
e,202601010,chara_jig_00401_Special_00001,chara_jig_00401,1,Special,,,134,79,0,
e,202601010,chara_jig_00401_Special_00002,chara_jig_00401,2,Special,,,134,79,0,
e,202601010,chara_jig_00401_Special_00003,chara_jig_00401,3,Special,,,134,79,0,
e,202601010,chara_jig_00401_Special_00004,chara_jig_00401,4,Special,,,134,79,0,
e,202601010,chara_jig_00401_Special_00005,chara_jig_00401,5,Special,,,134,79,0,
e,202601010,chara_jig_00501_Normal_00000,chara_jig_00501,0,Normal,,,80,20,75,
e,202601010,chara_jig_00501_Special_00001,chara_jig_00501,1,Special,,,167,84,0,
e,202601010,chara_jig_00501_Special_00002,chara_jig_00501,2,Special,,,167,84,0,
e,202601010,chara_jig_00501_Special_00003,chara_jig_00501,3,Special,,,167,84,0,
e,202601010,chara_jig_00501_Special_00004,chara_jig_00501,4,Special,,,167,84,0,
e,202601010,chara_jig_00501_Special_00005,chara_jig_00501,5,Special,,,167,84,0,
e,202601010,chara_jig_00601_Normal_00000,chara_jig_00601,0,Normal,,,84,30,100,
e,202601010,chara_jig_00601_Special_00001,chara_jig_00601,1,Special,,,134,75,0,
e,202601010,chara_jig_00601_Special_00002,chara_jig_00601,2,Special,,,134,75,0,
e,202601010,chara_jig_00601_Special_00003,chara_jig_00601,3,Special,,,134,75,0,
e,202601010,chara_jig_00601_Special_00004,chara_jig_00601,4,Special,,,134,75,0,
e,202601010,chara_jig_00601_Special_00005,chara_jig_00601,5,Special,,,134,75,0,
e,202601010,c_jig_00001_jig1_1d1c_Normal_Colorless_Normal_00000,c_jig_00001_jig1_1d1c_Normal_Colorless,0,Normal,,,59,10,60,
e,202601010,c_jig_00001_jig1_1d1c_Normal_Colorless_Special_00001,c_jig_00001_jig1_1d1c_Normal_Colorless,0,Special,,,115,0,0,
e,202601010,e_jig_00601_jig1_advent_Boss_Yellow_Normal_00000,e_jig_00601_jig1_advent_Boss_Yellow,0,Normal,,,75,38,60,
e,202601010,e_jig_00601_jig1_advent_Boss_Yellow_Appearance_00001,e_jig_00601_jig1_advent_Boss_Yellow,0,Appearance,,,50,0,0,
e,202601010,e_jig_00401_jig1_advent_Normal_Colorless_Normal_00000,e_jig_00401_jig1_advent_Normal_Colorless,0,Normal,,,65,33,20,
e,202601010,e_jig_00401_jig1_advent_Normal_Yellow_Normal_00000,e_jig_00401_jig1_advent_Normal_Yellow,0,Normal,,,65,33,20,
e,202601010,e_jig_00201_jig1_advent_Boss_Red_Normal_00000,e_jig_00201_jig1_advent_Boss_Red,0,Normal,,,92,42,60,
e,202601010,e_jig_00201_jig1_advent_Boss_Red_Appearance_00001,e_jig_00201_jig1_advent_Boss_Red,0,Appearance,,,50,0,0,
e,202601010,e_jig_00201_jig1_advent_Boss_Yellow_Normal_00000,e_jig_00201_jig1_advent_Boss_Yellow,0,Normal,,,92,42,60,
e,202601010,e_jig_00201_jig1_advent_Boss_Yellow_Appearance_00001,e_jig_00201_jig1_advent_Boss_Yellow,0,Appearance,,,50,0,0,
e,202601010,e_jig_00301_jig1_advent_Boss_Colorless_Normal_00000,e_jig_00301_jig1_advent_Boss_Colorless,0,Normal,,,75,33,50,
e,202601010,e_jig_00301_jig1_advent_Boss_Colorless_Appearance_00001,e_jig_00301_jig1_advent_Boss_Colorless,0,Appearance,,,50,0,0,
e,202601010,e_jig_00301_jig1_advent_Boss_Green_Normal_00000,e_jig_00301_jig1_advent_Boss_Green,0,Normal,,,75,33,50,
e,202601010,e_jig_00301_jig1_advent_Boss_Green_Appearance_00001,e_jig_00301_jig1_advent_Boss_Green,0,Appearance,,,50,0,0,
e,202601010,e_jig_00001_jig1_advent_Normal_Colorless_Normal_00000,e_jig_00001_jig1_advent_Normal_Colorless,0,Normal,,,92,42,40,
e,202601010,e_jig_00001_jig1_advent_Normal_Red_Normal_00000,e_jig_00001_jig1_advent_Normal_Red,0,Normal,,,92,42,40,
