ENABLE,id,content_type,target_id,rule_type,rule_value,start_at,end_at,release_key
e,event_jig1_challenge01_00001_1,Stage,event_jig1_challenge01_00001,SpeedAttack,1000,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_challenge01_00001_2,Stage,event_jig1_challenge01_00001,NoContinue,1,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_challenge01_00002_1,Stage,event_jig1_challenge01_00002,SpeedAttack,1000,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_challenge01_00002_2,Stage,event_jig1_challenge01_00002,NoContinue,1,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_challenge01_00003_1,Stage,event_jig1_challenge01_00003,SpeedAttack,1000,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_challenge01_00003_2,Stage,event_jig1_challenge01_00003,NoContinue,1,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_challenge01_00004_1,Stage,event_jig1_challenge01_00004,SpeedAttack,1000,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_challenge01_00004_2,Stage,event_jig1_challenge01_00004,NoContinue,1,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00001_1,Stage,event_jig1_savage_00001,SpeedAttack,1000,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00001_2,Stage,event_jig1_savage_00001,NoContinue,1,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00002_1,Stage,event_jig1_savage_00002,SpeedAttack,1000,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00002_2,Stage,event_jig1_savage_00002,NoContinue,1,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00003_1,Stage,event_jig1_savage_00003,SpeedAttack,1000,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00003_2,Stage,event_jig1_savage_00003,NoContinue,1,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00003_3,Stage,event_jig1_savage_00003,PartySeries,jig,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00003_4,Stage,event_jig1_savage_00003,PartySeries,osh,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00003_5,Stage,event_jig1_savage_00003,PartySeries,sur,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00003_6,Stage,event_jig1_savage_00003,PartySeries,kai,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00003_7,Stage,event_jig1_savage_00003,PartySeries,chi,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,event_jig1_savage_00003_8,Stage,event_jig1_savage_00003,PartySeries,tak,"2026-01-16 15:00:00","2026-02-16 10:59:59",202601010
e,pvp_jig_specialrule_001,Pvp,2026004,UnitStatus,pvp_jig_specialrule_001_1,"2026-01-01 12:00:00","2026-02-28 23:59:59",202601010
e,pvp_jig_specialrule_002,Pvp,2026005,UnitStatus,pvp_jig_specialrule_001_1,"2026-01-01 12:00:00","2026-02-28 23:59:59",202601010
