ENABLE,id,hp,is_damage_invalidation,outpost_asset_key,artwork_asset_key,release_key
e,event_jig1_1day_00001,500,,,event_jig_0001,202601010
e,raid_jig1_00001,1000000,1,,jig_0003,202601010
e,event_jig1_charaget02_00001,30000,,,event_jig_0002,202601010
e,event_jig1_charaget02_00002,40000,,,event_jig_0002,202601010
e,event_jig1_charaget02_00003,40000,,,event_jig_0002,202601010
e,event_jig1_charaget02_00004,45000,,,event_jig_0002,202601010
e,event_jig1_charaget02_00005,55000,,,event_jig_0002,202601010
e,event_jig1_charaget02_00006,60000,,,event_jig_0002,202601010
e,event_jig1_charaget01_00001,30000,,,event_jig_0001,202601010
e,event_jig1_charaget01_00002,35000,,,event_jig_0001,202601010
e,event_jig1_charaget01_00003,40000,,,event_jig_0001,202601010
e,event_jig1_charaget01_00004,45000,,,event_jig_0001,202601010
e,event_jig1_charaget01_00005,50000,,,event_jig_0001,202601010
e,event_jig1_charaget01_00006,50000,,,event_jig_0001,202601010
e,event_jig1_challenge01_00001,30000,,,event_jig_0001,202601010
e,event_jig1_challenge01_00002,40000,,,event_jig_0001,202601010
e,event_jig1_challenge01_00003,60000,,,event_jig_0001,202601010
e,event_jig1_challenge01_00004,80000,,,event_jig_0001,202601010
e,event_jig1_savage_00001,100000,,,event_jig_0002,202601010
e,event_jig1_savage_00002,150000,,,event_jig_0001,202601010
e,event_jig1_savage_00003,200000,,,event_jig_0001,202601010
