ENABLE,id,mst_quest_id,mst_in_game_id,stage_number,recommended_level,cost_stamina,exp,coin,prev_mst_stage_id,mst_stage_tips_group_id,auto_lap_type,max_auto_lap_count,sort_order,asset_key,mst_stage_limit_status_id,release_key,mst_artwork_fragment_drop_group_id,start_at,end_at
e,event_jig1_1day_00001,quest_event_jig1_1day,event_jig1_1day_00001,1,1,1,100,1500,,1,__NULL__,1,1,general_diamond,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-2 03:59:59"
e,event_jig1_charaget02_00001,quest_event_jig1_charaget02,event_jig1_charaget02_00001,1,10,5,50,100,,1,AfterClear,5,1,event_jig1_00004,,202601010,event_jig_b_0001,"2026-01-21 15:00:00","2026-02-16 14:59:59"
e,event_jig1_charaget02_00002,quest_event_jig1_charaget02,event_jig1_charaget02_00002,2,15,5,50,100,event_jig1_charaget02_00001,1,AfterClear,5,2,general_diamond,,202601010,event_jig_b_0002,"2026-01-21 15:00:00","2026-02-16 14:59:59"
e,event_jig1_charaget02_00003,quest_event_jig1_charaget02,event_jig1_charaget02_00003,3,20,7,70,150,event_jig1_charaget02_00002,1,AfterClear,5,3,general_diamond,,202601010,event_jig_b_0003,"2026-01-21 15:00:00","2026-02-16 14:59:59"
e,event_jig1_charaget02_00004,quest_event_jig1_charaget02,event_jig1_charaget02_00004,4,20,7,70,150,event_jig1_charaget02_00003,1,AfterClear,5,4,general_diamond,,202601010,event_jig_b_0004,"2026-01-21 15:00:00","2026-02-16 14:59:59"
e,event_jig1_charaget02_00005,quest_event_jig1_charaget02,event_jig1_charaget02_00005,5,25,10,100,200,event_jig1_charaget02_00004,1,AfterClear,5,5,event_jig1_00006,,202601010,event_jig_b_0005,"2026-01-21 15:00:00","2026-02-16 14:59:59"
e,event_jig1_charaget02_00006,quest_event_jig1_charaget02,event_jig1_charaget02_00006,6,30,10,100,300,event_jig1_charaget02_00005,1,AfterClear,5,6,general_fragment_00003,,202601010,event_jig_b_0006,"2026-01-21 15:00:00","2026-02-16 14:59:59"
e,event_jig1_charaget01_00001,quest_event_jig1_charaget01,event_jig1_charaget01_00001,1,10,5,50,100,,1,AfterClear,5,1,event_jig1_00001,,202601010,event_jig_a_0001,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget01_00002,quest_event_jig1_charaget01,event_jig1_charaget01_00002,2,15,5,50,100,event_jig1_charaget01_00001,1,AfterClear,5,2,general_diamond,,202601010,event_jig_a_0002,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget01_00003,quest_event_jig1_charaget01,event_jig1_charaget01_00003,3,20,7,70,150,event_jig1_charaget01_00002,1,AfterClear,5,3,general_diamond,,202601010,event_jig_a_0003,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget01_00004,quest_event_jig1_charaget01,event_jig1_charaget01_00004,4,20,7,70,150,event_jig1_charaget01_00003,1,AfterClear,5,4,general_diamond,,202601010,event_jig_a_0004,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget01_00005,quest_event_jig1_charaget01,event_jig1_charaget01_00005,5,25,10,100,200,event_jig1_charaget01_00004,1,AfterClear,5,5,event_jig1_00002,,202601010,event_jig_a_0005,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget01_00006,quest_event_jig1_charaget01,event_jig1_charaget01_00006,6,30,10,100,300,event_jig1_charaget01_00005,1,AfterClear,5,6,general_fragment_00003,,202601010,event_jig_a_0006,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_challenge01_00001,quest_event_jig1_challenge01,event_jig1_challenge01_00001,1,30,10,100,150,event_jig1_charaget01_00006,1,__NULL__,1,1,general_ticket_00002,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_challenge01_00002,quest_event_jig1_challenge01,event_jig1_challenge01_00002,2,30,15,150,225,event_jig1_challenge01_00001,1,__NULL__,1,2,event_jig1_00009,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_challenge01_00003,quest_event_jig1_challenge01,event_jig1_challenge01_00003,3,40,15,150,225,event_jig1_challenge01_00002,1,__NULL__,1,3,event_jig1_00008,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_challenge01_00004,quest_event_jig1_challenge01,event_jig1_challenge01_00004,4,50,20,200,300,event_jig1_challenge01_00003,1,__NULL__,1,4,event_jig1_00007,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_savage_00001,quest_event_jig1_savage,event_jig1_savage_00001,1,70,25,700,375,event_jig1_charaget01_00006,1,__NULL__,1,1,general_diamond,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_savage_00002,quest_event_jig1_savage,event_jig1_savage_00002,2,70,25,700,375,event_jig1_savage_00001,1,__NULL__,1,2,general_diamond,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_savage_00003,quest_event_jig1_savage,event_jig1_savage_00003,3,80,50,1000,400,event_jig1_savage_00002,1,__NULL__,1,3,event_jig1_00010,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
