ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,202601010,pvp_jig_01_ja,pvp_jig_01,ja,,
e,202601010,pvp_jig_02_ja,pvp_jig_02,ja,,
e,202601010,event_jig1_1day_00001_ja,event_jig1_1day_00001,ja,キャラを強化してみよう!,"【属性情報】\n無属性の『がらんの画眉丸』が登場するぞ!\n\n毎日1回クエストをクリアして、「プリズム」をGETしよう!                                                                                                                                                                                                                                                                                                                                          "
e,202601010,raid_jig1_00001_ja,raid_jig1_00001,ja,,"このステージは、3段で構成されているぞ!\n\n【ギミック情報】\n体力と攻撃の高い強敵が多く登場するぞ!\n高ダメージを与えられるキャラを編成しよう!\n\n敵を多く倒して、スコアを稼ごう!"
e,202601010,event_jig1_charaget02_00001_ja,event_jig1_charaget02_00001,ja,キャラを強化してみよう!,"【属性情報】\n赤属性の敵が登場するので青属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nノックバック攻撃をしてくる敵が登場するぞ!\n特性でノックバック無効化を持っているキャラを編成しよう!"
e,202601010,event_jig1_charaget02_00002_ja,event_jig1_charaget02_00002,ja,キャラを強化してみよう!,"【属性情報】\n赤属性の敵が登場するので青属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nファントムゲートHPを削ると『賊王 亜左 弔兵衛』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!\nノックバック攻撃をしてくる敵が登場するぞ!\n特性でノックバック無効化を持っているキャラを編成しよう!"
e,202601010,event_jig1_charaget02_00003_ja,event_jig1_charaget02_00003,ja,青属性のキャラを編成してみよう!,"【属性情報】\n赤属性の敵が登場するので青属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\n時間経過で、『賊王 亜左 弔兵衛』が登場するぞ!\nノックバック攻撃をしてくる敵が登場するぞ!\n特性でノックバック無効化を持っているキャラを編成しよう!"
e,202601010,event_jig1_charaget02_00004_ja,event_jig1_charaget02_00004,ja,青属性のキャラを編成してみよう!,"【属性情報】\n赤属性の敵が登場するので青属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\n時間経過でファントムが大量に出現するぞ!\nファントムゲートHPを削ると『賊王 亜左 弔兵衛』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!\nノックバック攻撃をしてくる敵が登場するぞ!\n特性でノックバック無効化を持っているキャラを編成しよう!"
e,202601010,event_jig1_charaget02_00005_ja,event_jig1_charaget02_00005,ja,ノックバック無効キャラを編成してみよう!,"【属性情報】\n赤属性の敵が登場するので青属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\n時間経過でファントムが大量に出現するぞ!\n時間経過で、『がらんの画眉丸』が登場するぞ!\nノックバック攻撃をしてくる敵が登場するぞ!\n特性でノックバック無効化を持っているキャラを編成しよう!"
e,202601010,event_jig1_charaget02_00006_ja,event_jig1_charaget02_00006,ja,ノックバック無効キャラを編成してみよう!,"【属性情報】\n赤属性の敵が登場するので青属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\n時間経過でファントムが大量に出現するぞ!\n味方がコマに侵入すると、出現する敵もいるぞ!\n時間経過で、『がらんの画眉丸』が登場するぞ!\nノックバック攻撃をしてくる敵が登場するぞ!\n特性でノックバック無効化を持っているキャラを編成しよう!"
e,202601010,event_jig1_charaget01_00001_ja,event_jig1_charaget01_00001,ja,キャラを強化してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性の敵も登場するぞ!\n\n【ギミック情報】\n毒攻撃をしてくる敵が登場するぞ!\n特性で毒ダメージ軽減を持っているキャラを編成しよう!\n\nファントムゲートにダメージを与えると出現する敵もいるぞ!"
e,202601010,event_jig1_charaget01_00002_ja,event_jig1_charaget01_00002,ja,キャラを強化してみよう!,"【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性の敵も登場するぞ!\n\n【コマ効果情報】\n突風コマが登場するぞ!\n特性で突風コマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\n毒攻撃をしてくる敵が登場するぞ!\n特性で毒ダメージ軽減を持っているキャラを編成しよう!"
e,202601010,event_jig1_charaget01_00003_ja,event_jig1_charaget01_00003,ja,緑属性のキャラを編成してみよう!,"【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性の敵も登場するぞ!\n\n【ギミック情報】\n火傷攻撃をしてくる敵が登場するぞ!\n特性で火傷ダメージ軽減を持っているキャラを編成しよう!\n\n味方がコマに侵入すると、出現する敵もいるぞ!"
e,202601010,event_jig1_charaget01_00004_ja,event_jig1_charaget01_00004,ja,赤属性のキャラを編成してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性の敵も登場するぞ!\n\n【コマ効果情報】\n突風コマが登場するぞ!\n特性で突風コマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\n毒攻撃をしてくる敵が登場するぞ!\n特性で毒ダメージ軽減を持っているキャラを編成しよう!"
e,202601010,event_jig1_charaget01_00005_ja,event_jig1_charaget01_00005,ja,キャラを強化してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性の敵も登場するぞ!\n\n【ギミック情報】\n毒攻撃をしてくる敵が登場するぞ!\n特性で毒ダメージ軽減を持っているキャラを編成しよう!\n\nファントムゲートにダメージを与えると出現する敵もいるぞ!\nこのステージでは、『朱槿』が登場している時は、\nファントムゲートHPは削れないぞ! "
e,202601010,event_jig1_charaget01_00006_ja,event_jig1_charaget01_00006,ja,キャラを強化してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性の敵も登場するぞ!\n\n【コマ効果情報】\n毒コマ、突風コマが登場するぞ!\n特性で突風コマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\n毒攻撃をしてくる敵が登場するぞ!\n特性で毒ダメージ軽減を持っているキャラを編成しよう!\n\nこのステージでは、『朱槿』が登場している時は、\nファントムゲートHPは削れないぞ! "
e,202601010,event_jig1_challenge01_00001_ja,event_jig1_challenge01_00001,ja,緑属性のキャラを編成してみよう!,"【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性の敵も登場するぞ! \n\n【ギミック情報】\n毒攻撃をしてくる敵が登場するぞ!\n特性で毒ダメージ軽減を持っているキャラを編成しよう!\n\n特定の敵を倒すと、強敵の『山田浅ェ門 源嗣』が出現するぞ!\n\nまた、このステージではスピードアタックルールがあるぞ! \n早くクリアすると報酬ゲット!"
e,202601010,event_jig1_challenge01_00002_ja,event_jig1_challenge01_00002,ja,毒ダメージ軽減のキャラを編成してみよう!,"【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性と黄属性の敵も登場するぞ! \n\n【コマ効果情報】\n毒コマが登場するぞ!\n特性で毒ダメージ軽減を持っているキャラを編成しよう!\n\n【ギミック情報】 \n毒攻撃をしてくる敵が登場するぞ!\n特性で毒ダメージ軽減を持っているキャラを編成しよう! \n\nファントムゲートにダメージを与えると強敵の『杠』と強敵の『山田浅ェ門 仙汰』が出現するぞ!\n\nまた、このステージではスピードアタックルールがあるぞ! \n早くクリアすると報酬ゲット!  "
e,202601010,event_jig1_challenge01_00003_ja,event_jig1_challenge01_00003,ja,"キャラを強化してみよう!\n赤属性のキャラを編成してみよう!","【属性情報】\n緑属性の敵が登場するので赤属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性と黄属性や赤属性の敵も登場するぞ! \n\n【ギミック情報】\n毒攻撃をしてくる敵が登場するぞ!\n特性で毒ダメージ軽減を持っているキャラを編成しよう! \n特定の敵を倒すと、強敵の『賊王 亜左 弔兵衛』と強敵の『山田浅ェ門 桐馬』が出現するぞ!\n\nまた、このステージではスピードアタックルールがあるぞ! \n早くクリアすると報酬ゲット!  "
e,202601010,event_jig1_challenge01_00004_ja,event_jig1_challenge01_00004,ja,"青属性のキャラを編成してみよう!\n火傷ダメージ軽減キャラを編成してみよう!","【属性情報】\n赤属性の敵が登場するので青属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性の敵も登場するぞ! \n\n【コマ効果情報】\n火傷コマが登場するぞ!\n特性で火傷ダメージ軽減を持っているキャラを編成しよう!\n\n【ギミック情報】\n毒攻撃をしてくる敵が登場するぞ!\n特性で毒ダメージ軽減を持っているキャラを編成しよう! \nダメージを受けると強敵の『山田浅ェ門 佐切』が移動を開始するぞ!\n時間経過で、強敵の『がらんの画眉丸』が移動を開始するぞ!\n\nこのステージでは、強敵の『がらんの画眉丸』が登場している時は、\nファントムゲートHPは削れないぞ! \n\nまた、このステージではスピードアタックルールがあるぞ! \n早くクリアすると報酬ゲット!  "
e,202601010,event_jig1_savage_00001_ja,event_jig1_savage_00001,ja,"強敵の『山田浅ェ門 桐馬』を倒すと『賊王 亜左 弔兵衛』の出現が止まるぞ!","【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性の敵も登場するぞ!\n\n【コマ効果情報】\n毒コマ、突風コマが登場するぞ!\n特性で毒ダメージ軽減や突風コマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\n敵全体の攻撃UPをしてくる敵や\n敵全体に被ダメージカットを付与する敵や\n敵全体の体力を回復する攻撃をしてくる敵や\n弱体化攻撃をしてくる敵や\nノックバック無効化の特性を持つ敵が登場するぞ!\n\n無属性の『賊王 亜左 弔兵衛』は倒しても時間経過で再度出現するぞ!\n強敵の『山田浅ェ門 桐馬』を倒すと『賊王 亜左 弔兵衛』の出現が止まるぞ!\n\nまた、このステージではスピードアタックルールがあるぞ! \n早くクリアすると報酬ゲット!  "
e,202601010,event_jig1_savage_00002_ja,event_jig1_savage_00002,ja,敵の必殺ワザのタイミングをよく見て戦おう!,"【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\nさらに、無属性の敵も登場するぞ!\n\n【コマ効果情報】\n突風コマが登場するぞ!\n特性で突風コマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\n火傷攻撃をしてくる敵が登場するぞ!\n特性で火傷ダメージ軽減を持っているキャラを編成しよう!\n\n強敵の『山田浅ェ門 佐切』は必殺ワザで強力な範囲攻撃をしてくるぞ!\n\nこのステージでは、強敵の『山田浅ェ門 佐切』が登場している時は、\nファントムゲートHPは削れないぞ! \n\nまた、このステージではスピードアタックルールがあるぞ! \n早くクリアすると報酬ゲット!  "
