ENABLE,id,release_key
e,event_jig1_challenge01_00005,999999999
e,event_jig1_challenge02_00001,999999999
e,event_jig1_challenge03_00001,999999999
e,event_tak1_challenge01_00001,999999999
e,event_tak1_challenge02_00001,999999999
e,event_tak1_challenge03_00001,999999999
e,event_osh1_challenge01_00005,999999999
e,event_osh1_challenge02_00001,999999999
e,event_osh1_challenge03_00001,999999999
e,event_you1_challenge01_00005,999999999
e,event_you1_challenge02_00001,999999999
e,event_you1_challenge03_00001,999999999
e,event_kim1_challenge01_00005,999999999
e,event_kim1_challenge02_00001,999999999
e,event_kim1_challenge03_00001,999999999
e,event_hut1_challenge01_00005,999999999
e,event_hut1_challenge02_00001,999999999
e,event_hut1_challenge03_00001,999999999
