ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,999999999,event_jig1_challenge01_00005_japanese,event_jig1_challenge01_00005,Japanese,,
e,999999999,event_jig1_challenge01_00005_english,event_jig1_challenge01_00005,English,,
e,999999999,event_jig1_challenge02_00001_japanese,event_jig1_challenge02_00001,Japanese,,
e,999999999,event_jig1_challenge02_00001_english,event_jig1_challenge02_00001,English,,
e,999999999,event_jig1_challenge03_00001_japanese,event_jig1_challenge03_00001,Japanese,,
e,999999999,event_jig1_challenge03_00001_english,event_jig1_challenge03_00001,English,,
e,999999999,event_tak1_challenge01_00001_japanese,event_tak1_challenge01_00001,Japanese,,
e,999999999,event_tak1_challenge01_00001_english,event_tak1_challenge01_00001,English,,
e,999999999,event_tak1_challenge02_00001_japanese,event_tak1_challenge02_00001,Japanese,,
e,999999999,event_tak1_challenge02_00001_english,event_tak1_challenge02_00001,English,,
e,999999999,event_tak1_challenge03_00001_japanese,event_tak1_challenge03_00001,Japanese,,
e,999999999,event_tak1_challenge03_00001_english,event_tak1_challenge03_00001,English,,
e,999999999,event_osh1_challenge01_00005_japanese,event_osh1_challenge01_00005,Japanese,,
e,999999999,event_osh1_challenge01_00005_english,event_osh1_challenge01_00005,English,,
e,999999999,event_osh1_challenge02_00001_japanese,event_osh1_challenge02_00001,Japanese,,
e,999999999,event_osh1_challenge02_00001_english,event_osh1_challenge02_00001,English,,
e,999999999,event_osh1_challenge03_00001_japanese,event_osh1_challenge03_00001,Japanese,,
e,999999999,event_osh1_challenge03_00001_english,event_osh1_challenge03_00001,English,,
e,999999999,event_you1_challenge01_00005_japanese,event_you1_challenge01_00005,Japanese,,
e,999999999,event_you1_challenge01_00005_english,event_you1_challenge01_00005,English,,
e,999999999,event_you1_challenge02_00001_japanese,event_you1_challenge02_00001,Japanese,,
e,999999999,event_you1_challenge02_00001_english,event_you1_challenge02_00001,English,,
e,999999999,event_you1_challenge03_00001_japanese,event_you1_challenge03_00001,Japanese,,
e,999999999,event_you1_challenge03_00001_english,event_you1_challenge03_00001,English,,
e,999999999,event_kim1_challenge01_00005_japanese,event_kim1_challenge01_00005,Japanese,,
e,999999999,event_kim1_challenge01_00005_english,event_kim1_challenge01_00005,English,,
e,999999999,event_kim1_challenge02_00001_japanese,event_kim1_challenge02_00001,Japanese,,
e,999999999,event_kim1_challenge02_00001_english,event_kim1_challenge02_00001,English,,
e,999999999,event_kim1_challenge03_00001_japanese,event_kim1_challenge03_00001,Japanese,,
e,999999999,event_kim1_challenge03_00001_english,event_kim1_challenge03_00001,English,,
e,999999999,event_hut1_challenge01_00005_japanese,event_hut1_challenge01_00005,Japanese,,
e,999999999,event_hut1_challenge01_00005_english,event_hut1_challenge01_00005,English,,
e,999999999,event_hut1_challenge02_00001_japanese,event_hut1_challenge02_00001,Japanese,,
e,999999999,event_hut1_challenge02_00001_english,event_hut1_challenge02_00001,English,,
e,999999999,event_hut1_challenge03_00001_japanese,event_hut1_challenge03_00001,Japanese,,
e,999999999,event_hut1_challenge03_00001_english,event_hut1_challenge03_00001,English,,
