ENABLE,id,hp,is_damage_invalidation,outpost_asset_key,artwork_asset_key,release_key
e,event_jig1_challenge01_00005,80000,,,event_jig_0001,999999999
e,event_jig1_challenge02_00001,100000,,,event_jig_0001,999999999
e,event_jig1_challenge03_00001,150000,,,event_jig_0001,999999999
e,event_tak1_challenge01_00001,80000,,,event_tak_0001,999999999
e,event_tak1_challenge02_00001,100000,,,event_tak_0001,999999999
e,event_tak1_challenge03_00001,150000,,,event_tak_0001,999999999
e,event_osh1_challenge01_00005,80000,,,event_osh_0001,999999999
e,event_osh1_challenge02_00001,100000,,,event_osh_0001,999999999
e,event_osh1_challenge03_00001,150000,,,event_osh_0001,999999999
e,event_you1_challenge01_00005,80000,,,event_you_0001,999999999
e,event_you1_challenge02_00001,100000,,,event_you_0001,999999999
e,event_you1_challenge03_00001,150000,,,event_you_0001,999999999
e,event_kim1_challenge01_00005,80000,,,event_kim_0001,999999999
e,event_kim1_challenge02_00001,100000,,,event_kim_0001,999999999
e,event_kim1_challenge03_00001,150000,,,event_kim_0001,999999999
e,event_hut1_challenge01_00005,80000,,,event_hut_0001,999999999
e,event_hut1_challenge02_00001,100000,,,event_hut_0001,999999999
e,event_hut1_challenge03_00001,150000,,,event_hut_0001,999999999
