ENABLE,id,release_key,mst_event_id,criterion_type,criterion_value,criterion_count,unlock_criterion_type,unlock_criterion_value,unlock_criterion_count,group_key,mst_mission_reward_group_id,sort_order,destination_scene
e,event_jig_00001_1,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00701,2,,"",0,"",jig_00001_event_reward_01,1,UnitList
e,event_jig_00001_2,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00701,3,,"",0,"",jig_00001_event_reward_02,2,UnitList
e,event_jig_00001_3,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00701,4,,"",0,"",jig_00001_event_reward_03,3,UnitList
e,event_jig_00001_4,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00701,5,,"",0,"",jig_00001_event_reward_04,4,UnitList
e,event_jig_00001_5,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00701,20,,"",0,"",jig_00001_event_reward_05,5,UnitList
e,event_jig_00001_6,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00701,30,,"",0,"",jig_00001_event_reward_06,6,UnitList
e,event_jig_00001_7,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00701,40,,"",0,"",jig_00001_event_reward_07,7,UnitList
e,event_jig_00001_8,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00701,50,,"",0,"",jig_00001_event_reward_08,8,UnitList
e,event_jig_00001_9,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00701,60,,"",0,"",jig_00001_event_reward_09,9,UnitList
e,event_jig_00001_10,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00701,70,,"",0,"",jig_00001_event_reward_10,10,UnitList
e,event_jig_00001_11,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00701,80,,"",0,"",jig_00001_event_reward_11,11,UnitList
e,event_jig_00001_12,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00601,2,,"",0,"",jig_00001_event_reward_12,12,UnitList
e,event_jig_00001_13,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00601,3,,"",0,"",jig_00001_event_reward_13,13,UnitList
e,event_jig_00001_14,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00601,4,,"",0,"",jig_00001_event_reward_14,14,UnitList
