ENABLE,id,content_type,target_id,rule_type,rule_value,start_at,end_at,release_key
e,veryhard_spy_00001_01,Stage,veryhard_spy_00001,PartyRoleType,Attack,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00001_02,Stage,veryhard_spy_00001,PartyRoleType,Defense,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00001_03,Stage,veryhard_spy_00001,PartyRoleType,Support,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00001_04,Stage,veryhard_spy_00001,PartyRoleType,Special,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00001_05,Stage,veryhard_spy_00001,PartyUnitNum,7,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00001_06,Stage,veryhard_spy_00001,NoContinue,1,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00002_01,Stage,veryhard_spy_00002,PartyRoleType,Attack,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00002_02,Stage,veryhard_spy_00002,PartyRoleType,Defense,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00002_03,Stage,veryhard_spy_00002,PartyRoleType,Support,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00002_04,Stage,veryhard_spy_00002,PartyRoleType,Special,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00002_05,Stage,veryhard_spy_00002,PartyUnitNum,7,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00002_06,Stage,veryhard_spy_00002,NoContinue,1,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00003_01,Stage,veryhard_spy_00003,PartyRoleType,Attack,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00003_02,Stage,veryhard_spy_00003,PartyRoleType,Defense,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00003_03,Stage,veryhard_spy_00003,PartyRoleType,Support,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00003_04,Stage,veryhard_spy_00003,PartyRoleType,Special,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00003_05,Stage,veryhard_spy_00003,PartyUnitNum,7,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00003_06,Stage,veryhard_spy_00003,NoContinue,1,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00004_01,Stage,veryhard_spy_00004,PartyRoleType,Attack,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00004_02,Stage,veryhard_spy_00004,PartyRoleType,Defense,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00004_03,Stage,veryhard_spy_00004,PartyRoleType,Support,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00004_04,Stage,veryhard_spy_00004,PartyRoleType,Special,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00004_05,Stage,veryhard_spy_00004,PartyUnitNum,7,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00004_06,Stage,veryhard_spy_00004,NoContinue,1,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00005_01,Stage,veryhard_spy_00005,PartySeries,spy,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00005_02,Stage,veryhard_spy_00005,PartySeries,aha,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00005_03,Stage,veryhard_spy_00005,PartySeries,yuw,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00005_04,Stage,veryhard_spy_00005,PartySeries,bat,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00005_05,Stage,veryhard_spy_00005,PartySeries,chi,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00005_06,Stage,veryhard_spy_00005,PartyUnitNum,7,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00005_07,Stage,veryhard_spy_00005,NoContinue,1,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00006_01,Stage,veryhard_spy_00006,PartySeries,spy,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00006_02,Stage,veryhard_spy_00006,PartySeries,aha,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
e,veryhard_spy_00006_03,Stage,veryhard_spy_00006,PartySeries,yuw,2025-05-01 12:00:00,2037-12-31 23:59:59,202509010
