ENABLE,id,mst_page_id,row,height,koma_line_layout_asset_key,koma1_asset_key,koma1_width,koma1_back_ground_offset,koma1_effect_type,koma1_effect_parameter1,koma1_effect_parameter2,koma1_effect_target_side,koma1_effect_target_colors,koma1_effect_target_roles,koma2_asset_key,koma2_width,koma2_back_ground_offset,koma2_effect_type,koma2_effect_parameter1,koma2_effect_parameter2,koma2_effect_target_side,koma2_effect_target_colors,koma2_effect_target_roles,koma3_asset_key,koma3_width,koma3_back_ground_offset,koma3_effect_type,koma3_effect_parameter1,koma3_effect_parameter2,koma3_effect_target_side,koma3_effect_target_colors,koma3_effect_target_roles,koma4_asset_key,koma4_width,koma4_back_ground_offset,koma4_effect_type,koma4_effect_parameter1,koma4_effect_parameter2,koma4_effect_target_side,koma4_effect_target_colors,koma4_effect_target_roles,release_key
e,default_pvp_1,default_pvp,1,0.55,1.0,glo_00001,1.0,-1.0,None,0,0.0,All,All,All,"","",,None,"","",,"","","","",,None,"","",,"","","","",,None,"","",,"","",202509010
e,default_pvp_2,default_pvp,2,0.55,6.0,glo_00001,0.5,-1.0,None,0,0.0,All,All,All,glo_00001,0.5,-1.0,None,0,0,All,All,All,"","",,None,"","",,"","","","",,None,"","",,"","",202509010
e,default_pvp_3,default_pvp,3,0.55,5.0,glo_00001,0.25,-1.0,None,0,0.0,All,All,All,glo_00001,0.75,-1.0,None,0,0,All,All,All,"","",,None,"","",,"","","","",,None,"","",,"","",202509010
e,pvp_202509010_01_1,pvp_202509010_01,1,0.55,1.0,kai_00001,1.0,-1.0,None,0,0.0,All,All,All,"","",,None,"","",,"","","","",,None,"","",,"","","","",,None,"","",,"","",202509010
e,pvp_202509010_01_2,pvp_202509010_01,2,0.55,6.0,kai_00001,0.5,-1.0,None,0,0.0,All,All,All,kai_00001,0.5,-1.0,None,0,0,All,All,All,"","",,None,"","",,"","","","",,None,"","",,"","",202509010
e,pvp_202509010_01_3,pvp_202509010_01,3,0.55,5.0,kai_00001,0.25,-1.0,None,0,0.0,All,All,All,kai_00001,0.75,-1.0,None,0,0,All,All,All,"","",,None,"","",,"","","","",,None,"","",,"","",202509010
e,pvp_spy_01_1,pvp_spy_01,1,0.55,1.0,spy_00001,1.0,-1.0,None,0,0.0,All,All,All,"","",,None,"","",,"","","","",,None,"","",,"","","","",,None,"","",,"","",202510010
e,pvp_spy_01_2,pvp_spy_01,2,0.55,11.0,spy_00001,0.4,-1.0,AttackPowerUp,20,0.0,All,All,All,spy_00001,0.2,-1.0,None,0,0,All,All,All,spy_00001,0.4,-1.0,AttackPowerUp,20,0,All,All,All,"","",,None,"","",,"","",202510010
e,pvp_spy_01_3,pvp_spy_01,3,0.55,1.0,spy_00001,1.0,-1.0,None,0,0.0,All,All,All,"","",,None,"","",,"","","","",,None,"","",,"","","","",,None,"","",,"","",202510010
e,pvp_dan_01_1,pvp_dan_01,1,0.55,8.0,dan_00002,0.5,-1.0,None,0,0.0,All,All,All,dan_00002,0.25,-1.0,None,0,0,All,All,All,dan_00002,0.25,-1.0,AttackPowerDown,30,0,All,All,All,"","",,None,"","",,"","",202510010
