ENABLE,release_key,id,mst_artwork_fragment_id,position
e,202509010,artwork_fragment_dan_00101,artwork_fragment_dan_00101,13
e,202509010,artwork_fragment_dan_00102,artwork_fragment_dan_00102,2
e,202509010,artwork_fragment_dan_00103,artwork_fragment_dan_00103,15
e,202509010,artwork_fragment_dan_00104,artwork_fragment_dan_00104,12
e,202509010,artwork_fragment_dan_00105,artwork_fragment_dan_00105,8
e,202509010,artwork_fragment_dan_00106,artwork_fragment_dan_00106,3
e,202509010,artwork_fragment_dan_00107,artwork_fragment_dan_00107,16
e,202509010,artwork_fragment_dan_00108,artwork_fragment_dan_00108,4
e,202509010,artwork_fragment_dan_00109,artwork_fragment_dan_00109,14
e,202509010,artwork_fragment_dan_00110,artwork_fragment_dan_00110,7
e,202509010,artwork_fragment_dan_00111,artwork_fragment_dan_00111,5
e,202509010,artwork_fragment_dan_00112,artwork_fragment_dan_00112,10
e,202509010,artwork_fragment_dan_00113,artwork_fragment_dan_00113,11
e,202509010,artwork_fragment_dan_00114,artwork_fragment_dan_00114,9
e,202509010,artwork_fragment_dan_00115,artwork_fragment_dan_00115,1
e,202509010,artwork_fragment_dan_00116,artwork_fragment_dan_00116,6
e,202509010,artwork_fragment_dan_00201,artwork_fragment_dan_00201,10
e,202509010,artwork_fragment_dan_00202,artwork_fragment_dan_00202,14
e,202509010,artwork_fragment_dan_00203,artwork_fragment_dan_00203,6
e,202509010,artwork_fragment_dan_00204,artwork_fragment_dan_00204,5
e,202509010,artwork_fragment_dan_00205,artwork_fragment_dan_00205,9
e,202509010,artwork_fragment_dan_00206,artwork_fragment_dan_00206,1
e,202509010,artwork_fragment_dan_00207,artwork_fragment_dan_00207,4
e,202509010,artwork_fragment_dan_00208,artwork_fragment_dan_00208,13
e,202509010,artwork_fragment_dan_00209,artwork_fragment_dan_00209,16
e,202509010,artwork_fragment_dan_00210,artwork_fragment_dan_00210,7
e,202509010,artwork_fragment_dan_00211,artwork_fragment_dan_00211,3
e,202509010,artwork_fragment_dan_00212,artwork_fragment_dan_00212,15
e,202509010,artwork_fragment_dan_00213,artwork_fragment_dan_00213,12
e,202509010,artwork_fragment_dan_00214,artwork_fragment_dan_00214,11
e,202509010,artwork_fragment_dan_00215,artwork_fragment_dan_00215,2
e,202509010,artwork_fragment_dan_00216,artwork_fragment_dan_00216,8
e,202509010,artwork_fragment_dan_00301,artwork_fragment_dan_00301,5
e,202509010,artwork_fragment_dan_00302,artwork_fragment_dan_00302,3
e,202509010,artwork_fragment_dan_00303,artwork_fragment_dan_00303,4
e,202509010,artwork_fragment_dan_00304,artwork_fragment_dan_00304,8
e,202509010,artwork_fragment_dan_00305,artwork_fragment_dan_00305,10
e,202509010,artwork_fragment_dan_00306,artwork_fragment_dan_00306,15
e,202509010,artwork_fragment_dan_00307,artwork_fragment_dan_00307,1
e,202509010,artwork_fragment_dan_00308,artwork_fragment_dan_00308,9
e,202509010,artwork_fragment_dan_00309,artwork_fragment_dan_00309,11
e,202509010,artwork_fragment_dan_00310,artwork_fragment_dan_00310,6
e,202509010,artwork_fragment_dan_00311,artwork_fragment_dan_00311,2
e,202509010,artwork_fragment_dan_00312,artwork_fragment_dan_00312,7
e,202509010,artwork_fragment_dan_00313,artwork_fragment_dan_00313,12
e,202509010,artwork_fragment_dan_00314,artwork_fragment_dan_00314,14
e,202509010,artwork_fragment_dan_00315,artwork_fragment_dan_00315,13
e,202509010,artwork_fragment_dan_00316,artwork_fragment_dan_00316,16
e,202509010,artwork_fragment_gom_00101,artwork_fragment_gom_00101,1
e,202509010,artwork_fragment_gom_00102,artwork_fragment_gom_00102,16
e,202509010,artwork_fragment_gom_00103,artwork_fragment_gom_00103,9
e,202509010,artwork_fragment_gom_00104,artwork_fragment_gom_00104,7
e,202509010,artwork_fragment_gom_00105,artwork_fragment_gom_00105,8
e,202509010,artwork_fragment_gom_00106,artwork_fragment_gom_00106,6
e,202509010,artwork_fragment_gom_00107,artwork_fragment_gom_00107,4
e,202509010,artwork_fragment_gom_00108,artwork_fragment_gom_00108,12
e,202509010,artwork_fragment_gom_00109,artwork_fragment_gom_00109,2
e,202509010,artwork_fragment_gom_00110,artwork_fragment_gom_00110,11
e,202509010,artwork_fragment_gom_00111,artwork_fragment_gom_00111,15
e,202509010,artwork_fragment_gom_00112,artwork_fragment_gom_00112,3
e,202509010,artwork_fragment_gom_00113,artwork_fragment_gom_00113,10
e,202509010,artwork_fragment_gom_00114,artwork_fragment_gom_00114,14
e,202509010,artwork_fragment_gom_00115,artwork_fragment_gom_00115,13
e,202509010,artwork_fragment_gom_00116,artwork_fragment_gom_00116,5
e,202509010,artwork_fragment_gom_00201,artwork_fragment_gom_00201,6
e,202509010,artwork_fragment_gom_00202,artwork_fragment_gom_00202,15
e,202509010,artwork_fragment_gom_00203,artwork_fragment_gom_00203,10
e,202509010,artwork_fragment_gom_00204,artwork_fragment_gom_00204,1
e,202509010,artwork_fragment_gom_00205,artwork_fragment_gom_00205,7
e,202509010,artwork_fragment_gom_00206,artwork_fragment_gom_00206,14
e,202509010,artwork_fragment_gom_00207,artwork_fragment_gom_00207,9
e,202509010,artwork_fragment_gom_00208,artwork_fragment_gom_00208,11
e,202509010,artwork_fragment_gom_00209,artwork_fragment_gom_00209,12
e,202509010,artwork_fragment_gom_00210,artwork_fragment_gom_00210,8
e,202509010,artwork_fragment_gom_00211,artwork_fragment_gom_00211,5
e,202509010,artwork_fragment_gom_00212,artwork_fragment_gom_00212,3
e,202509010,artwork_fragment_gom_00213,artwork_fragment_gom_00213,13
e,202509010,artwork_fragment_gom_00214,artwork_fragment_gom_00214,2
e,202509010,artwork_fragment_gom_00215,artwork_fragment_gom_00215,4
e,202509010,artwork_fragment_gom_00216,artwork_fragment_gom_00216,16
e,202509010,artwork_fragment_gom_00301,artwork_fragment_gom_00301,13
e,202509010,artwork_fragment_gom_00302,artwork_fragment_gom_00302,8
e,202509010,artwork_fragment_gom_00303,artwork_fragment_gom_00303,7
e,202509010,artwork_fragment_gom_00304,artwork_fragment_gom_00304,6
e,202509010,artwork_fragment_gom_00305,artwork_fragment_gom_00305,14
e,202509010,artwork_fragment_gom_00306,artwork_fragment_gom_00306,5
e,202509010,artwork_fragment_gom_00307,artwork_fragment_gom_00307,4
e,202509010,artwork_fragment_gom_00308,artwork_fragment_gom_00308,12
e,202509010,artwork_fragment_gom_00309,artwork_fragment_gom_00309,2
e,202509010,artwork_fragment_gom_00310,artwork_fragment_gom_00310,1
e,202509010,artwork_fragment_gom_00311,artwork_fragment_gom_00311,3
e,202509010,artwork_fragment_gom_00312,artwork_fragment_gom_00312,9
e,202509010,artwork_fragment_gom_00313,artwork_fragment_gom_00313,15
e,202509010,artwork_fragment_gom_00314,artwork_fragment_gom_00314,16
e,202509010,artwork_fragment_gom_00315,artwork_fragment_gom_00315,10
e,202509010,artwork_fragment_gom_00316,artwork_fragment_gom_00316,11
e,202509010,artwork_fragment_jig_00101,artwork_fragment_jig_00101,15
e,202509010,artwork_fragment_jig_00102,artwork_fragment_jig_00102,2
e,202509010,artwork_fragment_jig_00103,artwork_fragment_jig_00103,16
e,202509010,artwork_fragment_jig_00104,artwork_fragment_jig_00104,14
e,202509010,artwork_fragment_jig_00105,artwork_fragment_jig_00105,12
e,202509010,artwork_fragment_jig_00106,artwork_fragment_jig_00106,9
e,202509010,artwork_fragment_jig_00107,artwork_fragment_jig_00107,3
e,202509010,artwork_fragment_jig_00108,artwork_fragment_jig_00108,13
e,202509010,artwork_fragment_jig_00109,artwork_fragment_jig_00109,10
e,202509010,artwork_fragment_jig_00110,artwork_fragment_jig_00110,11
e,202509010,artwork_fragment_jig_00111,artwork_fragment_jig_00111,7
e,202509010,artwork_fragment_jig_00112,artwork_fragment_jig_00112,6
e,202509010,artwork_fragment_jig_00113,artwork_fragment_jig_00113,8
e,202509010,artwork_fragment_jig_00114,artwork_fragment_jig_00114,5
e,202509010,artwork_fragment_jig_00115,artwork_fragment_jig_00115,4
e,202509010,artwork_fragment_jig_00116,artwork_fragment_jig_00116,1
e,202509010,artwork_fragment_jig_00201,artwork_fragment_jig_00201,5
e,202509010,artwork_fragment_jig_00202,artwork_fragment_jig_00202,16
