ENABLE,id,release_key
e,pvp_sur_01,202512010
e,pvp_sur_02,202512010
e,event_sur1_1day_00001,202512010
e,event_sur1_charaget01_00001,202512010
e,event_sur1_charaget01_00002,202512010
e,event_sur1_charaget01_00003,202512010
e,event_sur1_charaget01_00004,202512010
e,event_sur1_charaget01_00005,202512010
e,event_sur1_charaget01_00006,202512010
e,event_sur1_charaget01_00007,202512010
e,event_sur1_charaget01_00008,202512010
e,event_sur1_challenge01_00001,202512010
e,event_sur1_challenge01_00002,202512010
e,event_sur1_challenge01_00003,202512010
e,event_sur1_challenge01_00004,202512010
e,raid_sur1_00001,202512010
e,event_sur1_savage_00001,202512010
e,event_sur1_savage_00002,202512010
e,event_sur1_savage_00003,202512010
e,event_sur1_charaget02_00001,202512010
e,event_sur1_charaget02_00002,202512010
e,event_sur1_charaget02_00003,202512010
e,event_sur1_charaget02_00004,202512010
e,event_sur1_charaget02_00005,202512010
e,event_sur1_charaget02_00006,202512010
e,event_sur1_charaget02_00007,202512010
e,event_sur1_charaget02_00008,202512010
