ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter
e,202512010,chara_sur_00501_Normal_00000,chara_sur_00501_Normal_00000,1,0,Direct,Distance,0,Distance,0.52,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0
e,202512010,chara_sur_00501_Special_00001,chara_sur_00501_Special_00001,1,0,Direct,Koma,0,Koma,2,100,Foe,All,All,All,Damage,Stun,50,100,dageki_1,1,100,Percentage,68,None,0,0,0
e,202512010,chara_sur_00501_Special_00002,chara_sur_00501_Special_00002,1,0,Direct,Koma,0,Koma,2,100,Foe,All,All,All,Damage,Stun,75,100,dageki_1,1,100,Percentage,76,None,0,0,0
e,202512010,chara_sur_00501_Special_00003,chara_sur_00501_Special_00003,1,0,Direct,Koma,0,Koma,2,100,Foe,All,All,All,Damage,Stun,90,100,dageki_1,1,100,Percentage,82,None,0,0,0
e,202512010,chara_sur_00501_Special_00004,chara_sur_00501_Special_00004,1,0,Direct,Koma,0,Koma,2,100,Foe,All,All,All,Damage,Stun,115,100,dageki_1,1,100,Percentage,87,None,0,0,0
e,202512010,chara_sur_00501_Special_00005,chara_sur_00501_Special_00005,1,0,Direct,Koma,0,Koma,2,100,Foe,All,All,All,Damage,Stun,125,100,dageki_1,1,100,Percentage,90,None,0,0,0
e,202512010,chara_sur_00601_Normal_00000,chara_sur_00601_Normal_00000,1,0,Direct,Distance,0,Distance,0.42,1,Foe,All,All,All,Damage,Normal,0,0,shageki_1,1,100,Percentage,100,None,0,0,0
e,202512010,chara_sur_00601_Special_00001,chara_sur_00601_Special_00001,1,0,Direct,Distance,0,Distance,0.62,100,Foe,All,All,All,Damage,Stun,50,100,dageki_1,1,100,Percentage,85,None,0,0,0
e,202512010,chara_sur_00601_Special_00002,chara_sur_00601_Special_00002,1,0,Direct,Distance,0,Distance,0.62,100,Foe,All,All,All,Damage,Stun,70,100,dageki_1,1,100,Percentage,97,None,0,0,0
e,202512010,chara_sur_00601_Special_00003,chara_sur_00601_Special_00003,1,0,Direct,Distance,0,Distance,0.62,100,Foe,All,All,All,Damage,Stun,85,100,dageki_1,1,100,Percentage,106,None,0,0,0
e,202512010,chara_sur_00601_Special_00004,chara_sur_00601_Special_00004,1,0,Direct,Distance,0,Distance,0.62,100,Foe,All,All,All,Damage,Stun,105,100,dageki_1,1,100,Percentage,113,None,0,0,0
e,202512010,chara_sur_00601_Special_00005,chara_sur_00601_Special_00005,1,0,Direct,Distance,0,Distance,0.62,100,Foe,All,All,All,Damage,Stun,115,100,dageki_1,1,100,Percentage,117,None,0,0,0
e,202512010,chara_sur_00701_Normal_00000,chara_sur_00701_Normal_00000,1,0,Direct,Distance,0,Distance,0.25,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0
e,202512010,chara_sur_00701_Special_00001_01,chara_sur_00701_Special_00001,1,34,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,9,None,0,0,0
e,202512010,chara_sur_00701_Special_00001_02,chara_sur_00701_Special_00001,2,42,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,9,None,0,0,0
e,202512010,chara_sur_00701_Special_00001_03,chara_sur_00701_Special_00001,3,50,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,18,None,0,0,0
e,202512010,chara_sur_00701_Special_00001_04,chara_sur_00701_Special_00001,4,63,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,55,None,0,0,0
e,202512010,chara_sur_00701_Special_00002_01,chara_sur_00701_Special_00002,1,34,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,10,None,0,0,0
e,202512010,chara_sur_00701_Special_00002_02,chara_sur_00701_Special_00002,2,42,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,10,None,0,0,0
e,202512010,chara_sur_00701_Special_00002_03,chara_sur_00701_Special_00002,3,50,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,20,None,0,0,0
e,202512010,chara_sur_00701_Special_00002_04,chara_sur_00701_Special_00002,4,63,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,61,None,0,0,0
e,202512010,chara_sur_00701_Special_00003_01,chara_sur_00701_Special_00003,1,34,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,11,None,0,0,0
e,202512010,chara_sur_00701_Special_00003_02,chara_sur_00701_Special_00003,2,42,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,11,None,0,0,0
e,202512010,chara_sur_00701_Special_00003_03,chara_sur_00701_Special_00003,3,50,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,22,None,0,0,0
e,202512010,chara_sur_00701_Special_00003_04,chara_sur_00701_Special_00003,4,63,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,64,None,0,0,0
e,202512010,chara_sur_00701_Special_00004_01,chara_sur_00701_Special_00004,1,34,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,12,None,0,0,0
e,202512010,chara_sur_00701_Special_00004_02,chara_sur_00701_Special_00004,2,42,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,12,None,0,0,0
e,202512010,chara_sur_00701_Special_00004_03,chara_sur_00701_Special_00004,3,50,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,24,None,0,0,0
e,202512010,chara_sur_00701_Special_00004_04,chara_sur_00701_Special_00004,4,63,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,66,None,0,0,0
e,202512010,chara_sur_00701_Special_00005_01,chara_sur_00701_Special_00005,1,34,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,13,None,0,0,0
e,202512010,chara_sur_00701_Special_00005_02,chara_sur_00701_Special_00005,2,42,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,13,None,0,0,0
e,202512010,chara_sur_00701_Special_00005_03,chara_sur_00701_Special_00005,3,50,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,,100,Percentage,26,None,0,0,0
e,202512010,chara_sur_00701_Special_00005_04,chara_sur_00701_Special_00005,4,63,Direct,Distance,0,Distance,0.45,100,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,65,None,0,0,0
e,202512010,chara_sur_00801_Normal_00000,chara_sur_00801_Normal_00000,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0
e,202512010,chara_sur_00801_Special_00001,chara_sur_00801_Special_00001,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,109,None,0,0,0
e,202512010,chara_sur_00801_Special_00002,chara_sur_00801_Special_00002,1,0,Direct,Distance,0,Distance,0.17,1,Foe,All,All,All,Damage,Normal,0,0,dageki_1,1,100,Percentage,126,None,0,0,0
