ENABLE,release_key,id,mst_unit_id,unit_grade,attack_kind,killer_colors,killer_percentage,action_frames,attack_delay,next_attack_interval,asset_key
e,202512010,chara_sur_00501_Normal_00000,chara_sur_00501,0,Normal,,,86,47,150,
e,202512010,chara_sur_00501_Special_00001,chara_sur_00501,1,Special,,,134,77,0,
e,202512010,chara_sur_00501_Special_00002,chara_sur_00501,2,Special,,,134,77,0,
e,202512010,chara_sur_00501_Special_00003,chara_sur_00501,3,Special,,,134,77,0,
e,202512010,chara_sur_00501_Special_00004,chara_sur_00501,4,Special,,,134,77,0,
e,202512010,chara_sur_00501_Special_00005,chara_sur_00501,5,Special,,,134,77,0,
e,202512010,chara_sur_00601_Normal_00000,chara_sur_00601,0,Normal,,,82,38,75,
e,202512010,chara_sur_00601_Special_00001,chara_sur_00601,1,Special,,,167,60,0,
e,202512010,chara_sur_00601_Special_00002,chara_sur_00601,2,Special,,,167,60,0,
e,202512010,chara_sur_00601_Special_00003,chara_sur_00601,3,Special,,,167,60,0,
e,202512010,chara_sur_00601_Special_00004,chara_sur_00601,4,Special,,,167,60,0,
e,202512010,chara_sur_00601_Special_00005,chara_sur_00601,5,Special,,,167,60,0,
e,202512010,chara_sur_00701_Normal_00000,chara_sur_00701,0,Normal,,,54,14,25,
e,202512010,chara_sur_00701_Special_00001,chara_sur_00701,1,Special,,,101,0,0,
e,202512010,chara_sur_00701_Special_00002,chara_sur_00701,2,Special,,,101,0,0,
e,202512010,chara_sur_00701_Special_00003,chara_sur_00701,3,Special,,,101,0,0,
e,202512010,chara_sur_00701_Special_00004,chara_sur_00701,4,Special,,,101,0,0,
e,202512010,chara_sur_00701_Special_00005,chara_sur_00701,5,Special,,,101,0,0,
e,202512010,chara_sur_00801_Normal_00000,chara_sur_00801,0,Normal,,,62,33,100,
e,202512010,chara_sur_00801_Special_00001,chara_sur_00801,1,Special,,,101,53,0,
e,202512010,chara_sur_00801_Special_00002,chara_sur_00801,2,Special,,,101,53,0,
e,202512010,chara_sur_00801_Special_00003,chara_sur_00801,3,Special,,,101,53,0,
e,202512010,chara_sur_00801_Special_00004,chara_sur_00801,4,Special,,,101,53,0,
e,202512010,chara_sur_00801_Special_00005,chara_sur_00801,5,Special,,,101,53,0,
e,202512010,e_sur_00101_1d1c_Normal_Colorless_Normal_00000,e_sur_00101_1d1c_Normal_Colorless,0,Normal,,,40,15,35,
e,202512010,e_sur_00101_surget_Normal_Blue_Normal_00000,e_sur_00101_surget_Normal_Blue,0,Normal,,,40,15,35,
e,202512010,c_sur_00001_surget_Normal_Blue_Normal_00000,c_sur_00001_surget_Normal_Blue,0,Normal,,,62,22,75,
e,202512010,c_sur_00001_surget_Normal_Blue_Special_00001,c_sur_00001_surget_Normal_Blue,0,Special,,,140,100,0,
e,202512010,c_sur_00101_surget_Boss_Blue_Normal_00000,c_sur_00101_surget_Boss_Blue,0,Normal,,,70,17,70,
e,202512010,c_sur_00101_surget_Boss_Blue_Appearance_00001,c_sur_00101_surget_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00101_surget_Boss_Blue_Special_00002,c_sur_00101_surget_Boss_Blue,0,Special,,,134,0,0,
e,202512010,c_sur_00101_surget_Normal_Blue_Normal_00000,c_sur_00101_surget_Normal_Blue,0,Normal,,,70,17,70,
e,202512010,c_sur_00101_surget_Normal_Blue_Special_00001,c_sur_00101_surget_Normal_Blue,0,Special,,,134,0,0,
e,202512010,c_sur_00801_surget_Boss_Blue_Normal_00000,c_sur_00801_surget_Boss_Blue,0,Normal,,,62,22,75,
e,202512010,c_sur_00801_surget_Boss_Blue_Appearance_00001,c_sur_00801_surget_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00801_surget_Boss_Blue_Special_00002,c_sur_00801_surget_Boss_Blue,0,Special,,,101,53,0,
e,202512010,c_sur_00301_surget_Boss_Blue_Normal_00000,c_sur_00301_surget_Boss_Blue,0,Normal,,,62,22,75,
e,202512010,c_sur_00301_surget_Boss_Blue_Appearance_00001,c_sur_00301_surget_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00301_surget_Boss_Blue_Special_00002,c_sur_00301_surget_Boss_Blue,0,Special,,,133,50,0,
e,202512010,c_sur_00301_surget_Normal_Blue_Normal_00000,c_sur_00301_surget_Normal_Blue,0,Normal,,,62,22,75,
e,202512010,c_sur_00301_surget_Normal_Blue_Special_00001,c_sur_00301_surget_Normal_Blue,0,Special,,,133,50,0,
e,202512010,c_sur_00201_surget_Boss_Blue_Normal_00000,c_sur_00201_surget_Boss_Blue,0,Normal,,,62,22,75,
e,202512010,c_sur_00201_surget_Boss_Blue_Appearance_00001,c_sur_00201_surget_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00201_surget_Boss_Blue_Special_00002,c_sur_00201_surget_Boss_Blue,0,Special,,,154,0,0,
e,202512010,c_sur_00201_surget_Normal_Blue_Normal_00000,c_sur_00201_surget_Normal_Blue,0,Normal,,,62,22,75,
e,202512010,c_sur_00201_surget_Normal_Blue_Special_00001,c_sur_00201_surget_Normal_Blue,0,Special,,,154,0,0,
e,202512010,c_sur_00501_surget_Boss_Blue_Normal_00000,c_sur_00501_surget_Boss_Blue,0,Normal,,,62,22,75,
e,202512010,c_sur_00501_surget_Boss_Blue_Appearance_00001,c_sur_00501_surget_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00501_surget_Boss_Blue_Special_00002,c_sur_00501_surget_Boss_Blue,0,Special,,,134,77,0,
e,202512010,c_sur_00501_surget_Normal_Blue_Normal_00000,c_sur_00501_surget_Normal_Blue,0,Normal,,,62,22,75,
e,202512010,c_sur_00501_surget_Normal_Blue_Special_00001,c_sur_00501_surget_Normal_Blue,0,Special,,,134,77,0,
e,202512010,c_sur_00101_savege_Boss_Yellow_Normal_00000,c_sur_00101_savege_Boss_Yellow,0,Normal,,,70,17,70,
e,202512010,c_sur_00101_savege_Boss_Yellow_Appearance_00001,c_sur_00101_savege_Boss_Yellow,0,Appearance,,,50,0,0,
e,202512010,c_sur_00101_savege_Boss_Yellow_Special_00002,c_sur_00101_savege_Boss_Yellow,0,Special,,,134,0,0,
e,202512010,c_sur_00801_savege_Normal_Yellow_Normal_00000,c_sur_00801_savege_Normal_Yellow,0,Normal,,,62,33,80,
e,202512010,c_sur_00801_savege_Normal_Yellow_Special_00001,c_sur_00801_savege_Normal_Yellow,0,Special,,,101,53,0,
e,202512010,c_sur_00801_savege_Normal_Blue_Normal_00000,c_sur_00801_savege_Normal_Blue,0,Normal,,,62,33,150,
e,202512010,c_sur_00801_savege_Normal_Blue_Special_00001,c_sur_00801_savege_Normal_Blue,0,Special,,,101,53,0,
e,202512010,e_sur_00101_savege_Normal_Colorless_Normal_00000,e_sur_00101_savege_Normal_Colorless,0,Normal,,,40,15,30,
e,202512010,e_sur_00101_savege_Normal_Yellow_Normal_00000,e_sur_00101_savege_Normal_Yellow,0,Normal,,,40,15,100,
e,202512010,e_sur_00101_savege_Normal_Blue_Normal_00000,e_sur_00101_savege_Normal_Blue,0,Normal,,,40,15,100,
e,202512010,c_sur_00501_savege_Boss_Blue_Normal_00000,c_sur_00501_savege_Boss_Blue,0,Normal,,,86,47,90,
e,202512010,c_sur_00501_savege_Boss_Blue_Appearance_00001,c_sur_00501_savege_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00501_savege_Boss_Blue_Special_00002,c_sur_00501_savege_Boss_Blue,0,Special,,,134,77,0,
e,202512010,c_sur_00501_savege_Btrans_Boss_Blue_Normal_00000,c_sur_00501_savege_Btrans_Boss_Blue,0,Normal,,,86,47,90,
e,202512010,c_sur_00501_savege_Btrans_Boss_Blue_Appearance_00001,c_sur_00501_savege_Btrans_Boss_Blue,0,Appearance,,,50,0,0,
e,202512010,c_sur_00501_savege_Btrans_Boss_Blue_Special_00002,c_sur_00501_savege_Btrans_Boss_Blue,0,Special,,,134,77,0,
