,02_施策,,,,,,,,,,,,
,,,,,,,,,,,,安藤メモ,
,▼全体概要,,,,,,,,,1スタミナ*,,名称,登場可否
,カテゴリー,施策名称,,開始日,終了日,キャンペーンの有無,キャンペーン期間,キャンペーン内容,イベント全般,×15コイン,,冷却系の怪異,ストーリー以外なら可能
,【デイリー】,恋は盲目,,2/16 15:00,3/2 3:59,-,-,-,,,,つらら,ストーリー以外なら可能
,"【ストーリー】
彼女ストーリー編",最高の恋愛パートナー,,2/16 15:00,3/16 10:59,-,-,-,"⇩ストーリークエスト1つで
獲得できるハナンの報酬数（初回クリア）",,,建造物寄生型の怪異（大）,可能
,【収集クエスト】,キスゾンビ♡パニック,,2/16 15:00,3/16 10:59,-,-,-,報酬名,報酬数,,建造物寄生型の怪異（小）,可能
,【チャレンジ】,恋太郎ファミリー,,2/16 15:00,3/16 10:59,-,-,-,そのキャラのカラーメモリー,1100,,工事現場の怪異,ストーリー２可能
,【高難易度】,DEAD OR LOVE,,2/16 15:00,3/16 10:59,-,-,-,メモリーフラグメント・初級,15,,,
,【降臨バトル】,ラブミッション：インポッシブル,,2/20 15:00,2/26 14:59,-,-,-,メモリーフラグメント・中級,10,,,
,【ログインボーナス】,君のことが大大大大大好きな100人の彼女 いいジャン祭 特別ログインボーナス,,2/16 15:00,3/2 3:59,,,,メモリーフラグメント・上級,1,,,
,【ミッション】,君のことが大大大大大好きな100人の彼女 いいジャン祭 特別ミッション,,2/16 15:00,3/16 10:59,,,,コイン,2800,,,
,【コイン獲得クエスト】,コイン獲得クエスト キャラボーナス,,2/16 15:00,3/16 10:59,,,,,,,,
,,,,,,,,,,,,,
,施策特筆事項：雑魚ファントムは記載がない場合でも出現して問題ありません,,,,,,,,,,,,
,施策特筆事項：SSR確定ガシャチケットがミッション報酬で１枚獲得できます,,,,,,,,,,,,
,施策特筆事項：全クエストで、強敵指定のヒロインを登場させて欲しいです。クエストごとの強敵指定はしており、上記のミッションに由来します。デイリー・収集・ストーリーは強敵出現時のノックバックなし,,,,,,,,,,,,
,施策特筆事項：施策内の全クエストで、ゲートは「愛城 恋太郎」（ID:outpost_kim_enemy_0001）になります,,,,,,,,,,,,
,施策特筆事項：バレンタイン施策の関係で、チケット配布などが追加されます。ミッションやログボで後から調整が入る可能性があります。（担当：村松・平野）,,,,,,,,,,,,
,,,,,,,,,,,,,
,◆ログインボーナス,,,,,,,,,,,,
,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,
,施策名称,君のことが大大大大大好きな100人の彼女 いいジャン祭 特別ログインボーナス,,,※〇〇[半角スペース]いいジャン祭[半角スペース]特別ログインボーナス　例：怪獣8号 いいジャン祭 特別ログインボーナス,,,,,,,,
,開催期間,2/16 15:00,〜,3/2 3:59,,,,,,,,,
,,,,,,,,,,,,,
,"ログイン日数
（日別）",日付,プリズム,コイン,ピックアップガシャチケット,スペシャルガシャチケット,メモリーフラグメント・初級,メモリーフラグメント・中級,カラーメモリー・レッド,カラーメモリー・イエロー,カラーメモリー・ブルー,カラーメモリー・グリーン,報酬設定の有無
月,1,2/16 15:00,,,2,,,,,,,,2
火,2,2/17 4:00,,5000,,,,,,,,,5000
水,3,2/18 4:00,50,,,,,,,,,,50
木,4,2/19 4:00,,,,,15,,,,,,15
金,5,2/20 4:00,,,,,,,,600,,,600
土,6,2/21 4:00,,,,,,,,,600,,600
日,7,2/22 4:00,,,,2,,,,,,,2
月,8,2/23 4:00,,10000,,,,,,,,,10000
火,9,2/24 4:00,50,,,,,,,,,,50
水,10,2/25 4:00,,,,,,,600,,,,600
木,11,2/26 4:00,,,,,,,,,,600,600
金,12,2/27 4:00,,,,,,4,,,,,4
土,13,2/28 4:00,,,1,,,,,,,,1
日,14,3/1 4:00,,,,1,,,,,,,1
,,報酬合計数,100,15000,3,3,15,4,,,600,600,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,◆デイリークエスト,,,,,,,,,,,,
,,,,,,,,,,,,,
