ENABLE,id,mst_page_id,row,height,koma_line_layout_asset_key,koma1_asset_key,koma1_width,koma1_back_ground_offset,koma1_effect_type,koma1_effect_parameter1,koma1_effect_parameter2,koma1_effect_target_side,koma1_effect_target_colors,koma1_effect_target_roles,koma2_asset_key,koma2_width,koma2_back_ground_offset,koma2_effect_type,koma2_effect_parameter1,koma2_effect_parameter2,koma2_effect_target_side,koma2_effect_target_colors,koma2_effect_target_roles,koma3_asset_key,koma3_width,koma3_back_ground_offset,koma3_effect_type,koma3_effect_parameter1,koma3_effect_parameter2,koma3_effect_target_side,koma3_effect_target_colors,koma3_effect_target_roles,koma4_asset_key,koma4_width,koma4_back_ground_offset,koma4_effect_type,koma4_effect_parameter1,koma4_effect_parameter2,koma4_effect_target_side,koma4_effect_target_colors,koma4_effect_target_roles,release_key
e,pvp_osh_01_1,pvp_osh_01,1,0.55,1,osh_00001,1,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,202512020
e,pvp_osh_01_2,pvp_osh_01,2,0.55,11,osh_00001,0.4,-1,None,0,0,All,All,All,osh_00001,0.2,-1,None,0,0,All,All,All,osh_00001,0.4,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,pvp_osh_01_3,pvp_osh_01,3,0.55,1,osh_00001,1,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,,,__NULL__,None,,,__NULL__,,,202512020
e,normal_osh_00001_1,normal_osh_00001,1,0.55,6,osh_00001,0.5,-1,None,0,0,All,All,All,osh_00001,0.5,-1,None,0,0,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,normal_osh_00001_2,normal_osh_00001,2,0.55,7,osh_00001,0.33,-0.5,None,0,0,All,All,All,osh_00001,0.34,-0.5,None,0,0,All,All,All,osh_00001,0.33,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,normal_osh_00001_3,normal_osh_00001,3,0.55,6,osh_00001,0.5,-0.5,None,0,0,All,All,All,osh_00001,0.5,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,normal_osh_00001_4,normal_osh_00001,4,0.55,12,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,202512020
e,normal_osh_00002_1,normal_osh_00002,1,0.55,7,osh_00001,0.33,-1,None,0,0,All,All,All,osh_00001,0.34,-1,None,0,0,All,All,All,osh_00001,0.33,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,normal_osh_00002_2,normal_osh_00002,2,0.55,1,osh_00001,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,normal_osh_00002_3,normal_osh_00002,3,0.55,10,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.5,1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,normal_osh_00003_1,normal_osh_00003,1,0.55,6,osh_00001,0.5,-1,None,0,0,All,All,All,osh_00001,0.5,-1,None,0,0,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,normal_osh_00003_2,normal_osh_00003,2,0.55,7,osh_00001,0.33,-0.5,None,0,0,All,All,All,osh_00001,0.34,-0.5,Burn,400,750,Player,All,All,osh_00001,0.33,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,normal_osh_00003_3,normal_osh_00003,3,0.55,1,osh_00001,1,-0.5,Burn,400,750,Player,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,normal_osh_00003_4,normal_osh_00003,4,0.55,10,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.5,1,Burn,400,750,Player,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00001_1,hard_osh_00001,1,0.55,6,osh_00001,0.5,-1,None,0,0,All,All,All,osh_00001,0.5,-1,None,0,0,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00001_2,hard_osh_00001,2,0.55,7,osh_00001,0.33,-0.5,None,0,0,All,All,All,osh_00001,0.34,-0.5,Poison,1000,3,Player,All,All,osh_00001,0.33,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00001_3,hard_osh_00001,3,0.55,1,osh_00001,1,-0.5,Burn,1000,750,Player,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00001_4,hard_osh_00001,4,0.55,10,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.5,1,Burn,1000,750,Player,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00002_1,hard_osh_00002,1,0.55,7,osh_00001,0.33,-1,None,0,0,All,All,All,osh_00001,0.34,-1,None,0,0,All,All,All,osh_00001,0.33,-1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00002_2,hard_osh_00002,2,0.55,1,osh_00001,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00002_3,hard_osh_00002,3,0.55,10,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.5,1,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00003_1,hard_osh_00003,1,0.55,6,osh_00001,0.5,-1,None,0,0,All,All,All,osh_00001,0.5,-1,None,0,0,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00003_2,hard_osh_00003,2,0.55,7,osh_00001,0.33,-0.5,None,0,0,All,All,All,osh_00001,0.34,-0.5,None,0,0,All,All,All,osh_00001,0.33,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00003_3,hard_osh_00003,3,0.55,6,osh_00001,0.5,-0.5,None,0,0,All,All,All,osh_00001,0.5,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,hard_osh_00003_4,hard_osh_00003,4,0.55,12,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,202512020
e,veryhard_osh_00001_1,veryhard_osh_00001,1,0.55,6,osh_00001,0.5,-1,None,0,0,All,All,All,osh_00001,0.5,-1,Burn,300,800,Player,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,veryhard_osh_00001_2,veryhard_osh_00001,2,0.55,7,osh_00001,0.33,-0.5,None,0,0,All,All,All,osh_00001,0.34,-0.5,None,0,0,All,All,All,osh_00001,0.33,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,veryhard_osh_00001_3,veryhard_osh_00001,3,0.55,6,osh_00001,0.5,-0.5,None,0,0,All,All,All,osh_00001,0.5,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,veryhard_osh_00001_4,veryhard_osh_00001,4,0.55,12,osh_00001,0.25,1,Burn,300,800,Player,All,All,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,osh_00001,0.25,1,None,0,0,All,All,All,202512020
e,veryhard_osh_00002_1,veryhard_osh_00002,1,0.55,6,osh_00001,0.5,-1,SlipDamage,400,0,Player,All,All,osh_00001,0.5,-1,Burn,300,800,Player,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,veryhard_osh_00002_2,veryhard_osh_00002,2,0.55,7,osh_00001,0.33,-0.5,None,0,0,All,All,All,osh_00001,0.34,-0.5,None,0,0,All,All,All,osh_00001,0.33,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
e,veryhard_osh_00002_3,veryhard_osh_00002,3,0.55,1,osh_00001,1,-0.5,None,0,0,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,All,All,All,,,__NULL__,None,,,__NULL__,,,202512020
