ENABLE,release_key,id,mst_artwork_id,drop_group_id,drop_percentage,rarity,asset_num
e,202512020,artwork_fragment_osh_00101,artwork_osh_0001,osh_a_0001,30,SSR,16
e,202512020,artwork_fragment_osh_00102,artwork_osh_0001,osh_a_0001,30,SSR,11
e,202512020,artwork_fragment_osh_00103,artwork_osh_0001,osh_a_0001,30,SSR,08
e,202512020,artwork_fragment_osh_00104,artwork_osh_0001,osh_a_0001,30,SSR,15
e,202512020,artwork_fragment_osh_00105,artwork_osh_0001,osh_a_0001,30,SSR,07
e,202512020,artwork_fragment_osh_00106,artwork_osh_0001,osh_a_0002,30,SSR,02
e,202512020,artwork_fragment_osh_00107,artwork_osh_0001,osh_a_0002,30,SSR,03
e,202512020,artwork_fragment_osh_00108,artwork_osh_0001,osh_a_0002,30,SSR,06
e,202512020,artwork_fragment_osh_00109,artwork_osh_0001,osh_a_0002,30,SSR,04
e,202512020,artwork_fragment_osh_00110,artwork_osh_0001,osh_a_0002,30,SSR,05
e,202512020,artwork_fragment_osh_00111,artwork_osh_0001,osh_a_0003,30,SSR,14
e,202512020,artwork_fragment_osh_00112,artwork_osh_0001,osh_a_0003,30,SSR,01
e,202512020,artwork_fragment_osh_00113,artwork_osh_0001,osh_a_0003,30,SSR,10
e,202512020,artwork_fragment_osh_00114,artwork_osh_0001,osh_a_0003,30,SSR,12
e,202512020,artwork_fragment_osh_00115,artwork_osh_0001,osh_a_0003,30,SSR,09
e,202512020,artwork_fragment_osh_00116,artwork_osh_0001,osh_a_0003,30,SSR,13
e,202512020,artwork_fragment_osh_00217,artwork_osh_0002,osh_b_0001,30,SSR,15
e,202512020,artwork_fragment_osh_00218,artwork_osh_0002,osh_b_0001,30,SSR,07
e,202512020,artwork_fragment_osh_00219,artwork_osh_0002,osh_b_0001,30,SSR,11
e,202512020,artwork_fragment_osh_00220,artwork_osh_0002,osh_b_0001,30,SSR,06
e,202512020,artwork_fragment_osh_00221,artwork_osh_0002,osh_b_0001,30,SSR,02
e,202512020,artwork_fragment_osh_00222,artwork_osh_0002,osh_b_0002,30,SSR,13
e,202512020,artwork_fragment_osh_00223,artwork_osh_0002,osh_b_0002,30,SSR,10
e,202512020,artwork_fragment_osh_00224,artwork_osh_0002,osh_b_0002,30,SSR,03
e,202512020,artwork_fragment_osh_00225,artwork_osh_0002,osh_b_0002,30,SSR,01
e,202512020,artwork_fragment_osh_00226,artwork_osh_0002,osh_b_0002,30,SSR,16
e,202512020,artwork_fragment_osh_00227,artwork_osh_0002,osh_b_0003,30,SSR,05
e,202512020,artwork_fragment_osh_00228,artwork_osh_0002,osh_b_0003,30,SSR,12
e,202512020,artwork_fragment_osh_00229,artwork_osh_0002,osh_b_0003,30,SSR,14
e,202512020,artwork_fragment_osh_00230,artwork_osh_0002,osh_b_0003,30,SSR,04
e,202512020,artwork_fragment_osh_00231,artwork_osh_0002,osh_b_0003,30,SSR,08
e,202512020,artwork_fragment_osh_00232,artwork_osh_0002,osh_b_0003,30,SSR,09
e,202512020,artwork_fragment_osh_00333,artwork_osh_0003,osh_c_0001,100,SSR,05
e,202512020,artwork_fragment_osh_00334,artwork_osh_0003,osh_c_0001,100,SSR,15
e,202512020,artwork_fragment_osh_00335,artwork_osh_0003,osh_c_0001,100,SSR,06
e,202512020,artwork_fragment_osh_00336,artwork_osh_0003,osh_c_0001,100,SSR,08
e,202512020,artwork_fragment_osh_00337,artwork_osh_0003,osh_c_0001,100,SSR,14
e,202512020,artwork_fragment_osh_00338,artwork_osh_0003,osh_c_0002,100,SSR,03
e,202512020,artwork_fragment_osh_00339,artwork_osh_0003,osh_c_0002,100,SSR,04
e,202512020,artwork_fragment_osh_00340,artwork_osh_0003,osh_c_0002,100,SSR,13
e,202512020,artwork_fragment_osh_00341,artwork_osh_0003,osh_c_0002,100,SSR,16
e,202512020,artwork_fragment_osh_00342,artwork_osh_0003,osh_c_0002,100,SSR,12
e,202512020,artwork_fragment_osh_00343,artwork_osh_0003,osh_c_0003,100,SSR,01
e,202512020,artwork_fragment_osh_00344,artwork_osh_0003,osh_c_0003,100,SSR,11
e,202512020,artwork_fragment_osh_00345,artwork_osh_0003,osh_c_0003,100,SSR,02
e,202512020,artwork_fragment_osh_00346,artwork_osh_0003,osh_c_0003,100,SSR,09
e,202512020,artwork_fragment_osh_00347,artwork_osh_0003,osh_c_0003,100,SSR,07
e,202512020,artwork_fragment_osh_00348,artwork_osh_0003,osh_c_0003,100,SSR,10
e,202512020,artwork_fragment_event_osh_00001,artwork_event_osh_0001,event_osh_a_0001,100,SSR,1
e,202512020,artwork_fragment_event_osh_00002,artwork_event_osh_0001,event_osh_a_0001,100,SSR,2
e,202512020,artwork_fragment_event_osh_00003,artwork_event_osh_0001,event_osh_a_0001,100,SSR,10
e,202512020,artwork_fragment_event_osh_00004,artwork_event_osh_0001,event_osh_a_0002,100,SSR,8
e,202512020,artwork_fragment_event_osh_00005,artwork_event_osh_0001,event_osh_a_0002,100,SSR,9
e,202512020,artwork_fragment_event_osh_00006,artwork_event_osh_0001,event_osh_a_0002,100,SSR,5
e,202512020,artwork_fragment_event_osh_00007,artwork_event_osh_0001,event_osh_a_0003,30,SSR,3
e,202512020,artwork_fragment_event_osh_00008,artwork_event_osh_0001,event_osh_a_0003,30,SSR,11
e,202512020,artwork_fragment_event_osh_00009,artwork_event_osh_0001,event_osh_a_0003,30,SSR,16
e,202512020,artwork_fragment_event_osh_00010,artwork_event_osh_0001,event_osh_a_0003,30,SSR,12
e,202512020,artwork_fragment_event_osh_00011,artwork_event_osh_0001,event_osh_a_0003,30,SSR,6
e,202512020,artwork_fragment_event_osh_00012,artwork_event_osh_0001,event_osh_a_0003,30,SSR,7
e,202512020,artwork_fragment_event_osh_00013,artwork_event_osh_0001,event_osh_a_0003,30,SSR,15
e,202512020,artwork_fragment_event_osh_00014,artwork_event_osh_0001,event_osh_a_0003,30,SSR,4
e,202512020,artwork_fragment_event_osh_00015,artwork_event_osh_0001,event_osh_a_0003,30,SSR,13
e,202512020,artwork_fragment_event_osh_00016,artwork_event_osh_0001,event_osh_a_0003,30,SSR,14
e,202512020,artwork_fragment_event_osh_00101,artwork_event_osh_0002,event_osh_b_0001,100,SSR,9
e,202512020,artwork_fragment_event_osh_00102,artwork_event_osh_0002,event_osh_b_0001,100,SSR,15
e,202512020,artwork_fragment_event_osh_00103,artwork_event_osh_0002,event_osh_b_0001,100,SSR,10
e,202512020,artwork_fragment_event_osh_00104,artwork_event_osh_0002,event_osh_b_0001,100,SSR,3
e,202512020,artwork_fragment_event_osh_00105,artwork_event_osh_0002,event_osh_b_0001,100,SSR,6
e,202512020,artwork_fragment_event_osh_00106,artwork_event_osh_0002,event_osh_b_0001,100,SSR,12
e,202512020,artwork_fragment_event_osh_00107,artwork_event_osh_0002,event_osh_b_0002,100,SSR,8
e,202512020,artwork_fragment_event_osh_00108,artwork_event_osh_0002,event_osh_b_0002,100,SSR,16
e,202512020,artwork_fragment_event_osh_00109,artwork_event_osh_0002,event_osh_b_0002,100,SSR,4
e,202512020,artwork_fragment_event_osh_00110,artwork_event_osh_0002,event_osh_b_0002,100,SSR,2
e,202512020,artwork_fragment_event_osh_00111,artwork_event_osh_0002,event_osh_b_0002,100,SSR,14
e,202512020,artwork_fragment_event_osh_00112,artwork_event_osh_0002,event_osh_b_0003,100,SSR,13
e,202512020,artwork_fragment_event_osh_00113,artwork_event_osh_0002,event_osh_b_0003,100,SSR,1
e,202512020,artwork_fragment_event_osh_00114,artwork_event_osh_0002,event_osh_b_0003,100,SSR,5
e,202512020,artwork_fragment_event_osh_00115,artwork_event_osh_0002,event_osh_b_0003,100,SSR,11
e,202512020,artwork_fragment_event_osh_00116,artwork_event_osh_0002,event_osh_b_0003,100,SSR,7
