ENABLE,id,mst_store_product_id,product_type,purchasable_count,paid_amount,display_priority,start_date,end_date,release_key
e,37,37,Pack,1,,18,"2026-01-01 00:00:00","2026-01-16 10:59:59",202512020
e,38,38,Diamond,1,320,106,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,39,39,Diamond,1,1680,105,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,40,40,Diamond,1,3220,104,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,41,41,Diamond,1,5280,103,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,42,42,Diamond,1,7500,102,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,43,43,Diamond,1,12000,101,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,44,44,Pack,1,,24,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,45,45,Pack,2,,23,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,46,46,Pack,1,,22,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,47,47,Pack,1,,21,"2026-01-01 00:00:00","2026-01-15 10:59:59",202512020
e,48,48,Pass,1,,23,"2026-01-01 00:00:00","2026-01-15 03:59:59",202512020
e,51,51,Pack,1,,17,"2026-01-01 00:00:00","2026-02-02 10:59:59",202512020
