ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,target_mst_series_ids,target_mst_character_ids,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter,effect_value
e,202601010,chara_jig_00401_Normal_00000,chara_jig_00401_Normal_00000,1,0,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,100.0,None,0,0,0,""
e,202601010,chara_jig_00401_Special_00001_01,chara_jig_00401_Special_00001,1,4,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,17.0,Burn,-1,150,3000,""
e,202601010,chara_jig_00401_Special_00001_02,chara_jig_00401_Special_00001,2,45,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,34.0,None,0,0,0,""
e,202601010,chara_jig_00401_Special_00001_03,chara_jig_00401_Special_00001,3,75,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,119.0,None,0,0,0,""
e,202601010,chara_jig_00401_Special_00002_01,chara_jig_00401_Special_00002,1,4,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,19.0,Burn,-1,300,6000,""
e,202601010,chara_jig_00401_Special_00002_02,chara_jig_00401_Special_00002,2,45,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,38.0,None,0,0,0,""
e,202601010,chara_jig_00401_Special_00002_03,chara_jig_00401_Special_00002,3,75,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,135.0,None,0,0,0,""
e,202601010,chara_jig_00401_Special_00003_01,chara_jig_00401_Special_00003,1,4,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,21.0,Burn,-1,450,9000,""
e,202601010,chara_jig_00401_Special_00003_02,chara_jig_00401_Special_00003,2,45,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,41.0,None,0,0,0,""
e,202601010,chara_jig_00401_Special_00003_03,chara_jig_00401_Special_00003,3,75,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,145.0,None,0,0,0,""
e,202601010,chara_jig_00401_Special_00004_01,chara_jig_00401_Special_00004,1,4,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,22.0,Burn,-1,450,10200,""
e,202601010,chara_jig_00401_Special_00004_02,chara_jig_00401_Special_00004,2,45,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,44.0,None,0,0,0,""
e,202601010,chara_jig_00401_Special_00004_03,chara_jig_00401_Special_00004,3,75,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,152.0,None,0,0,0,""
e,202601010,chara_jig_00401_Special_00005_01,chara_jig_00401_Special_00005,1,4,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,23.0,Burn,-1,450,12000,""
e,202601010,chara_jig_00401_Special_00005_02,chara_jig_00401_Special_00005,2,45,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,45.0,None,0,0,0,""
e,202601010,chara_jig_00401_Special_00005_03,chara_jig_00401_Special_00005,3,75,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,"","",Damage,Normal,0,0,dageki_1,1,100,Percentage,157.0,None,0,0,0,""
