,01_概要,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,地獄楽 いいジャン祭,,,,,,,,,
,,,,,,,,,,
,地獄楽 いいジャン祭,,,,,,,,,
,,,,,,,,,,
,"◼︎施策名
　地獄楽 いいジャン祭",,,,,,,,,
,,,260116_地獄楽 いいジャン祭 企画書,担当：村松,,,,,,
,■内容,,,,,,,,,
,"少年ジャンプ+ ジャンブルラッシュ内において、「地獄楽」をピックアップしたイベントとして、
『原作コミック「1巻〜4巻」のストーリー再現』をテーマに据えます！
「賊王 亜左 弔兵衛」と「山田浅ェ門 桐馬」のエピソードや、画眉丸とメイの出会い、
「民谷 巌鉄斎」の共闘関係にいたるまでのエピソードを中心に展開します。
　
　なお、イベントの実施時期は、2026年1月中旬からを予定しております。",,,,,,,,,
,,,,,,,,,,
,"◼︎開催期間（予定）
　01/16（金）15:00〜2/16（月）10:59",,,,,,,,,
,,,,,,,,,,
,"◼︎メイン課金ポイント
　地獄楽 いいジャン祭 新キャラ ピックアップガシャ
　「賊王 亜左 弔兵衛」（UR）、「山田浅ェ門 桐馬」（SSR）",,,,,,,,,
,,,,,,,,,,
,"◼︎主要コンテンツ
・地獄楽 いいジャン祭 特別ミッションを達成し豪華報酬をGETしよう！
・地獄楽 いいジャン祭限定のイベントキャラ「メイ」「民谷 巌鉄斎」をそれぞれGETしよう！
　⇨このいいジャン祭を遊び切ると、「メイ」「民谷 巌鉄斎」は最大グレード強化が可能になります！
・降臨バトルで報酬を獲得しつつランキング上位を目指そう！
・地獄楽の原作モチーフのエンブレムをGETしよう！",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,施策一覧,,,,,,,,,
,,,,,,,,,,
,カテゴリー,,,施策名称,開始日,終了日,備考,,,
,【デイリー】,,,本能が告げている 危険だと,2026/01/16 15:00,2026/02/02 3:59,,,,
,"【ストーリー】
画眉丸編",,,必ず生きて帰る,2026/01/16 15:00,2026/02/16 10:59,,,,
,"【ストーリー】
共闘関係編",,,朱印の者たち,2026/01/21 15:00,2026/02/16 10:59,,,,
,【チャレンジ】,,,死罪人と首切り役人,2026/01/16 15:00,2026/02/16 10:59,,,,
,【高難易度】,,,手負いの獣は恐ろしいぞ,2026/01/16 15:00,2026/02/16 10:59,,,,
,【降臨バトル】,,,まるで 悪夢を見ているようだ,2026/01/23 15:00,2026/01/29 14:59,,,,
,【ログインボーナス】,,,地獄楽 いいジャン祭 特別ログインボーナス,2026/01/16 15:00,2026/02/02 3:59,,,,
,【ミッション】,,,地獄楽 いいジャン祭 特別ミッション,2026/01/16 15:00,2026/02/16 10:59,,,,
,【コイン獲得クエスト】,,,コイン獲得クエスト キャラボーナス,2026/01/16 15:00,2026/02/16 10:59,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,新キャラ一覧,,,,,,,,,
,,,,,,,,,,
,キャラID,,,キャラ名,,獲得場所,レアリティ,獲得属性色,備考,
,chara_jig_00401,,,賊王 亜左 弔兵衛,,ピックアップガシャ,UR,無,,
,chara_jig_00501,,,山田浅ェ門 桐馬,,ピックアップガシャ,SSR,緑,,
,chara_jig_00601,,,民谷 巌鉄斎,,イベント報酬,SR,青,,
,chara_jig_00701,,,メイ,,イベント報酬,SR,無,,
,enemy_jig_00501,,,山田浅ェ門 源嗣,,,,,敵専用,
,enemy_jig_00601,,,朱槿,,,,,敵専用,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,新アイテム一覧,,,,,,,,,
,,,,,,,,,,
,アイテムID,,,アイテム名,,ID管理シート,備考,,,記載したい物
,piece_jig_00401,,,賊王 亜左 弔兵衛のかけら,,GLOW_ID 管理,,,,キャラのかけら
,piece_jig_00501,,,山田浅ェ門 桐馬のかけら,,GLOW_ID 管理,,,,
,piece_jig_00601,,,民谷 巌鉄斎のかけら,,GLOW_ID 管理,,,,
,piece_jig_00701,,,メイのかけら,,GLOW_ID 管理,,,,
,memory_chara_jig_00601,,,民谷 巌鉄斎のメモリー,,GLOW_ID 管理,,,,キャラ専用カラーメモリー
,memory_chara_jig_00701,,,メイのメモリー,,GLOW_ID 管理,,,,
,emblem_event_jig_00001,,,神仙郷,,GLOW_ID 管理,,,,エンブレム
,emblem_adventbattle_jig_season01_00001,,,罪人(1位),,GLOW_ID 管理,,,,
,emblem_adventbattle_jig_season01_00002,,,罪人(2位),,GLOW_ID 管理,,,,
,emblem_adventbattle_jig_season01_00003,,,罪人(3位),,GLOW_ID 管理,,,,
,emblem_adventbattle_jig_season01_00004,,,罪人(4~50位),,GLOW_ID 管理,,,,
,emblem_adventbattle_jig_season01_00005,,,罪人(51~300位),,GLOW_ID 管理,,,,
,emblem_adventbattle_jig_season01_00006,,,"罪人(301～1,000位)",,GLOW_ID 管理,,,,
,artwork_event_jig_0001,,,必ず生きて帰る,,GLOW_ID 管理,,,,原画のかけら（完成）
,artwork_event_jig_0002,,,兄は弟の道標だ！！,,GLOW_ID 管理,,,,
,,,,,,,,,,
,,,,,,,,,,ガシャチケット
,,,,,,,,,,エネミー専用キャラ（新キャラ一覧へ）
