,地獄楽 いいジャン祭,,,,,
,,,,,,
,施策一覧,,,,,
,▼コンテンツの情報を全てココに記載してください。「施策」に反映されます。,,,,,
,カテゴリー,施策名称,開始日,終了日,備考（ピックアップや配布キャラなどを記載する）,仕様書(リンク)
,【デイリー】,本能が告げている 危険だと,2026/01/16 15:00,2026/02/02 3:59,,https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=289913871#gid=289913871&range=42:42
,"【ストーリー】
画眉丸編",必ず生きて帰る,2026/01/16 15:00,2026/02/16 10:59,SR_メイ_無,https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=289913871#gid=289913871&range=69:69
,"【ストーリー】
共闘関係編",朱印の者たち,2026/01/21 15:00,2026/02/16 10:59,SR_民谷 巌鉄斎_青,https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=289913871#gid=289913871&range=156:156
,【チャレンジ】,死罪人と首切り役人,2026/01/16 15:00,2026/02/16 10:59,,https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=289913871#gid=289913871&range=247:247
,【高難易度】,手負いの獣は恐ろしいぞ,2026/01/16 15:00,2026/02/16 10:59,,https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=289913871#gid=289913871&range=314:314
,【降臨バトル】,まるで 悪夢を見ているようだ,2026/01/23 15:00,2026/01/29 14:59,,https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=1959891932#gid=1959891932&range=1:1
,【ログインボーナス】,地獄楽 いいジャン祭 特別ログインボーナス,2026/01/16 15:00,2026/02/02 3:59,,https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=289913871#gid=289913871&range=15:15
,【ミッション】,地獄楽 いいジャン祭 特別ミッション,2026/01/16 15:00,2026/02/16 10:59,,https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=1875707542#gid=1875707542&range=A1
,【コイン獲得クエスト】,コイン獲得クエスト キャラボーナス,2026/01/16 15:00,2026/02/16 10:59,,https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=289913871#gid=289913871&range=368:368
,【ピックアップガシャA】,地獄楽 いいジャン祭ピックアップガシャA,2026/01/16 12:00,2026/02/16 10:59,"UR_賊王 亜左 弔兵衛_無
SSR_山田浅ェ門 桐馬_緑",https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=1315731856#gid=1315731856&range=3:3
,【ピックアップガシャB】,地獄楽 いいジャン祭ピックアップガシャB,2026/01/16 12:00,2026/02/16 10:59,"UR_がらんの画眉丸_赤
SSR_山田浅ェ門 桐馬_緑",https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=1256031760#gid=1256031760&range=3:3
,【いいジャン祭パック】,【お一人様1回まで購入可】いいジャン祭パック,2026/01/16 15:00,2026/02/02 10:59,,https://docs.google.com/spreadsheets/d/1UzjTg1JnhhuZ_yq2nGf1sygSgkRX_2FPFCLiSJ2bdDo/edit?gid=1726397202#gid=1726397202&range=3:3
