ENABLE,id,mst_stage_id,reset_type,clearable_count,ad_challenge_count,mst_stage_rule_group_id,start_at,end_at,release_key,background_asset_key
e,71,event_mag1_1day_00001,Daily,1,0,__NULL__,"2025-11-06 15:00:00","2025-11-25 03:59:59",202511010,glo_00001
e,72,event_mag1_charaget01_00001,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
e,73,event_mag1_charaget01_00002,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
e,74,event_mag1_charaget01_00003,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
e,75,event_mag1_charaget01_00004,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
e,76,event_mag1_charaget01_00005,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
e,77,event_mag1_charaget01_00006,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
e,78,event_mag1_charaget01_00007,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
e,79,event_mag1_charaget01_00008,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
e,80,event_mag1_charaget02_00001,__NULL__,,0,__NULL__,"2025-11-12 15:00:00","2025-12-08 10:59:59",202511010,glo_00011
e,81,event_mag1_charaget02_00002,__NULL__,,0,__NULL__,"2025-11-12 15:00:00","2025-12-08 10:59:59",202511010,glo_00011
e,82,event_mag1_charaget02_00003,__NULL__,,0,__NULL__,"2025-11-12 15:00:00","2025-12-08 10:59:59",202511010,glo_00011
e,83,event_mag1_charaget02_00004,__NULL__,,0,__NULL__,"2025-11-12 15:00:00","2025-12-08 10:59:59",202511010,glo_00011
e,84,event_mag1_charaget02_00005,__NULL__,,0,__NULL__,"2025-11-12 15:00:00","2025-12-08 10:59:59",202511010,glo_00011
e,85,event_mag1_charaget02_00006,__NULL__,,0,__NULL__,"2025-11-12 15:00:00","2025-12-08 10:59:59",202511010,glo_00011
e,86,event_mag1_charaget02_00007,__NULL__,,0,__NULL__,"2025-11-12 15:00:00","2025-12-08 10:59:59",202511010,glo_00011
e,87,event_mag1_charaget02_00008,__NULL__,,0,__NULL__,"2025-11-12 15:00:00","2025-12-08 10:59:59",202511010,glo_00011
e,88,event_mag1_challenge01_00001,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,glo_00008
e,89,event_mag1_challenge01_00002,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,glo_00008
e,90,event_mag1_challenge01_00003,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,glo_00008
e,91,event_mag1_challenge01_00004,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,glo_00008
e,92,event_mag1_savage_00001,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
e,93,event_mag1_savage_00002,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
e,94,event_mag1_savage_00003,__NULL__,,0,__NULL__,"2025-11-06 15:00:00","2025-12-08 10:59:59",202511010,mag_00002
