ENABLE,release_key,id,mst_unit_id,unit_grade,attack_kind,killer_colors,killer_percentage,action_frames,attack_delay,next_attack_interval,asset_key
e,202511010,chara_mag_00201_Normal_00000,chara_mag_00201,0,Normal,,,59,21,150,
e,202511010,chara_mag_00201_Special_00001,chara_mag_00201,1,Special,,,136,0,0,
e,202511010,chara_mag_00201_Special_00002,chara_mag_00201,2,Special,,,136,0,0,
e,202511010,chara_mag_00201_Special_00003,chara_mag_00201,3,Special,,,136,0,0,
e,202511010,chara_mag_00201_Special_00004,chara_mag_00201,4,Special,,,136,0,0,
e,202511010,chara_mag_00201_Special_00005,chara_mag_00201,5,Special,,,136,0,0,
e,202511010,chara_mag_00301_Normal_00000,chara_mag_00301,0,Normal,,,80,30,125,
e,202511010,chara_mag_00301_Special_00001,chara_mag_00301,1,Special,,,125,50,0,
e,202511010,chara_mag_00301_Special_00002,chara_mag_00301,2,Special,,,125,50,0,
e,202511010,chara_mag_00301_Special_00003,chara_mag_00301,3,Special,,,125,50,0,
e,202511010,chara_mag_00301_Special_00004,chara_mag_00301,4,Special,,,125,50,0,
e,202511010,chara_mag_00301_Special_00005,chara_mag_00301,5,Special,,,125,50,0,
e,202511010,chara_mag_00401_Normal_00000,chara_mag_00401,0,Normal,,,66,30,50,
e,202511010,chara_mag_00401_Special_00001,chara_mag_00401,1,Special,,,94,31,0,
e,202511010,chara_mag_00401_Special_00002,chara_mag_00401,2,Special,,,94,31,0,
e,202511010,chara_mag_00401_Special_00003,chara_mag_00401,3,Special,,,94,31,0,
e,202511010,chara_mag_00401_Special_00004,chara_mag_00401,4,Special,,,94,31,0,
e,202511010,chara_mag_00401_Special_00005,chara_mag_00401,5,Special,,,94,31,0,
e,202511010,chara_mag_00501_Normal_00000,chara_mag_00501,0,Normal,,,0,0,100,
e,202511010,chara_mag_00501_Special_00001,chara_mag_00501,1,Special,,,117,0,0,
e,202511010,chara_mag_00501_Special_00002,chara_mag_00501,2,Special,,,117,0,0,
e,202511010,chara_mag_00501_Special_00003,chara_mag_00501,3,Special,,,117,0,0,
e,202511010,chara_mag_00501_Special_00004,chara_mag_00501,4,Special,,,117,0,0,
e,202511010,chara_mag_00501_Special_00005,chara_mag_00501,5,Special,,,117,0,0,
e,202511010,e_mag_00301_1d1c_Normal_Colorless_Normal_00000,e_mag_00301_1d1c_Normal_Colorless,0,Normal,,,75,37,100,
e,202511010,e_mag_00301_siget_Normal_Colorless_Normal_00000,e_mag_00301_siget_Normal_Colorless,0,Normal,,,75,37,75,
e,202511010,e_mag_00301_siget_Normal_Yellow_Normal_00000,e_mag_00301_siget_Normal_Yellow,0,Normal,,,75,37,50,
e,202511010,e_mag_00201_siget_Boss_Colorless_Normal_00000,e_mag_00201_siget_Boss_Colorless,0,Normal,,,75,37,90,
e,202511010,e_mag_00201_siget_Boss_Colorless_Appearance_00001,e_mag_00201_siget_Boss_Colorless,0,Appearance,,,50,0,0,
