ENABLE,id,mst_stage_id,reward_category,resource_type,resource_id,resource_amount,percentage,sort_order,release_key
e,609,event_you1_1day_00001,FirstClear,FreeDiamond,prism_glo_00001,20,100,1,202602015
e,610,event_you1_1day_00001,Random,Coin,,2000,50,2,202602015
e,611,event_you1_1day_00001,Random,Coin,,4000,40,3,202602015
e,612,event_you1_1day_00001,Random,FreeDiamond,prism_glo_00001,30,30,4,202602015
e,613,event_you1_charaget01_00001,FirstClear,Unit,chara_you_00201,1,100,1,202602015
e,614,event_you1_charaget01_00001,FirstClear,FreeDiamond,prism_glo_00001,40,100,2,202602015
e,615,event_you1_charaget01_00001,FirstClear,Coin,,500,100,3,202602015
e,616,event_you1_charaget01_00001,Random,Item,piece_you_00201,1,10,4,202602015
e,617,event_you1_charaget01_00002,FirstClear,FreeDiamond,prism_glo_00001,40,100,1,202602015
e,618,event_you1_charaget01_00002,FirstClear,Item,memory_chara_you_00201,200,100,2,202602015
e,619,event_you1_charaget01_00002,FirstClear,Coin,,500,100,3,202602015
e,620,event_you1_charaget01_00002,Random,Item,piece_you_00201,1,20,4,202602015
e,621,event_you1_charaget01_00003,FirstClear,FreeDiamond,prism_glo_00001,40,100,1,202602015
e,622,event_you1_charaget01_00003,FirstClear,Item,memory_chara_you_00201,300,100,2,202602015
e,623,event_you1_charaget01_00003,FirstClear,Coin,,500,100,3,202602015
e,624,event_you1_charaget01_00003,Random,Item,piece_you_00201,3,30,4,202602015
e,625,event_you1_charaget01_00004,FirstClear,FreeDiamond,prism_glo_00001,40,100,1,202602015
e,626,event_you1_charaget01_00004,FirstClear,Item,memory_chara_you_00201,300,100,2,202602015
e,627,event_you1_charaget01_00004,FirstClear,Item,memoryfragment_glo_00001,15,100,3,202602015
e,628,event_you1_charaget01_00004,Random,Item,piece_you_00201,3,30,4,202602015
e,629,event_you1_charaget01_00004,FirstClear,Coin,,500,100,5,202602015
e,630,event_you1_charaget01_00005,FirstClear,FreeDiamond,prism_glo_00001,40,100,1,202602015
e,631,event_you1_charaget01_00005,FirstClear,Item,memory_chara_you_00201,300,100,2,202602015
e,632,event_you1_charaget01_00005,FirstClear,Item,memoryfragment_glo_00002,10,100,3,202602015
e,633,event_you1_charaget01_00005,Random,Item,piece_you_00201,3,45,4,202602015
e,634,event_you1_charaget01_00005,FirstClear,Coin,,500,100,5,202602015
e,635,event_you1_charaget01_00006,FirstClear,FreeDiamond,prism_glo_00001,40,100,1,202602015
e,636,event_you1_charaget01_00006,FirstClear,Item,memoryfragment_glo_00003,1,100,2,202602015
e,637,event_you1_charaget01_00006,Random,Item,piece_you_00201,5,60,3,202602015
e,638,event_you1_charaget01_00006,FirstClear,Coin,,500,100,4,202602015
e,639,event_you1_charaget02_00001,FirstClear,Unit,chara_you_00301,1,100,1,202602015
e,640,event_you1_charaget02_00001,FirstClear,FreeDiamond,,40,100,2,202602015
e,641,event_you1_charaget02_00001,FirstClear,Coin,,500,100,3,202602015
e,642,event_you1_charaget02_00001,Random,Item,piece_you_00301,1,10,4,202602015
e,643,event_you1_charaget02_00002,FirstClear,FreeDiamond,,40,100,1,202602015
e,644,event_you1_charaget02_00002,FirstClear,Item,memory_chara_you_00301,200,100,2,202602015
e,645,event_you1_charaget02_00002,FirstClear,Coin,,500,100,3,202602015
e,646,event_you1_charaget02_00002,Random,Item,piece_you_00301,1,20,4,202602015
e,647,event_you1_charaget02_00003,FirstClear,FreeDiamond,,40,100,1,202602015
e,648,event_you1_charaget02_00003,FirstClear,Item,memory_chara_you_00301,300,100,2,202602015
e,649,event_you1_charaget02_00003,FirstClear,Coin,,500,100,3,202602015
e,650,event_you1_charaget02_00003,Random,Item,piece_you_00301,2,30,4,202602015
e,651,event_you1_charaget02_00004,FirstClear,FreeDiamond,,40,100,1,202602015
e,652,event_you1_charaget02_00004,FirstClear,Item,memory_chara_you_00301,300,100,2,202602015
e,653,event_you1_charaget02_00004,FirstClear,Item,memoryfragment_glo_00001,15,100,3,202602015
e,654,event_you1_charaget02_00004,FirstClear,Coin,,500,100,4,202602015
e,655,event_you1_charaget02_00004,Random,Item,piece_you_00301,2,35,5,202602015
e,656,event_you1_charaget02_00005,FirstClear,FreeDiamond,,40,100,1,202602015
e,657,event_you1_charaget02_00005,FirstClear,Item,memory_chara_you_00301,300,100,2,202602015
e,658,event_you1_charaget02_00005,FirstClear,Item,memoryfragment_glo_00002,10,100,3,202602015
e,659,event_you1_charaget02_00005,FirstClear,Coin,,500,100,5,202602015
e,660,event_you1_charaget02_00005,Random,Item,piece_you_00301,3,45,5,202602015
e,661,event_you1_charaget02_00006,FirstClear,FreeDiamond,,40,100,1,202602015
e,662,event_you1_charaget02_00006,FirstClear,Item,memoryfragment_glo_00003,1,100,2,202602015
e,663,event_you1_charaget02_00006,FirstClear,Coin,,500,100,4,202602015
e,664,event_you1_charaget02_00006,Random,Item,piece_you_00301,5,60,4,202602015
e,665,event_you1_savage_00001,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202602015
e,666,event_you1_savage_00001,FirstClear,Item,ticket_glo_00002,1,100,2,202602015
e,667,event_you1_savage_00002,FirstClear,FreeDiamond,prism_glo_00001,100,100,1,202602015
e,668,event_you1_savage_00002,FirstClear,Item,ticket_glo_00002,1,100,2,202602015
e,669,event_you1_savage_00003,FirstClear,Emblem,emblem_event_you_00001,1,100,1,202602015
e,670,event_you1_savage_00003,FirstClear,Coin,,5000,100,2,202602015
e,671,event_you1_challenge_00001,FirstClear,Item,ticket_glo_00003,1,100,1,202602015
e,672,event_you1_challenge_00002,FirstClear,Item,ticket_glo_00003,1,100,1,202602015
e,673,event_you1_challenge_00003,FirstClear,Item,piece_you_00101,50,100,1,202602015
e,674,event_you1_challenge_00003,FirstClear,Item,ticket_glo_00003,1,100,2,202602015
e,675,event_you1_challenge_00004,FirstClear,Item,piece_you_00001,50,100,1,202602015
e,676,event_you1_challenge_00004,FirstClear,Item,ticket_glo_00003,1,100,2,202602015
