ENABLE,id,content_type,target_id,rule_type,rule_value,start_at,end_at,release_key
e,event_you1_challenge_00001_1,Stage,event_you1_challenge_00001,SpeedAttack,1000,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_challenge_00001_2,Stage,event_you1_challenge_00001,NoContinue,1,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_challenge_00002_1,Stage,event_you1_challenge_00002,SpeedAttack,1000,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_challenge_00002_2,Stage,event_you1_challenge_00002,NoContinue,1,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_challenge_00003_1,Stage,event_you1_challenge_00003,SpeedAttack,1000,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_challenge_00003_2,Stage,event_you1_challenge_00003,NoContinue,1,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_challenge_00004_1,Stage,event_you1_challenge_00004,SpeedAttack,1000,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_challenge_00004_2,Stage,event_you1_challenge_00004,NoContinue,1,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00001_1,Stage,event_you1_savage_00001,SpeedAttack,1000,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00001_2,Stage,event_you1_savage_00001,NoContinue,1,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00002_1,Stage,event_you1_savage_00002,SpeedAttack,1000,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00002_2,Stage,event_you1_savage_00002,NoContinue,1,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00003_1,Stage,event_you1_savage_00003,SpeedAttack,1000,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00003_2,Stage,event_you1_savage_00003,NoContinue,1,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00003_3,Stage,event_you1_savage_00003,PartySeries,spy,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00003_4,Stage,event_you1_savage_00003,PartySeries,mag,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00003_5,Stage,event_you1_savage_00003,PartySeries,sum,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00003_6,Stage,event_you1_savage_00003,PartySeries,jig,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00003_7,Stage,event_you1_savage_00003,PartySeries,osh,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
e,event_you1_savage_00003_8,Stage,event_you1_savage_00003,PartySeries,you,"2026-02-02 15:00:00","2026-03-02 10:59:59",202602015
