ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,202602015,event_you1_1day_00001_ja,event_you1_1day_00001,ja,キャラを強化してみよう!,"【属性情報】\n無属性の『元殺し屋の新人教諭 リタ』が登場するぞ!\n\n毎日1回クエストをクリアして、「プリズム」をGETしよう!                                                                                                                                                                                                                                                                                                           "
e,202602015,raid_you1_00001_ja,raid_you1_00001,ja,,"このステージは、4段で構成されているぞ!\n\n【コマ効果情報】\n毒コマ、攻撃DOWNコマが登場するぞ!\n特性で攻撃DOWNコマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\nノックバック攻撃をしてくる敵や毒攻撃をしてくる敵や\n敵自身の攻撃UPをしてくる敵や\n味方の攻撃DOWNをしてくる敵が登場するぞ!\n\n敵を多く倒して、スコアを稼ごう!"
e,202602015,event_you1_charaget01_00001_ja,event_you1_charaget01_00001,ja,キャラを強化してみよう!,"【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nスタン攻撃をしてくる敵が登場するぞ!\n特性でスタン攻撃無効化を持っているキャラを編成しよう!"
e,202602015,event_you1_charaget01_00002_ja,event_you1_charaget01_00002,ja,キャラを強化してみよう!,"【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【コマ効果情報】\n攻撃DOWNコマが登場するぞ!\n特性で攻撃DOWNコマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\nファントムゲートHPを削ると強敵の『ダグ』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!\nスタン攻撃をしてくる敵が登場するぞ!\n特性でスタン攻撃無効化を持っているキャラを編成しよう!\n"
e,202602015,event_you1_charaget01_00003_ja,event_you1_charaget01_00003,ja,緑属性のキャラを編成してみよう!,"【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【コマ効果情報】\n攻撃DOWNコマが登場するぞ!\n特性で攻撃DOWNコマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\nファントムゲートHPを削ると強敵の『ダグ』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!\nスタン攻撃をしてくる敵が登場するぞ!\n特性でスタン攻撃無効化を持っているキャラを編成しよう!"
e,202602015,event_you1_charaget01_00004_ja,event_you1_charaget01_00004,ja,緑属性のキャラを編成してみよう!,"【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【コマ効果情報】\n攻撃DOWNコマが登場するぞ!\n特性で攻撃DOWNコマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\n時間経過でファントムが大量に出現するぞ!\nファントムゲートHPを削ると強敵の『元殺し屋の新人教諭 リタ』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!"
e,202602015,event_you1_charaget01_00005_ja,event_you1_charaget01_00005,ja,攻撃DOWNコマ無効化のキャラを編成してみよう!,"【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【コマ効果情報】\n攻撃DOWNコマが登場するぞ!\n特性で攻撃DOWNコマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\n時間経過でファントムが大量に出現するぞ!\n時間経過で強敵の『元殺し屋の新人教諭 リタ』と『ダグ』が登場するぞ!\nスタン攻撃をしてくる敵が登場するぞ!\n特性でスタン攻撃無効化を持っているキャラを編成しよう!"
e,202602015,event_you1_charaget01_00006_ja,event_you1_charaget01_00006,ja,攻撃DOWNコマ無効化のキャラを編成してみよう!,"【属性情報】\n黄属性の敵が登場するので緑属性のキャラは有利に戦うこともできるぞ!\n\n【コマ効果情報】\n攻撃DOWNコマが登場するぞ!\n特性で攻撃DOWNコマ無効化を持っているキャラを編成しよう!\n\n【ギミック情報】\n時間経過でファントムが大量に出現するぞ!\n時間経過で強敵の『元殺し屋の新人教諭 リタ』と『ダグ』が登場するぞ!\nスタン攻撃をしてくる敵が登場するぞ!\n特性でスタン攻撃無効化を持っているキャラを編成しよう!"
e,202602015,event_you1_charaget02_00001_ja,event_you1_charaget02_00001,ja,キャラを強化してみよう!,"【属性情報】\n赤属性の敵が登場するので青属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nスタン攻撃をしてくる敵が登場するぞ!\n特性でスタン攻撃無効化を持っているキャラを編成しよう!"
e,202602015,event_you1_charaget02_00002_ja,event_you1_charaget02_00002,ja,キャラを強化してみよう!,"【属性情報】\n赤属性の敵が登場するので青属性のキャラは有利に戦うこともできるぞ!"
