ENABLE,id,hp,is_damage_invalidation,outpost_asset_key,artwork_asset_key,release_key
e,event_you1_1day_00001,500,,,event_you_0001,202602015
e,raid_you1_00001,1000000,1,,event_you_0001,202602015
e,event_you1_charaget01_00001,30000,,,event_you_0001,202602015
e,event_you1_charaget01_00002,35000,,,event_you_0001,202602015
e,event_you1_charaget01_00003,40000,,,event_you_0001,202602015
e,event_you1_charaget01_00004,45000,,,event_you_0001,202602015
e,event_you1_charaget01_00005,50000,,,event_you_0001,202602015
e,event_you1_charaget01_00006,60000,,,event_you_0001,202602015
e,event_you1_charaget02_00001,7000,,,event_you_0002,202602015
e,event_you1_charaget02_00002,10000,,,event_you_0002,202602015
e,event_you1_charaget02_00003,12000,,,event_you_0002,202602015
e,event_you1_charaget02_00004,12000,,,event_you_0002,202602015
e,event_you1_charaget02_00005,40000,,,event_you_0002,202602015
e,event_you1_charaget02_00006,70000,,,event_you_0002,202602015
e,event_you1_challenge_00001,30000,,,event_you_0001,202602015
e,event_you1_challenge_00002,40000,,,event_you_0001,202602015
e,event_you1_challenge_00003,60000,,,event_you_0001,202602015
e,event_you1_challenge_00004,80000,,,event_you_0001,202602015
e,event_you1_savage_00001,100000,,,event_you_0001,202602015
e,event_you1_savage_00002,150000,,,event_you_0001,202602015
e,event_you1_savage_00003,200000,,,event_you_0001,202602015
