ENABLE,release_key,id,mst_attack_id,sort_order,attack_delay,attack_type,range_start_type,range_start_parameter,range_end_type,range_end_parameter,max_target_count,target,target_type,target_colors,target_roles,target_mst_series_ids,target_mst_character_ids,damage_type,hit_type,hit_parameter1,hit_parameter2,hit_effect_id,is_hit_stop,probability,power_parameter_type,power_parameter,effect_type,effective_count,effective_duration,effect_parameter,effect_value
e,202602015,chara_you_00001_Normal_00000,chara_you_00001_Normal_00000,1,0,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202602015,chara_you_00001_Special_00001_01,chara_you_00001_Special_00001,1,36,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,24,None,0,0,0,
e,202602015,chara_you_00001_Special_00001_02,chara_you_00001_Special_00001,2,44,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,24,None,0,0,0,
e,202602015,chara_you_00001_Special_00001_03,chara_you_00001_Special_00001,3,56,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,72,None,0,0,0,
e,202602015,chara_you_00001_Special_00002_01,chara_you_00001_Special_00002,1,36,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,26,None,0,0,0,
e,202602015,chara_you_00001_Special_00002_02,chara_you_00001_Special_00002,2,44,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,26,None,0,0,0,
e,202602015,chara_you_00001_Special_00002_03,chara_you_00001_Special_00002,3,56,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,78,None,0,0,0,
e,202602015,chara_you_00001_Special_00003_01,chara_you_00001_Special_00003,1,36,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,29,None,0,0,0,
e,202602015,chara_you_00001_Special_00003_02,chara_you_00001_Special_00003,2,44,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,29,None,0,0,0,
e,202602015,chara_you_00001_Special_00003_03,chara_you_00001_Special_00003,3,56,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,88,None,0,0,0,
e,202602015,chara_you_00001_Special_00004_01,chara_you_00001_Special_00004,1,36,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,30,None,0,0,0,
e,202602015,chara_you_00001_Special_00004_02,chara_you_00001_Special_00004,2,44,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,30,None,0,0,0,
e,202602015,chara_you_00001_Special_00004_03,chara_you_00001_Special_00004,3,56,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,91,None,0,0,0,
e,202602015,chara_you_00001_Special_00005_01,chara_you_00001_Special_00005,1,36,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,32,None,0,0,0,
e,202602015,chara_you_00001_Special_00005_02,chara_you_00001_Special_00005,2,44,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,32,None,0,0,0,
e,202602015,chara_you_00001_Special_00005_03,chara_you_00001_Special_00005,3,56,Direct,Distance,0,Distance,0.35,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,96,None,0,0,0,
e,202602015,chara_you_00101_Normal_00000_01,chara_you_00101_Normal_00000,1,0,Direct,Distance,0,Distance,0.27,1,Foe,All,All,All,,,Damage,Normal,0,0,dageki_1,1,100,Percentage,100,None,0,0,0,
e,202602015,chara_you_00101_Special_00001_01,chara_you_00101_Special_00001,1,49,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,18,Poison,-1,150,1,
e,202602015,chara_you_00101_Special_00001_02,chara_you_00101_Special_00001,2,54,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,20,None,0,0,0,
e,202602015,chara_you_00101_Special_00001_03,chara_you_00101_Special_00001,3,60,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,20,None,0,0,0,
e,202602015,chara_you_00101_Special_00001_04,chara_you_00101_Special_00001,4,66,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,20,None,0,0,0,
e,202602015,chara_you_00101_Special_00001_05,chara_you_00101_Special_00001,5,74,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,20,None,0,0,0,
e,202602015,chara_you_00101_Special_00002_01,chara_you_00101_Special_00002,1,49,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,22,Poison,-1,300,1,
e,202602015,chara_you_00101_Special_00002_02,chara_you_00101_Special_00002,2,54,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,22,None,0,0,0,
e,202602015,chara_you_00101_Special_00002_03,chara_you_00101_Special_00002,3,60,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,22,None,0,0,0,
e,202602015,chara_you_00101_Special_00002_04,chara_you_00101_Special_00002,4,66,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,22,None,0,0,0,
e,202602015,chara_you_00101_Special_00002_05,chara_you_00101_Special_00002,5,74,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,22,None,0,0,0,
e,202602015,chara_you_00101_Special_00003_01,chara_you_00101_Special_00003,1,49,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,23,Poison,-1,300,2,
e,202602015,chara_you_00101_Special_00003_02,chara_you_00101_Special_00003,2,54,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,24,None,0,0,0,
e,202602015,chara_you_00101_Special_00003_03,chara_you_00101_Special_00003,3,60,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,24,None,0,0,0,
e,202602015,chara_you_00101_Special_00003_04,chara_you_00101_Special_00003,4,66,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,24,None,0,0,0,
e,202602015,chara_you_00101_Special_00003_05,chara_you_00101_Special_00003,5,74,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,24,None,0,0,0,
e,202602015,chara_you_00101_Special_00004_01,chara_you_00101_Special_00004,1,49,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,25,Poison,-1,450,2,
e,202602015,chara_you_00101_Special_00004_02,chara_you_00101_Special_00004,2,54,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,25,None,0,0,0,
e,202602015,chara_you_00101_Special_00004_03,chara_you_00101_Special_00004,3,60,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,25,None,0,0,0,
e,202602015,chara_you_00101_Special_00004_04,chara_you_00101_Special_00004,4,66,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,25,None,0,0,0,
e,202602015,chara_you_00101_Special_00004_05,chara_you_00101_Special_00004,5,74,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,26,None,0,0,0,
e,202602015,chara_you_00101_Special_00005_01,chara_you_00101_Special_00005,1,49,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,26,Poison,-1,600,2,
e,202602015,chara_you_00101_Special_00005_02,chara_you_00101_Special_00005,2,54,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,26,None,0,0,0,
e,202602015,chara_you_00101_Special_00005_03,chara_you_00101_Special_00005,3,60,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,26,None,0,0,0,
e,202602015,chara_you_00101_Special_00005_04,chara_you_00101_Special_00005,4,66,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,,100,Percentage,26,None,0,0,0,
e,202602015,chara_you_00101_Special_00005_05,chara_you_00101_Special_00005,5,74,Direct,Distance,0,Distance,0.47,100,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,26,None,0,0,0,
e,202602015,chara_you_00201_Normal_00000_01,chara_you_00201_Normal_00000,1,0,Direct,Distance,0,Distance,0.37,1,Foe,All,All,All,,,Damage,Normal,0,0,shageki_1,1,100,Percentage,100,None,0,0,0,
