ENABLE,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
e,event_you1_1day_00001_1,event_you1_1day_00001,,1,,ElapsedTime,250,SummonEnemy,c_you_00001_you1_1d1c_Normal_Colorless,,1,0,None,,None,,None,,None,,,,,Default,Normal,1,0.3,1,,0,,None,,202602015
e,event_you1_charaget01_00001_1,event_you1_charaget01_00001,,1,,InitialSummon,0,SummonEnemy,c_you_00201_you1_charaget01_Boss_Yellow,,1,0,None,1.7,Damage,1,None,,None,,,,,Default,Normal,1.5,3,1,200,0,,None,,202602015
e,event_you1_charaget01_00001_2,event_you1_charaget01_00001,,2,,ElapsedTime,500,SummonEnemy,e_you_00001_you1_charaget01_Normal_Colorless,,5,1500,None,,None,,None,,None,,,,,Default,Normal,5,2,1,70,0,,None,,202602015
e,event_you1_charaget01_00001_3,event_you1_charaget01_00001,,3,,ElapsedTime,3000,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,11,3000,None,,None,,None,,None,,,,,Default,Normal,5,2,1,70,0,,None,,202602015
e,event_you1_charaget01_00002_1,event_you1_charaget01_00002,,1,,OutpostHpPercentage,99,SummonEnemy,c_you_00201_you1_charaget01_Boss_Yellow,,1,1,None,,ElapsedTime,500,None,,None,,,,,Default,Normal,2,3,1,300,0,,None,,202602015
e,event_you1_charaget01_00002_2,event_you1_charaget01_00002,,2,,OutpostHpPercentage,99,SummonEnemy,c_you_00001_you1_1d1c_Normal_Colorless,,1,1,None,,None,,None,,None,,,,,Default,Normal,1.5,4,1,200,0,,None,,202602015
e,event_you1_charaget01_00002_3,event_you1_charaget01_00002,,3,,ElapsedTime,500,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,5,2000,None,,None,,None,,None,,,,,Default,Normal,5,2,1,70,0,,None,,202602015
e,event_you1_charaget01_00002_4,event_you1_charaget01_00002,,4,,ElapsedTime,750,SummonEnemy,e_you_00001_you1_charaget01_Normal_Colorless,,12,1850,None,,None,,None,,None,,,,,Default,Normal,5,2,1,70,0,,None,,202602015
e,event_you1_charaget01_00003_1,event_you1_charaget01_00003,,1,,OutpostHpPercentage,99,SummonEnemy,c_you_00201_you1_charaget01_Boss_Yellow,,1,50,None,,None,,None,,None,,,,,Default,Normal,4,5,1,300,0,,None,,202602015
e,event_you1_charaget01_00003_2,event_you1_charaget01_00003,,2,,OutpostHpPercentage,99,SummonEnemy,e_you_00101_you1_charaget01_Normal_Yellow,,2,750,None,,None,,None,,None,,,,,Default,Normal,8,2.5,1,200,0,,None,,202602015
e,event_you1_charaget01_00003_3,event_you1_charaget01_00003,,3,,ElapsedTime,250,SummonEnemy,e_you_00001_you1_charaget01_Normal_Colorless,,8,1250,None,,None,,None,,None,,,,,Default,Normal,8,2,1,70,0,,None,,202602015
