ENABLE,release_key,id,mst_enemy_character_id,character_unit_kind,role_type,color,sort_order,hp,damage_knock_back_count,move_speed,well_distance,attack_power,attack_combo_cycle,mst_unit_ability_id1,drop_battle_point,mstTransformationEnemyStageParameterId,transformationConditionType,transformationConditionValue
e,202602015,c_you_00001_you1_1d1c_Normal_Colorless,chara_you_00001,Normal,Attack,Colorless,1,10000,2,45,0.34,100,6,,300,,None,
e,202602015,c_you_00001_you1_charaget02_Boss_Red,chara_you_00001,Boss,Attack,Red,1,10000,0,45,0.2,500,9,,300,,None,
e,202602015,c_you_00201_you1_charaget02_Boss_Red,chara_you_00201,Boss,Attack,Red,2,10000,2,32,0.6,500,7,,300,,None,
e,202602015,c_you_00301_you1_charaget02_Boss_Red,chara_you_00301,Boss,Technical,Red,3,10000,2,35,0.25,500,13,,300,,None,
e,202602015,c_you_00301_you1_charaget02_Normal_Red,chara_you_00301,Normal,Technical,Red,4,1000,2,35,0.25,100,1,,100,,None,
e,202602015,e_you_00001_you1_charaget02_Normal_Red,enemy_you_00001,Normal,Defense,Red,5,1000,1,37,0.2,100,1,,100,,None,
e,202602015,e_you_00101_you1_charaget02_Normal_Red,enemy_you_00101,Normal,Attack,Red,6,1000,2,30,0.6,100,1,,100,,None,
e,202602015,c_you_00001_you1_charaget01_Boss_Colorless,chara_you_00001,Boss,Attack,Colorless,1,10000,1,45,0.34,100,6,,300,,None,
e,202602015,c_you_00201_you1_charaget01_Boss_Yellow,chara_you_00201,Boss,Technical,Yellow,2,10000,2,35,0.36,100,5,,300,,None,
e,202602015,e_you_00001_you1_charaget01_Normal_Colorless,enemy_you_00001,Normal,Attack,Colorless,3,1000,2,37,0.2,100,1,,100,,None,
e,202602015,e_you_00101_you1_charaget01_Normal_Yellow,enemy_you_00101,Normal,Attack,Yellow,4,1000,2,30,0.4,100,1,,100,,None,
e,202602015,c_you_00201_you1_challenge_Boss_Green,chara_you_00201,Boss,Technical,Green,1,10000,2,32,0.45,500,6,,100,,None,
e,202602015,c_you_00301_you1_challenge_Boss_Green,chara_you_00301,Boss,Attack,Green,2,10000,2,35,0.25,500,8,,100,,None,
e,202602015,c_you_00101_you1_challenge_Boss_Blue,chara_you_00101,Boss,Technical,Blue,3,10000,3,40,0.26,500,5,,100,,None,
e,202602015,c_you_00301_you1_challenge_Normal_Red,chara_you_00301,Normal,Defense,Red,5,10000,2,35,0.16,500,1,,100,,None,
e,202602015,c_you_00201_you1_challenge_Normal_Green,chara_you_00201,Normal,Technical,Green,6,10000,2,32,0.45,500,1,,100,,None,
e,202602015,c_you_00001_you1_challenge_Boss_Green,chara_you_00001,Boss,Attack,Green,4,10000,0,45,0.2,500,5,,100,,None,
e,202602015,e_glo_00001_you1_challenge_Normal_Green,enemy_glo_00001,Normal,Defense,Green,10,1000,2,30,0.17,100,1,,100,,None,
e,202602015,e_glo_00001_you1_challenge_Normal_Blue,enemy_glo_00001,Normal,Defense,Blue,11,1000,2,30,0.17,100,1,,100,,None,
e,202602015,e_glo_00001_you1_challenge_Normal_Red,enemy_glo_00001,Normal,Attack,Red,12,1000,2,30,0.17,100,1,,100,,None,
e,202602015,c_you_00201_you1_savage01_Boss_Green,chara_you_00201,Boss,Attack,Green,1,50000,2,32,0.45,500,4,,300,,None,
e,202602015,c_you_00301_you1_savage01_Boss_Blue,chara_you_00301,Boss,Technical,Blue,2,50000,2,35,0.23,500,4,,300,,None,
e,202602015,c_you_00301_you1_savage01_Boss_Green,chara_you_00301,Boss,Technical,Green,3,50000,2,35,0.23,500,4,,300,,None,
e,202602015,c_you_00001_you1_savage01_Boss_Red,chara_you_00001,Boss,Attack,Red,4,50000,2,45,0.21,500,4,,300,,None,
e,202602015,c_you_00101_you1_savage01_Boss_Blue,chara_you_00101,Boss,Technical,Blue,5,50000,3,40,0.26,500,5,,300,,None,
e,202602015,c_you_00101_you1_savage01_Boss_Green,chara_you_00101,Boss,Technical,Green,6,50000,3,40,0.26,500,5,,300,,None,
e,202602015,e_you_00001_you1_savage01_Normal_Colorless,enemy_you_00001,Normal,Attack,Colorless,7,10000,2,37,0.2,100,0,,100,,None,
e,202602015,e_you_00001_you1_savage01_02_Normal_Colorless,enemy_you_00001,Normal,Attack,Colorless,8,10000,2,37,0.2,80,0,,100,,None,
e,202602015,e_you_00101_you1_savage01_Normal_Colorless,enemy_you_00101,Normal,Attack,Colorless,9,10000,2,30,0.43,100,0,,100,,None,
e,202602015,e_you_00001_you1_savage01_Normal_Green,enemy_you_00001,Normal,Attack,Green,10,10000,2,37,0.2,100,0,,100,,None,
e,202602015,e_you_00101_you1_savage01_Normal_Green,enemy_you_00101,Normal,Attack,Green,11,10000,2,30,0.43,100,0,,100,,None,
e,202602015,e_you_00001_you1_advent_Normal_Green,enemy_you_00001,Normal,Defense,Green,1,1000,2,37,0.2,100,0,,50,,None,
e,202602015,e_you_00101_you1_advent_Normal_Green,enemy_you_00101,Normal,Attack,Green,2,1000,3,30,0.6,100,0,,50,,None,
e,202602015,c_you_00001_you1_advent_Normal_Colorless,chara_you_00001,Normal,Attack,Colorless,3,1000,1,45,0.34,100,4,,50,,None,
e,202602015,c_you_00201_you1_advent_Normal_Green,chara_you_00201,Normal,Technical,Green,4,1000,1,32,0.36,100,4,,50,,None,
e,202602015,c_you_00301_you1_advent_Normal_Colorless,chara_you_00301,Normal,Attack,Colorless,5,1000,1,35,0.29,100,3,,50,,None,
e,202602015,e_you_00001_you1_advent_Boss_Colorless,enemy_you_00001,Boss,Defense,Colorless,6,10000,2,37,0.2,100,0,,100,,None,
e,202602015,e_you_00101_you1_advent_Boss_Colorless,enemy_you_00101,Boss,Attack,Colorless,7,10000,5,30,0.6,100,0,,100,,None,
e,202602015,c_you_00001_you1_advent_Boss_Green,chara_you_00001,Boss,Attack,Green,8,10000,1,45,0.34,100,4,,100,,None,
e,202602015,c_you_00201_you1_advent_Boss_Green,chara_you_00201,Boss,Technical,Green,9,10000,1,32,0.36,100,4,,100,,None,
e,202602015,c_you_00301_you1_advent_Boss_Green,chara_you_00301,Boss,Attack,Green,10,10000,1,35,0.29,100,3,,100,,None,
e,202602015,c_you_00101_you1_advent_Boss_Green,chara_you_00101,Boss,Technical,Green,11,10000,1,40,0.26,100,5,,100,,None,
