ENABLE,id,release_key,group_id,resource_type,resource_id,resource_amount,sort_order,備考
e,event_kim_00001_3_reward,202602020,kim_00001_mission_reward_03,Coin,,5000,1,100カノいいジャン祭_ミッション_強敵5体撃破
e,event_kim_00001_4_reward,202602020,kim_00001_mission_reward_04,Item,ticket_glo_00003,1,1,100カノいいジャン祭_ミッション_強敵10体撃破
e,event_kim_00001_5_reward,202602020,kim_00001_mission_reward_05,Coin,,10000,1,100カノいいジャン祭_ミッション_強敵15体撃破
e,event_kim_00001_6_reward,202602020,kim_00001_mission_reward_06,Item,ticket_glo_00002,1,1,100カノいいジャン祭_ミッション_強敵20体撃破
e,event_kim_00001_7_reward,202602020,kim_00001_mission_reward_07,Item,piece_kim_00101,10,1,100カノいいジャン祭_ミッション_強敵25体撃破
e,event_kim_00001_8_reward,202602020,kim_00001_mission_reward_08,Item,ticket_glo_00002,1,1,100カノいいジャン祭_ミッション_強敵30体撃破
e,event_kim_00001_9_reward,202602020,kim_00001_mission_reward_09,Item,piece_kim_00201,10,1,100カノいいジャン祭_ミッション_強敵35体撃破
e,event_kim_00001_10_reward,202602020,kim_00001_mission_reward_10,Item,ticket_glo_00002,1,1,100カノいいジャン祭_ミッション_強敵40体撃破
e,event_kim_00001_11_reward,202602020,kim_00001_mission_reward_11,FreeDiamond,,50,1,100カノいいジャン祭_ミッション_強敵45体撃破
e,event_kim_00001_12_reward,202602020,kim_00001_mission_reward_12,Item,ticket_glo_00003,1,1,100カノいいジャン祭_ミッション_強敵50体撃破
e,event_kim_00001_13_reward,202602020,kim_00001_mission_reward_13,Item,piece_kim_00301,10,1,100カノいいジャン祭_ミッション_強敵55体撃破
e,event_kim_00001_14_reward,202602020,kim_00001_mission_reward_14,Item,ticket_glo_00002,1,1,100カノいいジャン祭_ミッション_強敵60体撃破
e,event_kim_00001_15_reward,202602020,kim_00001_mission_reward_15,Item,memoryfragment_glo_00003,1,1,100カノいいジャン祭_ミッション_強敵65体撃破
e,event_kim_00001_16_reward,202602020,kim_00001_mission_reward_16,Item,ticket_glo_00002,1,1,100カノいいジャン祭_ミッション_強敵70体撃破
e,event_kim_00001_17_reward,202602020,kim_00001_mission_reward_17,Item,ticket_glo_00003,1,1,100カノいいジャン祭_ミッション_強敵75体撃破
e,event_kim_00001_18_reward,202602020,kim_00001_mission_reward_18,Item,ticket_glo_00002,1,1,100カノいいジャン祭_ミッション_強敵80体撃破
e,event_kim_00001_19_reward,202602020,kim_00001_mission_reward_19,FreeDiamond,,50,1,100カノいいジャン祭_ミッション_強敵85体撃破
e,event_kim_00001_20_reward,202602020,kim_00001_mission_reward_20,Item,ticket_glo_00002,1,1,100カノいいジャン祭_ミッション_強敵90体撃破
e,event_kim_00001_21_reward,202602020,kim_00001_mission_reward_21,Item,memoryfragment_glo_00003,1,1,100カノいいジャン祭_ミッション_強敵95体撃破
e,event_kim_00001_22_reward,202602020,kim_00001_mission_reward_22,Item,ticket_kim_00001,1,1,100カノいいジャン祭_ミッション_強敵100体撃破
e,event_kim_00001_23_reward,202602020,kim_00001_mission_reward_23,Coin,,15000,1,100カノいいジャン祭_ミッション_収集クエスト「キスゾンビ♡パニック」をク
e,event_kim_00001_24_reward,202602020,kim_00001_mission_reward_24,Coin,,10000,1,100カノいいジャン祭_ミッション_ストーリークエスト「最高の恋愛パートナー
e,event_kim_00001_25_reward,202602020,kim_00001_mission_reward_25,Item,ticket_glo_00002,3,1,100カノいいジャン祭_ミッション_チャレンジクエスト「恋太郎ファミリー」を
e,event_kim_00001_26_reward,202602020,kim_00001_mission_reward_26,Item,ticket_glo_00003,1,1,100カノいいジャン祭_ミッション_高難易度「DEAD OR LOVE」をク
