ENABLE,id,release_key,group_id,resource_type,resource_id,resource_amount,sort_order,備考
e,event_kim_00001_daily_bonus_reward_1,202602020,event_kim_00001_daily_bonus_1,Item,ticket_glo_00003,2,1,100カノいいジャン祭_ログボ_ピックアップガシャチケット
e,event_kim_00001_daily_bonus_reward_2,202602020,event_kim_00001_daily_bonus_2,Coin,,5000,1,100カノいいジャン祭_ログボ_コイン
e,event_kim_00001_daily_bonus_reward_3,202602020,event_kim_00001_daily_bonus_3,FreeDiamond,,50,1,100カノいいジャン祭_ログボ_プリズム
e,event_kim_00001_daily_bonus_reward_4,202602020,event_kim_00001_daily_bonus_4,Item,memoryfragment_glo_00001,15,1,100カノいいジャン祭_ログボ_メモリーフラグメント・初級
e,event_kim_00001_daily_bonus_reward_5,202602020,event_kim_00001_daily_bonus_5,Item,memory_glo_00002,600,1,100カノいいジャン祭_ログボ_カラーメモリー・レッド
e,event_kim_00001_daily_bonus_reward_6,202602020,event_kim_00001_daily_bonus_6,Item,memory_glo_00003,600,1,100カノいいジャン祭_ログボ_カラーメモリー・ブルー
e,event_kim_00001_daily_bonus_reward_7,202602020,event_kim_00001_daily_bonus_7,Item,ticket_glo_00002,2,1,100カノいいジャン祭_ログボ_スペシャルガシャチケット
e,event_kim_00001_daily_bonus_reward_8,202602020,event_kim_00001_daily_bonus_8,Coin,,10000,1,100カノいいジャン祭_ログボ_コイン
e,event_kim_00001_daily_bonus_reward_9,202602020,event_kim_00001_daily_bonus_9,FreeDiamond,,50,1,100カノいいジャン祭_ログボ_プリズム
e,event_kim_00001_daily_bonus_reward_10,202602020,event_kim_00001_daily_bonus_10,Item,memory_glo_00002,600,1,100カノいいジャン祭_ログボ_カラーメモリー・レッド
e,event_kim_00001_daily_bonus_reward_11,202602020,event_kim_00001_daily_bonus_11,Item,memory_glo_00005,600,1,100カノいいジャン祭_ログボ_カラーメモリー・グリーン
e,event_kim_00001_daily_bonus_reward_12,202602020,event_kim_00001_daily_bonus_12,Item,memoryfragment_glo_00002,4,1,100カノいいジャン祭_ログボ_メモリーフラグメント・中級
e,event_kim_00001_daily_bonus_reward_13,202602020,event_kim_00001_daily_bonus_13,Item,ticket_glo_00003,1,1,100カノいいジャン祭_ログボ_ピックアップガシャチケット
e,event_kim_00001_daily_bonus_reward_14,202602020,event_kim_00001_daily_bonus_14,Item,ticket_glo_00002,1,1,100カノいいジャン祭_ログボ_スペシャルガシャチケット
