ENABLE,id,release_key,mst_mission_event_daily_bonus_schedule_id,login_day_count,mst_mission_reward_group_id,sort_order,備考
e,event_kim_00001_daily_bonus_1,202602020,event_kim_00001_daily_bonus,1,event_kim_00001_daily_bonus_1,1,ピックアップガシャチケット
e,event_kim_00001_daily_bonus_2,202602020,event_kim_00001_daily_bonus,2,event_kim_00001_daily_bonus_2,1,コイン
e,event_kim_00001_daily_bonus_3,202602020,event_kim_00001_daily_bonus,3,event_kim_00001_daily_bonus_3,1,プリズム
e,event_kim_00001_daily_bonus_4,202602020,event_kim_00001_daily_bonus,4,event_kim_00001_daily_bonus_4,1,メモリーフラグメント・初級
e,event_kim_00001_daily_bonus_5,202602020,event_kim_00001_daily_bonus,5,event_kim_00001_daily_bonus_5,1,カラーメモリー・レッド
e,event_kim_00001_daily_bonus_6,202602020,event_kim_00001_daily_bonus,6,event_kim_00001_daily_bonus_6,1,カラーメモリー・ブルー
e,event_kim_00001_daily_bonus_7,202602020,event_kim_00001_daily_bonus,7,event_kim_00001_daily_bonus_7,1,スペシャルガシャチケット
e,event_kim_00001_daily_bonus_8,202602020,event_kim_00001_daily_bonus,8,event_kim_00001_daily_bonus_8,1,コイン
e,event_kim_00001_daily_bonus_9,202602020,event_kim_00001_daily_bonus,9,event_kim_00001_daily_bonus_9,1,プリズム
e,event_kim_00001_daily_bonus_10,202602020,event_kim_00001_daily_bonus,10,event_kim_00001_daily_bonus_10,1,カラーメモリー・レッド
e,event_kim_00001_daily_bonus_11,202602020,event_kim_00001_daily_bonus,11,event_kim_00001_daily_bonus_11,1,カラーメモリー・グリーン
e,event_kim_00001_daily_bonus_12,202602020,event_kim_00001_daily_bonus,12,event_kim_00001_daily_bonus_12,1,メモリーフラグメント・中級
e,event_kim_00001_daily_bonus_13,202602020,event_kim_00001_daily_bonus,13,event_kim_00001_daily_bonus_13,1,ピックアップガシャチケット
e,event_kim_00001_daily_bonus_14,202602020,event_kim_00001_daily_bonus,14,event_kim_00001_daily_bonus_14,1,スペシャルガシャチケット
