ENABLE,id,group_id,tradable_count,display_order,release_key
e,event_kim_00001_exchange_lineup_00001,event_kim_00001_exchange_lineup,1,1,202602020
e,event_kim_00001_exchange_lineup_00002,event_kim_00001_exchange_lineup,14,2,202602020
e,event_kim_00001_exchange_lineup_00003,event_kim_00001_exchange_lineup,10,3,202602020
e,event_kim_00001_exchange_lineup_00004,event_kim_00001_exchange_lineup,10,4,202602020
e,event_kim_00001_exchange_lineup_00005,event_kim_00001_exchange_lineup,10,5,202602020
e,event_kim_00001_exchange_lineup_00006,event_kim_00001_exchange_lineup,10,6,202602020
e,event_kim_00001_exchange_lineup_00007,event_kim_00001_exchange_lineup,10,7,202602020
e,event_kim_00001_exchange_lineup_00008,event_kim_00001_exchange_lineup,10,8,202602020
e,event_kim_00001_exchange_lineup_00009,event_kim_00001_exchange_lineup,1,9,202602020
e,event_kim_00001_exchange_lineup_00010,event_kim_00001_exchange_lineup,1,10,202602020
e,event_kim_00001_exchange_lineup_00011,event_kim_00001_exchange_lineup,1,11,202602020
e,event_kim_00001_exchange_lineup_00012,event_kim_00001_exchange_lineup,1,12,202602020
e,event_kim_00001_exchange_lineup_00013,event_kim_00001_exchange_lineup,1,13,202602020
e,event_kim_00001_exchange_lineup_00014,event_kim_00001_exchange_lineup,3,14,202602020
e,event_kim_00001_exchange_lineup_00015,event_kim_00001_exchange_lineup,3,15,202602020
e,event_kim_00001_exchange_lineup_00016,event_kim_00001_exchange_lineup,100,16,202602020
e,event_kim_00001_exchange_lineup_00017,event_kim_00001_exchange_lineup,50,17,202602020
e,event_kim_00001_exchange_lineup_00018,event_kim_00001_exchange_lineup,10,18,202602020
e,event_kim_00001_exchange_lineup_00019,event_kim_00001_exchange_lineup,10,19,202602020
e,event_kim_00001_exchange_lineup_00020,event_kim_00001_exchange_lineup,10,20,202602020
e,event_kim_00001_exchange_lineup_00021,event_kim_00001_exchange_lineup,10,21,202602020
e,event_kim_00001_exchange_lineup_00022,event_kim_00001_exchange_lineup,10,22,202602020
e,event_kim_00001_exchange_lineup_00023,event_kim_00001_exchange_lineup,10,23,202602020
e,event_kim_00001_exchange_lineup_00024,event_kim_00001_exchange_lineup,1000,24,202602020

