ENABLE,id,release_key,mst_event_id,criterion_type,criterion_value,criterion_count,unlock_criterion_type,unlock_criterion_value,unlock_criterion_count,group_key,mst_mission_reward_group_id,sort_order,destination_scene
e,event_jig_00001_1,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00601,2,__NULL__,,0,,jig_00001_event_reward_01,1,UnitList
e,event_jig_00001_2,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00601,3,__NULL__,,0,,jig_00001_event_reward_02,2,UnitList
e,event_jig_00001_3,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00601,4,__NULL__,,0,,jig_00001_event_reward_03,3,UnitList
e,event_jig_00001_4,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00601,5,__NULL__,,0,,jig_00001_event_reward_04,4,UnitList
e,event_jig_00001_5,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00601,20,__NULL__,,0,,jig_00001_event_reward_05,5,UnitList
e,event_jig_00001_6,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00601,30,__NULL__,,0,,jig_00001_event_reward_06,6,UnitList
e,event_jig_00001_7,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00601,40,__NULL__,,0,,jig_00001_event_reward_07,7,UnitList
e,event_jig_00001_8,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00701,2,__NULL__,,0,,jig_00001_event_reward_08,8,UnitList
e,event_jig_00001_9,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00701,3,__NULL__,,0,,jig_00001_event_reward_09,9,UnitList
e,event_jig_00001_10,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00701,4,__NULL__,,0,,jig_00001_event_reward_10,10,UnitList
e,event_jig_00001_11,202601010,event_jig_00001,SpecificUnitGradeUpCount,chara_jig_00701,5,__NULL__,,0,,jig_00001_event_reward_11,11,UnitList
e,event_jig_00001_12,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00701,20,__NULL__,,0,,jig_00001_event_reward_12,12,UnitList
e,event_jig_00001_13,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00701,30,__NULL__,,0,,jig_00001_event_reward_13,13,UnitList
e,event_jig_00001_14,202601010,event_jig_00001,SpecificUnitLevel,chara_jig_00701,40,__NULL__,,0,,jig_00001_event_reward_14,14,UnitList
e,event_jig_00001_15,202601010,event_jig_00001,SpecificQuestClear,quest_event_jig1_charaget01,1,__NULL__,,0,,jig_00001_event_reward_15,15,Event
e,event_jig_00001_16,202601010,event_jig_00001,SpecificQuestClear,quest_event_jig1_charaget02,1,__NULL__,,0,,jig_00001_event_reward_16,16,Event
e,event_jig_00001_17,202601010,event_jig_00001,SpecificQuestClear,quest_event_jig1_challenge01,1,__NULL__,,0,,jig_00001_event_reward_17,17,Event
e,event_jig_00001_18,202601010,event_jig_00001,SpecificQuestClear,quest_event_jig1_savage,1,__NULL__,,0,,jig_00001_event_reward_18,18,Event
e,event_jig_00001_19,202601010,event_jig_00001,DefeatEnemyCount,,10,__NULL__,,0,,jig_00001_event_reward_19,19,Event
e,event_jig_00001_20,202601010,event_jig_00001,DefeatEnemyCount,,20,__NULL__,,0,,jig_00001_event_reward_20,20,Event
e,event_jig_00001_21,202601010,event_jig_00001,DefeatEnemyCount,,30,__NULL__,,0,,jig_00001_event_reward_21,21,Event
e,event_jig_00001_22,202601010,event_jig_00001,DefeatEnemyCount,,40,__NULL__,,0,,jig_00001_event_reward_22,22,Event
e,event_jig_00001_23,202601010,event_jig_00001,DefeatEnemyCount,,50,__NULL__,,0,,jig_00001_event_reward_23,23,Event
e,event_jig_00001_24,202601010,event_jig_00001,DefeatEnemyCount,,100,__NULL__,,0,,jig_00001_event_reward_24,24,Event
