ENABLE,id,release_key,group_id,resource_type,resource_id,resource_amount,sort_order,備考
e,jig_mission_reward_01,202601010,jig_00001_event_reward_01,Item,memory_chara_jig_00601,200,1,地獄楽いいジャン祭
e,jig_mission_reward_02,202601010,jig_00001_event_reward_02,Item,memory_chara_jig_00601,300,1,地獄楽いいジャン祭
e,jig_mission_reward_03,202601010,jig_00001_event_reward_03,Item,memory_chara_jig_00601,350,1,地獄楽いいジャン祭
e,jig_mission_reward_04,202601010,jig_00001_event_reward_04,Item,ticket_glo_00003,1,1,地獄楽いいジャン祭
e,jig_mission_reward_05,202601010,jig_00001_event_reward_05,Item,piece_jig_00601,75,1,地獄楽いいジャン祭
e,jig_mission_reward_06,202601010,jig_00001_event_reward_06,Item,piece_jig_00601,100,1,地獄楽いいジャン祭
e,jig_mission_reward_07,202601010,jig_00001_event_reward_07,FreeDiamond,,50,1,地獄楽いいジャン祭
e,jig_mission_reward_08,202601010,jig_00001_event_reward_08,Item,memory_chara_jig_00701,200,1,地獄楽いいジャン祭
e,jig_mission_reward_09,202601010,jig_00001_event_reward_09,Item,memory_chara_jig_00701,300,1,地獄楽いいジャン祭
e,jig_mission_reward_10,202601010,jig_00001_event_reward_10,Item,memory_chara_jig_00701,350,1,地獄楽いいジャン祭
e,jig_mission_reward_11,202601010,jig_00001_event_reward_11,Emblem,emblem_event_jig_00001,1,1,地獄楽いいジャン祭
e,jig_mission_reward_12,202601010,jig_00001_event_reward_12,Item,piece_jig_00701,75,1,地獄楽いいジャン祭
e,jig_mission_reward_13,202601010,jig_00001_event_reward_13,Item,piece_jig_00701,100,1,地獄楽いいジャン祭
e,jig_mission_reward_14,202601010,jig_00001_event_reward_14,FreeDiamond,,50,1,地獄楽いいジャン祭
e,jig_mission_reward_15,202601010,jig_00001_event_reward_15,Coin,,12500,1,地獄楽いいジャン祭
e,jig_mission_reward_16,202601010,jig_00001_event_reward_16,Coin,,12500,1,地獄楽いいジャン祭
e,jig_mission_reward_17,202601010,jig_00001_event_reward_17,Item,ticket_glo_00002,3,1,地獄楽いいジャン祭
e,jig_mission_reward_18,202601010,jig_00001_event_reward_18,Item,ticket_glo_00003,1,1,地獄楽いいジャン祭
e,jig_mission_reward_19,202601010,jig_00001_event_reward_19,Item,memoryfragment_glo_00001,5,1,地獄楽いいジャン祭
e,jig_mission_reward_20,202601010,jig_00001_event_reward_20,Item,memory_glo_00003,150,1,地獄楽いいジャン祭
e,jig_mission_reward_21,202601010,jig_00001_event_reward_21,Item,memoryfragment_glo_00002,5,1,地獄楽いいジャン祭
e,jig_mission_reward_22,202601010,jig_00001_event_reward_22,Item,memory_glo_00003,250,1,地獄楽いいジャン祭
e,jig_mission_reward_23,202601010,jig_00001_event_reward_23,Item,memoryfragment_glo_00003,2,1,地獄楽いいジャン祭
e,jig_mission_reward_24,202601010,jig_00001_event_reward_24,Emblem,emblem_event_jig_00002,1,1,地獄楽いいジャン祭
e,jig_login_reward_01,202601010,event_jig_00001_daily_bonus_1,Item,ticket_glo_00003,1,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_02,202601010,event_jig_00001_daily_bonus_2,Coin,,2500,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_03,202601010,event_jig_00001_daily_bonus_3,FreeDiamond,,30,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_04,202601010,event_jig_00001_daily_bonus_4,Item,memory_glo_00003,100,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_05,202601010,event_jig_00001_daily_bonus_5,Item,memoryfragment_glo_00001,5,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_06,202601010,event_jig_00001_daily_bonus_6,Item,memory_glo_00003,100,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_07,202601010,event_jig_00001_daily_bonus_7,Item,memoryfragment_glo_00002,3,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_08,202601010,event_jig_00001_daily_bonus_8,Coin,,2500,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_09,202601010,event_jig_00001_daily_bonus_9,Item,memory_glo_00003,100,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_10,202601010,event_jig_00001_daily_bonus_10,FreeDiamond,,30,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_11,202601010,event_jig_00001_daily_bonus_11,Item,memory_glo_00003,200,1,地獄楽いいジャン祭_ログボ
e,jig_login_reward_12,202601010,event_jig_00001_daily_bonus_12,Item,ticket_glo_00003,1,1,地獄楽いいジャン祭_ログボ
