ENABLE,id,mst_quest_id,mst_in_game_id,stage_number,recommended_level,cost_stamina,exp,coin,prev_mst_stage_id,mst_stage_tips_group_id,auto_lap_type,max_auto_lap_count,sort_order,asset_key,mst_stage_limit_status_id,release_key,mst_artwork_fragment_drop_group_id,start_at,end_at
e,event_jig1_daily_00001,quest_event_jig1_daily,event_jig1_daily_00001,1,30,10,100,300,,1,AfterClear,5,1,jig_daily_01,,202601010,jig_artwork_0001,"2026-01-16 15:00:00","2026-02-02 3:59:59"
e,event_jig1_daily_00002,quest_event_jig1_daily,event_jig1_daily_00002,2,30,10,100,300,event_jig1_daily_00001,1,AfterClear,5,2,jig_daily_02,,202601010,jig_artwork_0001,"2026-01-16 15:00:00","2026-02-02 3:59:59"
e,event_jig1_daily_00003,quest_event_jig1_daily,event_jig1_daily_00003,3,30,10,100,300,event_jig1_daily_00002,1,AfterClear,5,3,jig_daily_03,,202601010,jig_artwork_0001,"2026-01-16 15:00:00","2026-02-02 3:59:59"
e,event_jig1_charaget01_00001,quest_event_jig1_charaget01,event_jig1_charaget01_00001,1,25,10,100,300,,1,AfterClear,5,1,jig_story1_01,,202601010,jig_artwork_0001,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget01_00002,quest_event_jig1_charaget01,event_jig1_charaget01_00002,2,25,10,100,300,event_jig1_charaget01_00001,1,AfterClear,5,2,jig_story1_02,,202601010,jig_artwork_0001,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget01_00003,quest_event_jig1_charaget01,event_jig1_charaget01_00003,3,25,10,100,300,event_jig1_charaget01_00002,1,AfterClear,5,3,jig_story1_03,,202601010,jig_artwork_0001,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget01_00004,quest_event_jig1_charaget01,event_jig1_charaget01_00004,4,25,10,100,300,event_jig1_charaget01_00003,1,AfterClear,5,4,jig_story1_04,,202601010,jig_artwork_0001,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget01_00005,quest_event_jig1_charaget01,event_jig1_charaget01_00005,5,25,10,100,300,event_jig1_charaget01_00004,1,AfterClear,5,5,jig_story1_05,,202601010,jig_artwork_0001,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget01_00006,quest_event_jig1_charaget01,event_jig1_charaget01_00006,6,25,10,100,300,event_jig1_charaget01_00005,1,AfterClear,5,6,jig_story1_06,,202601010,jig_artwork_0001,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget02_00001,quest_event_jig1_charaget02,event_jig1_charaget02_00001,1,30,10,100,300,,1,AfterClear,5,1,jig_story2_01,,202601010,jig_artwork_0002,"2026-01-21 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget02_00002,quest_event_jig1_charaget02,event_jig1_charaget02_00002,2,30,10,100,300,event_jig1_charaget02_00001,1,AfterClear,5,2,jig_story2_02,,202601010,jig_artwork_0002,"2026-01-21 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget02_00003,quest_event_jig1_charaget02,event_jig1_charaget02_00003,3,30,10,100,300,event_jig1_charaget02_00002,1,AfterClear,5,3,jig_story2_03,,202601010,jig_artwork_0002,"2026-01-21 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget02_00004,quest_event_jig1_charaget02,event_jig1_charaget02_00004,4,30,10,100,300,event_jig1_charaget02_00003,1,AfterClear,5,4,jig_story2_04,,202601010,jig_artwork_0002,"2026-01-21 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget02_00005,quest_event_jig1_charaget02,event_jig1_charaget02_00005,5,30,10,100,300,event_jig1_charaget02_00004,1,AfterClear,5,5,jig_story2_05,,202601010,jig_artwork_0002,"2026-01-21 15:00:00","2026-02-16 10:59:59"
e,event_jig1_charaget02_00006,quest_event_jig1_charaget02,event_jig1_charaget02_00006,6,30,10,100,300,event_jig1_charaget02_00005,1,AfterClear,5,6,jig_story2_06,,202601010,jig_artwork_0002,"2026-01-21 15:00:00","2026-02-16 10:59:59"
e,event_jig1_challenge01_00001,quest_event_jig1_challenge01,event_jig1_challenge01_00001,1,35,10,100,300,,1,__NULL__,1,1,jig_challenge_01,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_challenge01_00002,quest_event_jig1_challenge01,event_jig1_challenge01_00002,2,40,10,100,300,event_jig1_challenge01_00001,1,__NULL__,1,2,jig_challenge_02,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_challenge01_00003,quest_event_jig1_challenge01,event_jig1_challenge01_00003,3,45,10,100,300,event_jig1_challenge01_00002,1,__NULL__,1,3,jig_challenge_03,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
e,event_jig1_savage_00001,quest_event_jig1_savage,event_jig1_savage_00001,1,50,15,150,500,,1,__NULL__,1,1,jig_savage_01,,202601010,__NULL__,"2026-01-16 15:00:00","2026-02-16 10:59:59"
