,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,■基礎設計,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,■シミュレーション,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,検索用,,,,,,,,,,,,,,,,,,,,,,,
,特筆事項,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,実装日,,,,,,,,,,,,Lv,,基礎HP,基礎ATK,Rnk込星1HP,Rnk込星1ATK,星2HP,星3HP,星4HP,星5HP,星6HP,星7HP,星8HP,星9HP,星10HP,星2ATK,星3ATK,星4ATK,星5ATK,星6ATK,星7ATK,星8ATK,星9ATK,星10ATK
,"・基本性能のディフェンスキャラ
・コスト：中コスト(440)
　└青属性ディフェンスキャラ：ユーリ(540)、一色 都々丸(210)のみ
　└DropSRの既存キャラコストとしては、奥村などと被るが属性や必殺ワザが違う点で差別化。
　※補足：青属性ディフェンスキャラのうち、被ダメージカット持ちはユーリのみなので、ユーリの優位性は保持したまま。
　※コスト600以上は2026年2月中旬ごろ実装の「UR：花園羽々里」の売上最大化のために、残しておく意図(あえて欲しいであろうコスト帯で設計しないように偏らせている)。

・特性：ノックバック無効
　└今後の環境ために、全体の特性の所持バランス重視で設定(スタン無効化特性が直近多いので、分散させておきたい)
　└ノックバック無効のディフェンスキャラ：タコピー、駿河のみ

※報酬キャラ分析予測(一部)
設計時のDAU平均(12/1~12/9)：28000
奥村獲得可能クエスト(2.5次元の誘惑 俺はずっとオタクなだけです 001)
　└クリアUU：約7,000 ※編成&使用率詳細は不明だが、所持しているであろうユーザー数の参考値プレイ割合
　　→ DAU平均のうち「25.00%」のユーザーが獲得している状態なので、
　　　この数値に対してキャラ性能側で数値を向上or維持できるか反応を見て、次回の調整に繋げたい。
　　　例：属性染め編成として刺さっているのであれば、数値向上or維持。コスト帯やワザ種類として、刺さっていないのであれば、数値が下がる予測etc
　　　　※参照可能な数値の幅が少ない状態での試算及び、IPの話題性、外部プロモーション、アウトゲーム関連などその他要因もあるため、参考数値としての大まかな調整&予測。",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-16 15:00:00,,,,,,,,,,,,1,,2510,880,2510,880,2635,2685,2761,2811,2811,2811,2811,2811,2811,924,941,968,985,985,985,985,985,985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,デプロイ,,,,,,,,,,,,※少数切り上げ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地獄楽いいジャン祭,,,,,,,,,,,,Lv,Rnk,基礎HP,基礎ATK,Rnk込星1HP,Rnk込星1ATK,星2HP,星3HP,星4HP,星5HP,星6HP,星7HP,星8HP,星9HP,星10HP,星2ATK,星3ATK,星4ATK,星5ATK,星6ATK,星7ATK,星8ATK,星9ATK,星10ATK
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,基礎情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,消さないで,,,,,1,0,2510,880,2510,880,2635,2685,2761,2811,2811,2811,2811,2811,2811,924,941,968,985,985,985,985,985,985
,キャラ_ID,,,,キャラクター名,,,,,,,,作品名,,,,,,,,,,,,,,,,,,,,,,,,,,,,DropSR,,,,,2,0,2601,912,2601,912,2731,2783,2861,2913,2913,2913,2913,2913,2913,957,975,1003,1021,1021,1021,1021,1021,1021
,chara_jig_00601,,,,民谷 巌鉄斎,,,,,,,,地獄楽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2707,949,2707,949,2842,2896,2977,3031,3031,3031,3031,3031,3031,996,1015,1043,1062,1062,1062,1062,1062,1062
