,04_ミッション,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,◆いいジャン祭ミッション,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,,,,,
,施策名称,ふつうの軽音部 いいジャン祭 特別ミッション,,,,,,,,,,,,,,,
,開催期間,3/2(月) 15:00,〜,4/3(金) 10:59,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,ミッション内容,プリズム,コイン,ピックアップガシャチケット,スペシャルガシャチケット,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,カラーメモリー・レッド,カラーメモリー・グリーン,カラーメモリー・イエロー,カラーメモリー・ブルー,カラーメモリー・グレー,藤井 彩目のかけら,内田 桃のかけら,藤井 彩目のカラーメモリー,内田 桃のカラーメモリー
,内田 桃 をグレード2まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
,内田 桃 をグレード3まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
,内田 桃 をグレード4まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350
,内田 桃 をグレード5まで強化しよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,内田 桃 をLv.20まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
,内田 桃 をLv.30まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
,内田 桃 をLv.40まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
,内田 桃 をLv.50まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
,内田 桃 をLv.60まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
,内田 桃 をLv.70まで強化しよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,内田 桃 をLv.80まで強化しよう,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,藤井 彩目 をグレード2まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0
,藤井 彩目 をグレード3まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0
,藤井 彩目 をグレード4まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0
,藤井 彩目 をグレード5まで強化しよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,藤井 彩目 をLv.20まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
,藤井 彩目 をLv.30まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
,藤井 彩目 をLv.40まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
,藤井 彩目 をLv.50まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,
,藤井 彩目 をLv.60まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,
,藤井 彩目 をLv.70まで強化しよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
,藤井 彩目 をLv.80まで強化しよう,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,収集クエスト「弾き語り修行をする」をクリアしよう,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ストーリークエスト「バンドを結成する」をクリアしよう,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,チャレンジクエスト「文化祭が始まる」をクリアしよう,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
,高難易度「ステージに立つ」をクリアしよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を10体撃破しよう,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,敵を20体撃破しよう,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,敵を30体撃破しよう,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,敵を40体撃破しよう,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,敵を50体撃破しよう,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
,敵を60体撃破しよう,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,敵を70体撃破しよう,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,敵を80体撃破しよう,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,敵を90体撃破しよう,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
,敵を100体撃破しよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,敵を150体撃破しよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,敵を200体撃破しよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,敵を300体撃破しよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を400体撃破しよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を500体撃破しよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を750体撃破しよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,敵を1000体撃破しよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,
,報酬合計数,100,25000,8,3,30,20,5,0,0,0,0,0,100,100,850,850
