,01_概要,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,ふつうの軽音部 いいジャン祭,,,,,,,,,
,,,,,,,,,,
,ふつうの軽音部 いいジャン祭,,,,,,,,,
,,,,,,,,,,
,"◼︎施策名
　ふつうの軽音部 いいジャン祭",,,,,,,,,
,,,260302_ふつうの軽音部 いいジャン祭 企画書,担当：村松,,,,,,
,■内容,,,,,,,,,
,"少年ジャンプ+ ジャンブルラッシュ内において、「ふつうの軽音部」をピックアップしたイベントとして、
『原作コミック「1巻〜5巻(40話)」までのストーリー再現』をテーマに据えます。
「はーとぶれいく」メンバーが揃っていく様子と、文化祭での初ライブまでのストーリーが中心です。
　
　なお、イベントの実施時期は、2026年3月上旬からを予定しております。",,,,,,,,,
,,,,,,,,,,
,"◼︎開催期間（予定）
　03/02（月）15:00〜04/03（金）10:59",,,,,,,,,
,,,,,,,,,,
,"◼︎ハナン課金ポイント
　ふつうの軽音部 いいジャン祭 新ヒーロー ピックアップガシャ
　鳩野 ちひろ(UR)　幸山 厘(SSR)　　",,,,,,,,,
,,,,,,,,,,
,"◼︎主要コンテンツ
・ふつうの軽音部 いいジャン祭 特別ミッションを達成し豪華報酬をGETしよう！
・収集イベントで遊んで「交換所」で育成アイテムを獲得しよう！
・降臨バトルで報酬を獲得しつつランキング上位を目指そう！
・ふつうの軽音部の原作モチーフのエンブレムをGETしよう！",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,施策一覧,,,,,,,,,
,,,,,,,,,,
,カテゴリー,,,施策名称,開始日,終了日,備考,,,
,【デイリー】,,,軽音部に入部する,2026/03/02 15:00:00,2026/03/16 3:59:00,,,,
,【収集クエスト】,,,弾き語り修行をする,2026/03/02 15:00:00,2026/04/03 10:59:00,,,,
,"【ストーリー】
はーとぶれいくストーリー編",,,バンドを結成する,2026/03/05 15:00:00,2026/04/03 10:59:00,,,,
,【チャレンジ】,,,文化祭が始まる,2026/03/02 15:00:00,2026/04/03 10:59:00,,,,
,【高難易度】,,,ステージに立つ,2026/03/02 15:00:00,2026/04/03 10:59:00,,,,
,【降臨バトル】,,,片鱗を示す,2026/03/06 15:00:00,2026/03/12 14:59:00,,,,
,【ログインボーナス】,,,ふつうの軽音部 いいジャン祭 特別ログインボーナス,2026/03/02 15:00:00,2026/03/16 3:59:00,,,,
,【ミッション】,,,ふつうの軽音部 いいジャン祭 特別ミッション,2026/03/02 15:00:00,2026/04/03 10:59:00,,,,
,【コイン獲得クエスト】,,,コイン獲得クエスト キャラボーナス,2026/03/02 15:00:00,2026/04/03 10:59:00,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,新キャラ一覧,,,,,,,,,
,,,,,,,,,,
,キャラID,,,キャラ名,,獲得場所,レアリティ,獲得属性色,備考,
,chara_hut_00001,,,ひたむきギタリスト 鳩野 ちひろ,,ピックアップガシャ,UR,緑,,
,chara_hut_00101,,,幸山 厘,,ピックアップガシャ,SSR,青,,
,chara_hut_00201,,,内田 桃,,イベント報酬,SR,黄,,
,chara_hut_00301,,,藤井 彩目,,イベント報酬,SR,赤,,
,enemy_hut_00001,,,鷹見 項希,,,,,敵専用,
,enemy_hut_00101,,,学生B,,,,,敵専用,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,新アイテム一覧,,,,,,,,,
,,,,,,,,,,
,アイテムID,,,アイテム名,,ID管理シート,備考,,,記載したい物
,piece_hut_00001,,,ひたむきギタリスト 鳩野 ちひろのかけら,,GLOW_ID 管理,,,,キャラのかけら
,piece_hut_00101,,,幸山 厘のかけら,,GLOW_ID 管理,,,,
,piece_hut_00201,,,内田 桃のかけら,,GLOW_ID 管理,,,,
,piece_hut_00301,,,藤井 彩目のかけら,,GLOW_ID 管理,,,,
,memory_chara_hut_00201,,,内田 桃のメモリー,,GLOW_ID 管理,,,,キャラ専用カラーメモリー
,memory_chara_hut_00301,,,藤井 彩目のメモリー,,GLOW_ID 管理,,,,
,item_hut_00001,,,ギターピック,,GLOW_ID 管理,,,,収集アイテム
,emblem_event_hut_00001,,,機熟,,GLOW_ID 管理,,,,エンブレム
,emblem_event_hut_00002,,,神の写し絵,,GLOW_ID 管理,,,,
,emblem_event_hut_00003,,,自意識アニマル,,GLOW_ID 管理,,,,
,emblem_adventbattle_hut_season01_00001,,,はとちゃんは神(1位),,GLOW_ID 管理,,,,
,emblem_adventbattle_hut_season01_00002,,,はとちゃんは神(2位),,GLOW_ID 管理,,,,
,emblem_adventbattle_hut_season01_00003,,,はとちゃんは神(3位),,GLOW_ID 管理,,,,
,emblem_adventbattle_hut_season01_00004,,,はとちゃんは神(4~50位),,GLOW_ID 管理,,,,
,emblem_adventbattle_hut_season01_00005,,,はとちゃんは神(51~300位),,GLOW_ID 管理,,,,原画のかけら（完成）
,emblem_adventbattle_hut_season01_00006,,,"はとちゃんは神(301~1,000位)",,GLOW_ID 管理,,,,
,artwork_event_hut_0001,,,もっと自由にわがままに,,GLOW_ID 管理,,,,
,artwork_event_hut_0002,,,いつか私たちの演奏で,,GLOW_ID 管理,,,,ガシャチケット
,,,,,,,,,,エネミー専用キャラ（新キャラ一覧へ）
