,01_概要,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,幼稚園WARS いいジャン祭,,,,,,,,,
,,,,,,,,,,
,幼稚園WARS いいジャン祭,,,,,,,,,
,,,,,,,,,,
,"◼︎施策名
　幼稚園WARS いいジャン祭",,,,,,,,,
,,,260202_幼稚園WARS いいジャン祭 企画書,担当：村松,,,,,,
,■内容,,,,,,,,,
,"少年ジャンプ+ ジャンブルラッシュ内において、「幼稚園WARS」をピックアップしたイベントとして、
『原作コミック「1巻〜2巻」のストーリー再現』をテーマに据えます！
「リタ」を中心に、「ダグ」と「ハナ」のエピソードを
イベントクエストとして展開します。
　
　なお、イベントの実施時期は、2026年2月初旬からを予定しております。",,,,,,,,,
,,,,,,,,,,
,"◼︎開催期間（予定）
　02/02（月）15:00〜03/02（月）10:59",,,,,,,,,
,,,,,,,,,,
,"◼︎ハナン課金ポイント
　幼稚園WARS いいジャン祭 新ヒーロー ピックアップガシャ
　「リタ」（UR）、「ルーク」（SSR）",,,,,,,,,
,,,,,,,,,,
,"◼︎主要コンテンツ
・幼稚園WARS いいジャン祭 特別ミッションを達成し豪華報酬をGETしよう！
・幼稚園WARS いいジャン祭限定のイベントキャラ「ダグ」「ハナ」をそれぞれGETしよう！
　⇨このいいジャン祭を遊び切ると、「ダグ」「ハナ」は最大グレード強化が可能になります！
・降臨バトルで報酬を獲得しつつランキング上位を目指そう！
・幼稚園WARSの原作モチーフのエンブレムをGETしよう！",,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,施策一覧,,,,,,,,,
,,,,,,,,,,
,カテゴリー,,,施策名称,開始日,終了日,備考,,,
,【デイリー】,,,お遊戯の時間です,2026/02/02 15:00,2026/02/16 3:59,,,,
,"【ストーリー】
ダグ編",,,先輩は敬いたまえ,2026/02/02 15:00,2026/03/02 10:59,,,,
,"【ストーリー】
ハナ編",,,兄を助けてくれないか？,2026/02/06 15:00,2026/03/02 10:59,,,,
,【チャレンジ】,,,世界一安全な幼稚園,2026/02/02 15:00,2026/03/02 10:59,,,,
,【高難易度】,,,正義だけじゃ何も守れない,2026/02/02 15:00,2026/03/02 10:59,,,,
,【降臨バトル】,,,誰の依頼だ？,2026/02/09 15:00,2026/02/15 14:59,,,,
,【ログインボーナス】,,,幼稚園WARS いいジャン祭 特別ログインボーナス,2026/02/02 15:00,2026/02/16 3:59,,,,
,【ミッション】,,,幼稚園WARS いいジャン祭 特別ミッション,2026/02/02 15:00,2026/03/02 10:59,,,,
,【コイン獲得クエスト】,,,コイン獲得クエスト キャラボーナス,2026/02/02 15:00,2026/03/02 10:59,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,新キャラ一覧,,,,,,,,,
,,,,,,,,,,
,キャラID,,,キャラ名,,獲得場所,レアリティ,獲得属性色,備考,
,chara_you_00001,,,元殺し屋の新人教諭 リタ,,ピックアップガシャ,UR,赤,,
,chara_you_00101,,,ルーク,,ピックアップガシャ,SSR,黄,,
,chara_you_00201,,,ダグ,,イベント報酬,SR,緑,,
,chara_you_00301,,,ハナ,,イベント報酬,SR,青,,
,enemy_you_00001,,,不良系金髪イケメン,,,,,敵専用,
,enemy_you_00101,,,イケメンじゃない殺し屋,,,,,敵専用,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,新アイテム一覧,,,,,,,,,
,,,,,,,,,,
,アイテムID,,,アイテム名,,ID管理シート,備考,,,記載したい物
,piece_you_00001,,,元殺し屋の新人教諭 リタのかけら,,GLOW_ID 管理,,,,キャラのかけら
,piece_you_00101,,,ルークのかけら,,GLOW_ID 管理,,,,
,piece_you_00201,,,ダグのかけら,,GLOW_ID 管理,,,,
,piece_you_00301,,,ハナのかけら,,GLOW_ID 管理,,,,
,memory_chara_you_00201,,,ダグのメモリー,,GLOW_ID 管理,,,,キャラ専用カラーメモリー
,memory_chara_you_00301,,,ハナのメモリー,,GLOW_ID 管理,,,,
,emblem_event_you_00001,,,ブラック幼稚園園章,,GLOW_ID 管理,,,,エンブレム
,emblem_adventbattle_you_season01_00001,,,元・伝説の殺し屋(1位),,GLOW_ID 管理,,,,
,emblem_adventbattle_you_season01_00002,,,元・伝説の殺し屋(2位),,GLOW_ID 管理,,,,
,emblem_adventbattle_you_season01_00003,,,元・伝説の殺し屋(3位),,GLOW_ID 管理,,,,
,emblem_adventbattle_you_season01_00004,,,元・伝説の殺し屋(4~50位),,GLOW_ID 管理,,,,
,emblem_adventbattle_you_season01_00005,,,元・伝説の殺し屋(51~300位),,GLOW_ID 管理,,,,
,emblem_adventbattle_you_season01_00006,,,"元・伝説の殺し屋(301～1,000位)",,GLOW_ID 管理,,,,
,artwork_event_you_0001,,,これで貸しはチャラだ,,GLOW_ID 管理,,,,原画のかけら（完成）
,artwork_event_you_0002,,,兄と妹,,GLOW_ID 管理,,,,
,stamina_item_glo_00001,,,スタミナドリンク,,GLOW_ID 管理,,,,
,,,,,,,,,,
,,,,,,,,,,ガシャチケット
,,,,,,,,,,エネミー専用キャラ（新キャラ一覧へ）
