,04_ミッション,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,◆いいジャン祭ミッション,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,項目,内容,,,,,,,,,,,,,,,,,
,施策名称,幼稚園WARS いいジャン祭 特別ミッション,,,,,,,,,,,,,,,,,
,開催期間,2/2(月) 15:00,〜,3/2(月) 10:59,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,ミッション内容,プリズム,コイン,ピックアップガシャチケット,スペシャルガシャチケット,メモリーフラグメント・初級,メモリーフラグメント・中級,メモリーフラグメント・上級,カラーメモリー・レッド,カラーメモリー・グリーン,カラーメモリー・イエロー,カラーメモリー・ブルー,カラーメモリー・グレー,ハナのかけら,ダグのかけら,ハナのカラーメモリー,ダグのカラーメモリー,スタミナドリンク,バレンタインピックアップガシャチケット
,ダグ をグレード2まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,,
,ダグ をグレード3まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,,
,ダグ をグレード4まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,,
,ダグ をグレード5まで強化しよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,ダグ をLv.20まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,
,ダグ をLv.30まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
,ダグ をLv.40まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
,ダグ をLv.50まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,
,ダグ をLv.60まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,,
,ダグ をLv.70まで強化しよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
,ダグ をLv.80まで強化しよう,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,ハナ をグレード2まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,,
,ハナ をグレード3まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,,
,ハナ をグレード4まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,,
,ハナ をグレード5まで強化しよう,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,ハナ をLv.20まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,
,ハナ をLv.30まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,,
,ハナ をLv.40まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,,
,ハナ をLv.50まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,,
,ハナ をLv.60まで強化しよう,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,,,
,ハナ をLv.70まで強化しよう,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,
,ハナ をLv.80まで強化しよう,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
,デイリークエスト「お遊戯の時間です」をクリアしよう,,,,,,,,,,,,,,,,,5,0
