,君のことが大大大大大好きな100人の彼女 いいジャン祭,,,,,
,,,,,,
,施策一覧,,,,,
,▼コンテンツの情報を全てココに記載してください。「施策」に反映されます。,,,,,
,カテゴリー,施策名称,開始日,終了日,備考（ピックアップや配布キャラなどを記載する）,仕様書(リンク)
,【デイリー】,恋は盲目,2026/02/16 15:00,2026/03/02 3:59,,https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=289913871#gid=289913871&range=45:45
,"【ストーリー】
彼女ストーリー編",最高の恋愛パートナー,2026/02/16 15:00,2026/03/16 10:59,,https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=289913871#gid=289913871&range=132:132
,【収集クエスト】,キスゾンビ♡パニック,2026/02/16 15:00,2026/03/16 10:59,,https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=289913871#gid=289913871&range=72:72
,【チャレンジ】,恋太郎ファミリー,2026/02/16 15:00,2026/03/16 10:59,,https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=289913871#gid=289913871&range=218:218
,【高難易度】,DEAD OR LOVE,2026/02/16 15:00,2026/03/16 10:59,,https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=289913871#gid=289913871&range=285:285
,【降臨バトル】,ラブミッション：インポッシブル,2026/02/20 15:00,2026/02/26 14:59,,https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=1959891932#gid=1959891932&range=A1
,【ログインボーナス】,君のことが大大大大大好きな100人の彼女 いいジャン祭 特別ログインボーナス,2026/02/16 15:00,2026/03/02 3:59,,https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=289913871#gid=289913871&range=21:21
,【ミッション】,君のことが大大大大大好きな100人の彼女 いいジャン祭 特別ミッション,2026/02/16 15:00,2026/03/16 10:59,,https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=1875707542#gid=1875707542&range=A1
,【コイン獲得クエスト】,コイン獲得クエスト キャラボーナス,2026/02/16 15:00,2026/03/16 10:59,,https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=289913871#gid=289913871&range=339:339
,【ピックアップガシャ】,君のことが大大大大大好きな100人の彼女 いいジャン祭ピックアップガシャ,2026/02/16 15:00,2026/03/16 10:59,"UR_溢れる母性 花園 羽々里_青
SSR_花園 羽香里_緑
SSR_院田 唐音_赤
SSR_好本 静_黄",https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=1315731856#gid=1315731856&range=A1
,【いいジャン祭パック】,【お一人様1回まで購入可】いいジャン祭パック,2026/02/16 15:00,2026/03/02 10:59,,https://docs.google.com/spreadsheets/d/1uKOBLwGXcXSvS6L5iUokou_bFQASuEQE60fFHOz_MNs/edit?gid=1726397202#gid=1726397202&range=A1
