シート名,id,sequence_set_id,sequence_group_id,sequence_element_id,priority_sequence_element_id,condition_type,condition_value,action_type,action_value,action_value2,summon_count,summon_interval,summon_animation_type,summon_position,move_start_condition_type,move_start_condition_value,move_stop_condition_type,move_stop_condition_value,move_restart_condition_type,move_restart_condition_value,move_loop_count,is_summon_unit_outpost_damage_invalidation,last_boss_trigger,aura_type,death_type,enemy_hp_coef,enemy_attack_coef,enemy_speed_coef,override_drop_battle_point,defeated_score,action_delay,deactivation_condition_type,deactivation_condition_value,release_key
1話,,raid_jig1_00001,,1,,ElapsedTime,0,SummonEnemy,e_jig_00401_jig1_advent_Normal_Colorless,,5,100,None,,None,,None,,None,,,FALSE,,Default,Normal,3,0.3,1,50,20,,None,,202601010
1話,,raid_jig1_00001,,2,,ElapsedTime,0,SummonEnemy,e_jig_00001_jig1_advent_Normal_Colorless,,5,180,None,,None,,None,,None,,,FALSE,,Default,Normal,0.7,0.6,1,,20,,None,,202601010
1話,,raid_jig1_00001,,3,,InitialSummon,1,SummonEnemy,e_jig_00301_jig1_advent_Boss_Colorless,,1,0,None,1.7,EnterTargetKoma,1,None,,None,,,FALSE,,AdventBoss2,Normal,8,0.6,1,800,700,,None,,202601010
1話,,raid_jig1_00001,,groupchange_1,,ElapsedTime,200,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,,202601010
1話,,raid_jig1_00001,w1,101,,ElapsedTimeSinceSequenceGroupActivated,0,SummonEnemy,e_jig_00401_jig1_advent_Normal_Yellow,,10,450,None,,None,,None,,None,,,FALSE,,Default,Normal,5,0.4,1,50,30,,None,,202601010
1話,,raid_jig1_00001,w1,103,,ElapsedTimeSinceSequenceGroupActivated,200,SummonEnemy,e_jig_00201_jig1_advent_Boss_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss1,Normal,0.13,0.4,1,250,400,,None,,202601010
1話,,raid_jig1_00001,w1,groupchange_2,,FriendUnitDead,103,SwitchSequenceGroup,w2,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,,202601010
1話,,raid_jig1_00001,w2,201,,ElapsedTimeSinceSequenceGroupActivated,5,SummonEnemy,e_jig_00401_jig1_advent_Normal_Yellow,,40,360,None,,None,,None,,None,,,FALSE,,Default,Normal,7,0.7,1,50,50,,None,,202601010
1話,,raid_jig1_00001,w2,202,,ElapsedTimeSinceSequenceGroupActivated,50,SummonEnemy,e_jig_00601_jig1_advent_Boss_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss2,Normal,0.7,1.3,1,250,500,,None,,202601010
1話,,raid_jig1_00001,w2,groupchange_3,,FriendUnitDead,202,SwitchSequenceGroup,w3,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,,202601010
1話,,raid_jig1_00001,w3,302,,ElapsedTimeSinceSequenceGroupActivated,10,SummonEnemy,e_jig_00001_jig1_advent_Normal_Green,,30,360,None,,None,,None,,None,,,FALSE,,Default,Normal,1.7,1.5,1,50,60,,None,,202601010
1話,,raid_jig1_00001,w3,304,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_jig_00301_jig1_advent_Boss_Green,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss1,Normal,1.5,0.8,1,,500,,None,,202601010
1話,,raid_jig1_00001,w3,groupchange_4,,FriendUnitDead,304,SwitchSequenceGroup,w4,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,,202601010
1話,,raid_jig1_00001,w4,402,,ElapsedTimeSinceSequenceGroupActivated,10,SummonEnemy,e_jig_00001_jig1_advent_Normal_Red,,40,360,None,,None,,None,,None,,,FALSE,,Default,Normal,2,1.5,1,50,70,,None,,202601010
1話,,raid_jig1_00001,w4,405,,ElapsedTimeSinceSequenceGroupActivated,100,SummonEnemy,e_jig_00201_jig1_advent_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss2,Normal,0.3,1.3,1,200,500,,None,,202601010
1話,,raid_jig1_00001,w4,groupchange_5,,FriendUnitDead,405,SwitchSequenceGroup,w5,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,,202601010
1話,,raid_jig1_00001,w5,501,,FriendUnitDead,503,SummonEnemy,e_jig_00401_jig1_advent_Normal_Colorless,,20,300,None,,None,,None,,None,,,FALSE,,Default,Normal,15,1.7,1,50,60,,None,,202601010
1話,,raid_jig1_00001,w5,502,,FriendUnitDead,504,SummonEnemy,e_jig_00001_jig1_advent_Normal_Colorless,,40,270,None,,None,,None,,None,,,FALSE,,Default,Normal,5,2.6,1,50,60,,None,,202601010
1話,,raid_jig1_00001,w5,503,,ElapsedTimeSinceSequenceGroupActivated,5,SummonEnemy,e_jig_00301_jig1_advent_Boss_Green,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss2,Normal,15,3.3,1,200,600,,None,,202601010
1話,,raid_jig1_00001,w5,504,,FriendUnitDead,503,SummonEnemy,e_jig_00201_jig1_advent_Boss_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss2,Normal,1,2.1,1,,700,,None,,202601010
1話,,raid_jig1_00001,w5,505,,FriendUnitDead,504,SummonEnemy,e_jig_00601_jig1_advent_Boss_Yellow,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss3,Normal,6,5,1,,1200,,None,,202601010
1話,,raid_jig1_00001,w5,506,,FriendUnitDead,504,SummonEnemy,e_jig_00201_jig1_advent_Boss_Red,,1,0,None,,None,,None,,None,,,FALSE,,AdventBoss2,Normal,1,2.1,1,,700,,None,,202601010
1話,,raid_jig1_00001,w5,groupchange_6,,FriendUnitDead,505,SwitchSequenceGroup,w1,,,,None,,None,,None,,None,,,FALSE,,Default,Normal,1,1,1,,,,None,,202601010
