ENABLE,release_key,id,mst_attack_id,language,description,grade_description
e,202603025,chara_kai_00701_Normal_00000_ja,chara_kai_00701_Normal_00000,ja,,
e,202603025,chara_kai_00701_Special_00001_ja,chara_kai_00701_Special_00001,ja,"敵複数体に自身の攻撃ステータスの{chara_kai_00701_Special_00001_power_parameter}%のダメージ + 攻撃がヒットした場合、敵のプラス効果をすべて解除 + 自身の攻撃を40秒間、3%UP",
e,202603025,chara_kai_00701_Special_00002_ja,chara_kai_00701_Special_00002,ja,"敵複数体に自身の攻撃ステータスの{chara_kai_00701_Special_00002_power_parameter}%のダメージ + 攻撃がヒットした場合、敵のプラス効果をすべて解除 + 自身へのマイナス効果を最大1個解除 + 自身の攻撃を40秒間、5%UP","ステータスUP + 必殺ワザ性能UP"
e,202603025,chara_kai_00701_Special_00003_ja,chara_kai_00701_Special_00003,ja,"敵複数体に自身の攻撃ステータスの{chara_kai_00701_Special_00003_power_parameter}%のダメージ + 攻撃がヒットした場合、敵のプラス効果をすべて解除 + 自身へのマイナス効果を最大2個解除 + 自身の攻撃を40秒間、7%UP","ステータスUP + 必殺ワザ性能UP"
e,202603025,chara_kai_00701_Special_00004_ja,chara_kai_00701_Special_00004,ja,"敵複数体に自身の攻撃ステータスの{chara_kai_00701_Special_00004_power_parameter}%のダメージ + 攻撃がヒットした場合、敵のプラス効果をすべて解除 + 自身へのマイナス効果を最大3個解除 + 自身の攻撃を40秒間、9%UP","ステータスUP + 必殺ワザ性能UP"
e,202603025,chara_kai_00701_Special_00005_ja,chara_kai_00701_Special_00005,ja,"敵複数体に自身の攻撃ステータスの{chara_kai_00701_Special_00005_power_parameter}%のダメージ + 攻撃がヒットした場合、敵のプラス効果をすべて解除 + 自身へのマイナス効果をすべて解除 + 自身の攻撃を40秒間、12%UP","ステータスUP + 必殺ワザ性能UP"
e,202603025,chara_gom_00701_Normal_00000_ja,chara_gom_00701_Normal_00000,ja,,
e,202603025,chara_gom_00701_Special_00001_ja,chara_gom_00701_Special_00001,ja,"敵単体に自身の攻撃ステータスの109%のダメージ + 攻撃がヒットした場合、ダメージの5%分、自身の体力を回復",
e,202603025,chara_gom_00701_Special_00002_ja,chara_gom_00701_Special_00002,ja,"敵単体に自身の攻撃ステータスの126%のダメージ + 攻撃がヒットした場合、ダメージの7%分、自身の体力を回復","ステータスUP + 必殺ワザ性能UP"
e,202603025,chara_gom_00701_Special_00003_ja,chara_gom_00701_Special_00003,ja,"敵単体に自身の攻撃ステータスの138%のダメージ + 攻撃がヒットした場合、ダメージの9%分、自身の体力を回復","ステータスUP + 必殺ワザ性能UP"
e,202603025,chara_gom_00701_Special_00004_ja,chara_gom_00701_Special_00004,ja,"敵単体に自身の攻撃ステータスの147%のダメージ + 攻撃がヒットした場合、ダメージの12%分、自身の体力を回復","ステータスUP + 必殺ワザ性能UP"
e,202603025,chara_gom_00701_Special_00005_ja,chara_gom_00701_Special_00005,ja,"敵単体に自身の攻撃ステータスの153%のダメージ + 攻撃がヒットした場合、ダメージの13%分、自身の体力を回復","ステータスUP + 必殺ワザ性能UP"
e,202603025,chara_osh_00701_Normal_00000_ja,chara_osh_00701_Normal_00000,ja,,
