ENABLE,release_key,id,mst_in_game_id,language,result_tips,description
e,202603025,pvp_half_02_ja,pvp_half_02,ja,,
e,202603025,event_l05anniv_1day_00001_ja,event_l05anniv_1day_00001,ja,キャラを強化してみよう!,"【特別ギミック】\n永続で、『魔都精兵のスレイブ』『怪獣８号』『【推しの子】』『ゲーミングお嬢様』『ハイパーインフレーション』『アラガネの子』『姫様“拷問”の時間です』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n無属性の敵が登場するぞ!\n\n敵の数は多いが、それぞれのHPは少ないぞ!\n\n毎日1回クエストをクリアして、「コイン」をたくさんGETしよう!                                                                                                                                                                                                                                                                                                                                "
e,202603025,raid_l05anniv_00001_ja,raid_l05anniv_00001,ja,,"このステージは、4段で構成されているぞ!\n\n【ギミック情報】\n弱体化攻撃をしてくる敵や\n氷結攻撃をしてくる敵や\nノックバック攻撃をしてくる敵が登場するぞ!\nノックバック無効化の特性を持つ敵が登場するぞ!\n\n敵を多く倒して、スコアを稼ごう!"
e,202603025,event_l05anniv_challenge01_00001_ja,event_l05anniv_challenge01_00001,ja,"攻撃の高い敵が出現するぞ!\nHPの高いキャラを召喚して敵を止めよう!","【特別ギミック】\n永続で、『魔都精兵のスレイブ』『怪獣８号』『【推しの子】』『ゲーミングお嬢様』『ハイパーインフレーション』『アラガネの子』『姫様“拷問”の時間です』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n無属性の敵が登場するぞ!\n\n【ギミック情報】\n時間経過で、強敵が登場するぞ!\n強敵の『あんぱん』は範囲攻撃をするぞ!\n\nまた、このステージではスピードアタックルールがあるぞ!\n早くクリアすると報酬ゲット!"
e,202603025,event_l05anniv_challenge01_00002_ja,event_l05anniv_challenge01_00002,ja,"『トーストあんぱん』は範囲攻撃をするぞ!\nキャラの射程が重なりすぎないように召喚しよう!","【特別ギミック】\n永続で、『魔都精兵のスレイブ』『怪獣８号』『【推しの子】』『ゲーミングお嬢様』『ハイパーインフレーション』『アラガネの子』『姫様“拷問”の時間です』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n無属性の敵が登場するぞ!\n\n【ギミック情報】\n時間経過で、強敵が登場するぞ!\n強敵の『トーストあんぱん』は範囲攻撃をするぞ!\n\nまた、このステージではスピードアタックルールがあるぞ!\n早くクリアすると報酬ゲット!"
e,202603025,event_l05anniv_challenge01_00003_ja,event_l05anniv_challenge01_00003,ja,"『ファントム』が大量に出現するぞ!\n範囲攻撃の必殺ワザやJUMBLE RUSHを使って敵をまとめて倒そう!","【特別ギミック】\n永続で、『魔都精兵のスレイブ』『怪獣８号』『【推しの子】』『ゲーミングお嬢様』『ハイパーインフレーション』『アラガネの子』『姫様“拷問”の時間です』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n無属性の敵が登場するぞ!\n\n【ギミック情報】\n特定の敵を倒すと『ライス (海苔)』が出現するぞ!\n全ての強敵は範囲攻撃をするぞ!\n\nまた、このステージではスピードアタックルールがあるぞ!\n早くクリアすると報酬ゲット!"
e,202603025,event_l05anniv_challenge01_00004_ja,event_l05anniv_challenge01_00004,ja,"ファントムゲートのHPが減ってから出現する『囚われの王女 姫様』はとても強いぞ!\nキャラをたくさん召喚して一斉攻撃しよう!","【特別ギミック】\n永続で、『魔都精兵のスレイブ』『怪獣８号』『【推しの子】』『ゲーミングお嬢様』『ハイパーインフレーション』『アラガネの子』『姫様“拷問”の時間です』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n無属性の敵が登場するぞ!\n\n【ギミック情報】\n最初からステージに出現している敵は、10秒経過すると動き出すぞ!\nファントムゲートにダメージを与えると『囚われの王女 姫様』が出現するぞ!\n『クロル』と『囚われの王女 姫様』は範囲攻撃をするぞ!\n\nまた、このステージではスピードアタックルールがあるぞ!\n早くクリアすると報酬ゲット!"
e,202603025,event_l05anniv_charaget01_00001_ja,event_l05anniv_charaget01_00001,ja,キャラを強化してみよう!,"【特別ギミック】\n永続で、『魔都精兵のスレイブ』『怪獣８号』『【推しの子】』『ゲーミングお嬢様』『ハイパーインフレーション』『アラガネの子』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n青属性の敵が登場するので黄色属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nファントムゲートHPを削ると強敵の『B小町不動のセンター アイ』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!"
e,202603025,event_l05anniv_charaget01_00002_ja,event_l05anniv_charaget01_00002,ja,キャラを強化してみよう!,"【特別ギミック】\n永続で、『魔都精兵のスレイブ』『怪獣８号』『【推しの子】』『ゲーミングお嬢様』『ハイパーインフレーション』『アラガネの子』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n青属性の敵が登場するので黄色属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nファントムゲートHPを削ると強敵の『B小町不動のセンター アイ』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!"
e,202603025,event_l05anniv_charaget01_00003_ja,event_l05anniv_charaget01_00003,ja,黄属性のキャラを編成してみよう!,"【特別ギミック】\n永続で、『魔都精兵のスレイブ』『怪獣８号』『【推しの子】』『ゲーミングお嬢様』『ハイパーインフレーション』『アラガネの子』作品の味方キャラの体力・攻撃ステータスを20%UP\n\n【属性情報】\n青属性の敵が登場するので黄色属性のキャラは有利に戦うこともできるぞ!\n\n【ギミック情報】\nファントムゲートHPを削ると強敵の『星野 ルビー』と強敵の『B小町不動のセンター アイ』が登場するぞ!\nファントムゲートのHPを削るタイミングに気をつけよう!"
