ENABLE,release_key,id,mst_artwork_fragment_id,position
e,202603025,artwork_fragment_event_osh_00201,artwork_fragment_event_osh_00201,15
e,202603025,artwork_fragment_event_osh_00202,artwork_fragment_event_osh_00202,12
e,202603025,artwork_fragment_event_osh_00203,artwork_fragment_event_osh_00203,7
e,202603025,artwork_fragment_event_osh_00204,artwork_fragment_event_osh_00204,4
e,202603025,artwork_fragment_event_osh_00205,artwork_fragment_event_osh_00205,2
e,202603025,artwork_fragment_event_osh_00206,artwork_fragment_event_osh_00206,9
e,202603025,artwork_fragment_event_osh_00207,artwork_fragment_event_osh_00207,8
e,202603025,artwork_fragment_event_osh_00208,artwork_fragment_event_osh_00208,10
e,202603025,artwork_fragment_event_osh_00209,artwork_fragment_event_osh_00209,16
e,202603025,artwork_fragment_event_osh_00210,artwork_fragment_event_osh_00210,1
e,202603025,artwork_fragment_event_osh_00211,artwork_fragment_event_osh_00211,3
e,202603025,artwork_fragment_event_osh_00212,artwork_fragment_event_osh_00212,5
e,202603025,artwork_fragment_event_osh_00213,artwork_fragment_event_osh_00213,13
e,202603025,artwork_fragment_event_osh_00214,artwork_fragment_event_osh_00214,6
e,202603025,artwork_fragment_event_osh_00215,artwork_fragment_event_osh_00215,14
e,202603025,artwork_fragment_event_osh_00216,artwork_fragment_event_osh_00216,11
e,202603025,artwork_fragment_event_gom_00001,artwork_fragment_event_gom_00001,2
e,202603025,artwork_fragment_event_gom_00002,artwork_fragment_event_gom_00002,5
e,202603025,artwork_fragment_event_gom_00003,artwork_fragment_event_gom_00003,7
e,202603025,artwork_fragment_event_gom_00004,artwork_fragment_event_gom_00004,9
e,202603025,artwork_fragment_event_gom_00005,artwork_fragment_event_gom_00005,3
e,202603025,artwork_fragment_event_gom_00006,artwork_fragment_event_gom_00006,4
e,202603025,artwork_fragment_event_gom_00007,artwork_fragment_event_gom_00007,13
e,202603025,artwork_fragment_event_gom_00008,artwork_fragment_event_gom_00008,14
e,202603025,artwork_fragment_event_gom_00009,artwork_fragment_event_gom_00009,1
e,202603025,artwork_fragment_event_gom_00010,artwork_fragment_event_gom_00010,8
e,202603025,artwork_fragment_event_gom_00011,artwork_fragment_event_gom_00011,10
e,202603025,artwork_fragment_event_gom_00012,artwork_fragment_event_gom_00012,16
e,202603025,artwork_fragment_event_gom_00013,artwork_fragment_event_gom_00013,6
e,202603025,artwork_fragment_event_gom_00014,artwork_fragment_event_gom_00014,11
e,202603025,artwork_fragment_event_gom_00015,artwork_fragment_event_gom_00015,12
e,202603025,artwork_fragment_event_gom_00016,artwork_fragment_event_gom_00016,15
