ENABLE,id,group_id,resource_type,resource_id,resource_amount,weight,pickup,release_key
e,Fest_half_002_1,Fest_half_002,Unit,chara_kai_00701,1,351,1,202603025
e,Fest_half_002_2,Fest_half_002,Unit,chara_kai_00201,1,55.4,0,202603025
e,Fest_half_002_3,Fest_half_002,Unit,chara_spy_00501,1,55.4,0,202603025
e,Fest_half_002_4,Fest_half_002,Unit,chara_dan_00202,1,55.4,0,202603025
e,Fest_half_002_5,Fest_half_002,Unit,chara_spy_00101,1,55.4,0,202603025
e,Fest_half_002_6,Fest_half_002,Unit,chara_spy_00201,1,55.4,0,202603025
e,Fest_half_002_7,Fest_half_002,Unit,chara_spy_00001,1,55.4,0,202603025
e,Fest_half_002_8,Fest_half_002,Unit,chara_dan_00002,1,55.4,0,202603025
e,Fest_half_002_9,Fest_half_002,Unit,chara_gom_00001,1,55.4,0,202603025
e,Fest_half_002_10,Fest_half_002,Unit,chara_chi_00002,1,55.4,0,202603025
e,Fest_half_002_11,Fest_half_002,Unit,chara_kai_00002,1,55.4,0,202603025
e,Fest_half_002_12,Fest_half_002,Unit,chara_yuw_00001,1,55.4,0,202603025
e,Fest_half_002_13,Fest_half_002,Unit,chara_yuw_00101,1,55.4,0,202603025
e,Fest_half_002_14,Fest_half_002,Unit,chara_sur_00101,1,55.4,0,202603025
e,Fest_half_002_15,Fest_half_002,Unit,chara_jig_00001,1,55.4,0,202603025
e,Fest_half_002_16,Fest_half_002,Unit,chara_mag_00001,1,55.4,0,202603025
e,Fest_half_002_17,Fest_half_002,Unit,chara_sum_00101,1,55.4,0,202603025
e,Fest_half_002_18,Fest_half_002,Unit,chara_kai_00401,1,292.5,0,202603025
e,Fest_half_002_19,Fest_half_002,Unit,chara_dan_00101,1,292.5,0,202603025
e,Fest_half_002_20,Fest_half_002,Unit,chara_chi_00201,1,292.5,0,202603025
e,Fest_half_002_21,Fest_half_002,Unit,chara_chi_00301,1,292.5,0,202603025
e,Fest_half_002_22,Fest_half_002,Unit,chara_kai_00301,1,292.5,0,202603025
e,Fest_half_002_23,Fest_half_002,Unit,chara_ron_00001,1,292.5,0,202603025
e,Fest_half_002_24,Fest_half_002,Unit,chara_aha_00101,1,292.5,0,202603025
e,Fest_half_002_25,Fest_half_002,Unit,chara_jig_00101,1,292.5,0,202603025
e,Fest_half_002_26,Fest_half_002,Unit,chara_dos_00001,1,292.5,0,202603025
e,Fest_half_002_27,Fest_half_002,Unit,chara_dos_00101,1,292.5,0,202603025
e,Fest_half_002_28,Fest_half_002,Unit,chara_gom_00101,1,1638,0,202603025
e,Fest_half_002_29,Fest_half_002,Unit,chara_bat_00001,1,1638,0,202603025
